antecedent,consequent,support,confidence,lift,support_count
22643,22639,0.014218,1.0,70.333333,3
23254,23256,0.014218,1.0,70.333333,3
23256,23254,0.014218,1.0,70.333333,3
23294,23296,0.014218,1.0,70.333333,3
23296,23294,0.014218,1.0,70.333333,3
20668,75049L,0.009479,1.0,70.333333,2
22071,21985,0.009479,1.0,70.333333,2
37441,79323W,0.009479,1.0,70.333333,2
79323LP,79323W,0.009479,1.0,70.333333,2
84659A,84859A,0.009479,1.0,70.333333,2
84859B,84859A,0.009479,1.0,70.333333,2
84670,17003,0.009479,1.0,70.333333,2
85034B,21494,0.009479,1.0,70.333333,2
21609,21614,0.009479,1.0,70.333333,2
22531,22530,0.009479,1.0,70.333333,2
22564,22562,0.009479,1.0,70.333333,2
22565,22562,0.009479,1.0,70.333333,2
22566,22562,0.009479,1.0,70.333333,2
22586,22562,0.009479,1.0,70.333333,2
22564,22587,0.009479,1.0,70.333333,2
22565,22587,0.009479,1.0,70.333333,2
22566,22587,0.009479,1.0,70.333333,2
22586,22587,0.009479,1.0,70.333333,2
22272,20972,0.009479,1.0,70.333333,2
21122,21124,0.009479,1.0,70.333333,2
21122,22435,0.009479,1.0,70.333333,2
21827,22131,0.009479,1.0,70.333333,2
22433,22435,0.009479,1.0,70.333333,2
22526,22435,0.009479,1.0,70.333333,2
21204,21203,0.009479,1.0,70.333333,2
21205,21203,0.009479,1.0,70.333333,2
22208,22562,0.009479,1.0,70.333333,2
22522,22524,0.009479,1.0,70.333333,2
22523,22524,0.009479,1.0,70.333333,2
22525,22524,0.009479,1.0,70.333333,2
22081,21203,0.009479,1.0,70.333333,2
21749,84077,0.009479,1.0,70.333333,2
22302,22501,0.009479,1.0,70.333333,2
47599A,47599B,0.009479,1.0,70.333333,2
22421,22420,0.009479,1.0,70.333333,2
20686,20684,0.009479,1.0,70.333333,2
21179,20984,0.009479,1.0,70.333333,2
82597,21870,0.009479,1.0,70.333333,2
21421,20828,0.009479,1.0,70.333333,2
21422,20828,0.009479,1.0,70.333333,2
21059,21061,0.009479,1.0,70.333333,2
85031C,21061,0.009479,1.0,70.333333,2
22438,21124,0.009479,1.0,70.333333,2
21584,85049C,0.009479,1.0,70.333333,2
22076,35471D,0.009479,1.0,70.333333,2
21534,21528,0.009479,1.0,70.333333,2
21845,21528,0.009479,1.0,70.333333,2
21888,22030,0.009479,1.0,70.333333,2
84988,21912,0.009479,1.0,70.333333,2
84988,22549,0.009479,1.0,70.333333,2
82605,22668,0.009479,1.0,70.333333,2
82605,47590B,0.009479,1.0,70.333333,2
85040B,84596B,0.009479,1.0,70.333333,2
84596G,84596F,0.009479,1.0,70.333333,2
15034,22422,0.009479,1.0,70.333333,2
22672,22670,0.009479,1.0,70.333333,2
22672,22674,0.009479,1.0,70.333333,2
22152,22422,0.009479,1.0,70.333333,2
85018D,22495,0.009479,1.0,70.333333,2
85049G,85049C,0.009479,1.0,70.333333,2
20655,21989,0.009479,1.0,70.333333,2
22059,22804,0.009479,1.0,70.333333,2
21187,22587,0.009479,1.0,70.333333,2
21187,22600,0.009479,1.0,70.333333,2
21187,22734,0.009479,1.0,70.333333,2
21777,22734,0.009479,1.0,70.333333,2
22024,22028,0.009479,1.0,70.333333,2
22312,22311,0.009479,1.0,70.333333,2
22573,22311,0.009479,1.0,70.333333,2
85088,22311,0.009479,1.0,70.333333,2
22312,22409,0.009479,1.0,70.333333,2
22312,85199S,0.009479,1.0,70.333333,2
22573,22409,0.009479,1.0,70.333333,2
85088,22409,0.009479,1.0,70.333333,2
22813,22553,0.009479,1.0,70.333333,2
22573,85199S,0.009479,1.0,70.333333,2
22739,22736,0.009479,1.0,70.333333,2
22813,22736,0.009479,1.0,70.333333,2
22745,85199L,0.009479,1.0,70.333333,2
22746,85199L,0.009479,1.0,70.333333,2
22747,85199L,0.009479,1.0,70.333333,2
85088,85199S,0.009479,1.0,70.333333,2
85227,85199L,0.009479,1.0,70.333333,2
22757,22753,0.009479,1.0,70.333333,2
22773,22771,0.009479,1.0,70.333333,2
22079,22080,0.009479,1.0,70.333333,2
22604,22639,0.009479,1.0,70.333333,2
22604,22643,0.009479,1.0,70.333333,2
22642,22639,0.009479,1.0,70.333333,2
22642,22643,0.009479,1.0,70.333333,2
21833,22311,0.009479,1.0,70.333333,2
70007,22834,0.009479,1.0,70.333333,2
22142,22144,0.009479,1.0,70.333333,2
22729,21174,0.009479,1.0,70.333333,2
22701,22700,0.009479,1.0,70.333333,2
22702,22700,0.009479,1.0,70.333333,2
22751,22150,0.009479,1.0,70.333333,2
22766,84375,0.009479,1.0,70.333333,2
72802B,72802C,0.009479,1.0,70.333333,2
84596E,20674,0.009479,1.0,70.333333,2
84596E,20675,0.009479,1.0,70.333333,2
22754,22753,0.009479,1.0,70.333333,2
22754,22755,0.009479,1.0,70.333333,2
22931,22932,0.009479,1.0,70.333333,2
22608,22609,0.009479,1.0,70.333333,2
22608,47504K,0.009479,1.0,70.333333,2
85159B,84356,0.009479,1.0,70.333333,2
15044B,15044D,0.009479,1.0,70.333333,2
22474,22494,0.009479,1.0,70.333333,2
15044A,15044D,0.009479,1.0,70.333333,2
47310M,16236,0.009479,1.0,70.333333,2
23076,23077,0.009479,1.0,70.333333,2
22698,22699,0.009479,1.0,70.333333,2
23170,23171,0.009479,1.0,70.333333,2
84507C,21715,0.009479,1.0,70.333333,2
23321,23208,0.009479,1.0,70.333333,2
23322,23208,0.009479,1.0,70.333333,2
22982,22932,0.009479,1.0,70.333333,2
23297,85132C,0.009479,1.0,70.333333,2
23295,22113,0.009479,1.0,70.333333,2
84031B,22113,0.009479,1.0,70.333333,2
22094,23294,0.009479,1.0,70.333333,2
22094,23296,0.009479,1.0,70.333333,2
22673,23182,0.009479,1.0,70.333333,2
23356,21810,0.009479,1.0,70.333333,2
23569,23480,0.009479,1.0,70.333333,2
22942,23489,0.009479,1.0,70.333333,2
23313,23489,0.009479,1.0,70.333333,2
21263,23489,0.009479,1.0,70.333333,2
21263,23552,0.009479,1.0,70.333333,2
23497,23489,0.009479,1.0,70.333333,2
23498,23489,0.009479,1.0,70.333333,2
23535,23489,0.009479,1.0,70.333333,2
23497,23552,0.009479,1.0,70.333333,2
23498,23552,0.009479,1.0,70.333333,2
23535,23552,0.009479,1.0,70.333333,2
23241,23169,0.009479,1.0,70.333333,2
23241,23182,0.009479,1.0,70.333333,2
23241,23552,0.009479,1.0,70.333333,2
75049L,20668,0.009479,0.666667,70.333333,2
21985,22071,0.009479,0.666667,70.333333,2
79323W,37441,0.009479,0.666667,70.333333,2
79323W,79323LP,0.009479,0.666667,70.333333,2
84859A,84659A,0.009479,0.666667,70.333333,2
84859A,84859B,0.009479,0.666667,70.333333,2
17003,84670,0.009479,0.666667,70.333333,2
21494,85034B,0.009479,0.666667,70.333333,2
21614,21609,0.009479,0.666667,70.333333,2
22530,22531,0.009479,0.666667,70.333333,2
22562,22564,0.009479,0.666667,70.333333,2
22562,22565,0.009479,0.666667,70.333333,2
22562,22566,0.009479,0.666667,70.333333,2
22562,22586,0.009479,0.666667,70.333333,2
22587,22564,0.009479,0.666667,70.333333,2
22587,22565,0.009479,0.666667,70.333333,2
22587,22566,0.009479,0.666667,70.333333,2
22587,22586,0.009479,0.666667,70.333333,2
20972,22272,0.009479,0.666667,70.333333,2
21124,21122,0.009479,0.666667,70.333333,2
22435,21122,0.009479,0.666667,70.333333,2
22131,21827,0.009479,0.666667,70.333333,2
22435,22433,0.009479,0.666667,70.333333,2
22435,22526,0.009479,0.666667,70.333333,2
21203,21204,0.009479,0.666667,70.333333,2
21203,21205,0.009479,0.666667,70.333333,2
22562,22208,0.009479,0.666667,70.333333,2
22524,22522,0.009479,0.666667,70.333333,2
22524,22523,0.009479,0.666667,70.333333,2
22524,22525,0.009479,0.666667,70.333333,2
21203,22081,0.009479,0.666667,70.333333,2
84077,21749,0.009479,0.666667,70.333333,2
22501,22302,0.009479,0.666667,70.333333,2
47599B,47599A,0.009479,0.666667,70.333333,2
22420,22421,0.009479,0.666667,70.333333,2
20684,20686,0.009479,0.666667,70.333333,2
20984,21179,0.009479,0.666667,70.333333,2
21870,82597,0.009479,0.666667,70.333333,2
20828,21421,0.009479,0.666667,70.333333,2
20828,21422,0.009479,0.666667,70.333333,2
21061,21059,0.009479,0.666667,70.333333,2
21061,85031C,0.009479,0.666667,70.333333,2
21124,22438,0.009479,0.666667,70.333333,2
85049C,21584,0.009479,0.666667,70.333333,2
35471D,22076,0.009479,0.666667,70.333333,2
21528,21534,0.009479,0.666667,70.333333,2
21528,21845,0.009479,0.666667,70.333333,2
22030,21888,0.009479,0.666667,70.333333,2
21912,84988,0.009479,0.666667,70.333333,2
22549,84988,0.009479,0.666667,70.333333,2
22668,82605,0.009479,0.666667,70.333333,2
47590B,82605,0.009479,0.666667,70.333333,2
84596B,85040B,0.009479,0.666667,70.333333,2
84596F,84596G,0.009479,0.666667,70.333333,2
22422,15034,0.009479,0.666667,70.333333,2
22670,22672,0.009479,0.666667,70.333333,2
22674,22672,0.009479,0.666667,70.333333,2
22422,22152,0.009479,0.666667,70.333333,2
22495,85018D,0.009479,0.666667,70.333333,2
85049C,85049G,0.009479,0.666667,70.333333,2
21989,20655,0.009479,0.666667,70.333333,2
22804,22059,0.009479,0.666667,70.333333,2
22587,21187,0.009479,0.666667,70.333333,2
22600,21187,0.009479,0.666667,70.333333,2
22734,21187,0.009479,0.666667,70.333333,2
22734,21777,0.009479,0.666667,70.333333,2
22028,22024,0.009479,0.666667,70.333333,2
22311,22312,0.009479,0.666667,70.333333,2
22311,22573,0.009479,0.666667,70.333333,2
22311,85088,0.009479,0.666667,70.333333,2
22409,22312,0.009479,0.666667,70.333333,2
85199S,22312,0.009479,0.666667,70.333333,2
22409,22573,0.009479,0.666667,70.333333,2
22409,85088,0.009479,0.666667,70.333333,2
22553,22813,0.009479,0.666667,70.333333,2
85199S,22573,0.009479,0.666667,70.333333,2
22736,22739,0.009479,0.666667,70.333333,2
22736,22813,0.009479,0.666667,70.333333,2
85199L,22745,0.009479,0.666667,70.333333,2
85199L,22746,0.009479,0.666667,70.333333,2
85199L,22747,0.009479,0.666667,70.333333,2
85199S,85088,0.009479,0.666667,70.333333,2
85199L,85227,0.009479,0.666667,70.333333,2
22753,22757,0.009479,0.666667,70.333333,2
22771,22773,0.009479,0.666667,70.333333,2
22080,22079,0.009479,0.666667,70.333333,2
22639,22604,0.009479,0.666667,70.333333,2
22643,22604,0.009479,0.666667,70.333333,2
22639,22642,0.009479,0.666667,70.333333,2
22643,22642,0.009479,0.666667,70.333333,2
22311,21833,0.009479,0.666667,70.333333,2
22834,70007,0.009479,0.666667,70.333333,2
22144,22142,0.009479,0.666667,70.333333,2
21174,22729,0.009479,0.666667,70.333333,2
22700,22701,0.009479,0.666667,70.333333,2
22700,22702,0.009479,0.666667,70.333333,2
22150,22751,0.009479,0.666667,70.333333,2
84375,22766,0.009479,0.666667,70.333333,2
72802C,72802B,0.009479,0.666667,70.333333,2
20674,84596E,0.009479,0.666667,70.333333,2
20675,84596E,0.009479,0.666667,70.333333,2
22753,22754,0.009479,0.666667,70.333333,2
22755,22754,0.009479,0.666667,70.333333,2
22932,22931,0.009479,0.666667,70.333333,2
22609,22608,0.009479,0.666667,70.333333,2
47504K,22608,0.009479,0.666667,70.333333,2
84356,85159B,0.009479,0.666667,70.333333,2
15044D,15044B,0.009479,0.666667,70.333333,2
22494,22474,0.009479,0.666667,70.333333,2
15044D,15044A,0.009479,0.666667,70.333333,2
16236,47310M,0.009479,0.666667,70.333333,2
23077,23076,0.009479,0.666667,70.333333,2
22699,22698,0.009479,0.666667,70.333333,2
23171,23170,0.009479,0.666667,70.333333,2
21715,84507C,0.009479,0.666667,70.333333,2
23208,23321,0.009479,0.666667,70.333333,2
23208,23322,0.009479,0.666667,70.333333,2
22932,22982,0.009479,0.666667,70.333333,2
85132C,23297,0.009479,0.666667,70.333333,2
22113,23295,0.009479,0.666667,70.333333,2
22113,84031B,0.009479,0.666667,70.333333,2
23294,22094,0.009479,0.666667,70.333333,2
23296,22094,0.009479,0.666667,70.333333,2
23182,22673,0.009479,0.666667,70.333333,2
21810,23356,0.009479,0.666667,70.333333,2
23480,23569,0.009479,0.666667,70.333333,2
23489,22942,0.009479,0.666667,70.333333,2
23489,23313,0.009479,0.666667,70.333333,2
23489,21263,0.009479,0.666667,70.333333,2
23552,21263,0.009479,0.666667,70.333333,2
23489,23497,0.009479,0.666667,70.333333,2
23489,23498,0.009479,0.666667,70.333333,2
23489,23535,0.009479,0.666667,70.333333,2
23552,23497,0.009479,0.666667,70.333333,2
23552,23498,0.009479,0.666667,70.333333,2
23552,23535,0.009479,0.666667,70.333333,2
23169,23241,0.009479,0.666667,70.333333,2
23182,23241,0.009479,0.666667,70.333333,2
23552,23241,0.009479,0.666667,70.333333,2
22520,22521,0.018957,1.0,52.75,4
22521,22520,0.018957,1.0,52.75,4
23389,23390,0.018957,1.0,52.75,4
23390,23389,0.018957,1.0,52.75,4
51014L,51014A,0.014218,1.0,52.75,3
22562,22563,0.014218,1.0,52.75,3
22524,22520,0.014218,1.0,52.75,3
22524,22521,0.014218,1.0,52.75,3
21061,21063,0.014218,1.0,52.75,3
85049C,85049F,0.014218,1.0,52.75,3
23145,23144,0.014218,1.0,52.75,3
23208,23207,0.014218,1.0,52.75,3
23294,23293,0.014218,1.0,52.75,3
23296,23293,0.014218,1.0,52.75,3
23388,23389,0.014218,1.0,52.75,3
23388,23390,0.014218,1.0,52.75,3
84875D,48173C,0.009479,1.0,52.75,2
85049B,22168,0.009479,1.0,52.75,2
85049B,85049F,0.009479,1.0,52.75,2
90214K,48173C,0.009479,1.0,52.75,2
84670,16235,0.009479,1.0,52.75,2
85034C,22207,0.009479,1.0,52.75,2
85172,51014A,0.009479,1.0,52.75,2
22564,22563,0.009479,1.0,52.75,2
22565,22563,0.009479,1.0,52.75,2
22566,22563,0.009479,1.0,52.75,2
22586,22563,0.009479,1.0,52.75,2
21827,21826,0.009479,1.0,52.75,2
22272,22271,0.009479,1.0,52.75,2
22272,22273,0.009479,1.0,52.75,2
22208,22563,0.009479,1.0,52.75,2
22623,22405,0.009479,1.0,52.75,2
22522,22520,0.009479,1.0,52.75,2
22523,22520,0.009479,1.0,52.75,2
22525,22520,0.009479,1.0,52.75,2
22522,22521,0.009479,1.0,52.75,2
22523,22521,0.009479,1.0,52.75,2
22525,22521,0.009479,1.0,52.75,2
22081,22078,0.009479,1.0,52.75,2
22302,22605,0.009479,1.0,52.75,2
20973,20974,0.009479,1.0,52.75,2
20973,20975,0.009479,1.0,52.75,2
21179,21385,0.009479,1.0,52.75,2
21059,21063,0.009479,1.0,52.75,2
85031C,21063,0.009479,1.0,52.75,2
21207,22029,0.009479,1.0,52.75,2
21207,22712,0.009479,1.0,52.75,2
21507,22029,0.009479,1.0,52.75,2
21507,22712,0.009479,1.0,52.75,2
21584,85049F,0.009479,1.0,52.75,2
85031C,22029,0.009479,1.0,52.75,2
22438,22712,0.009479,1.0,52.75,2
22583,22582,0.009479,1.0,52.75,2
22299,84279P,0.009479,1.0,52.75,2
84988,21592,0.009479,1.0,52.75,2
84992,22621,0.009479,1.0,52.75,2
84988,85178,0.009479,1.0,52.75,2
21703,21892,0.009479,1.0,52.75,2
84715,21704,0.009479,1.0,52.75,2
22357,22429,0.009479,1.0,52.75,2
16169P,22029,0.009479,1.0,52.75,2
16218,22029,0.009479,1.0,52.75,2
85131A,22227,0.009479,1.0,52.75,2
22152,22405,0.009479,1.0,52.75,2
85049G,85049F,0.009479,1.0,52.75,2
22024,21508,0.009479,1.0,52.75,2
21777,22635,0.009479,1.0,52.75,2
22739,21558,0.009479,1.0,52.75,2
22312,22582,0.009479,1.0,52.75,2
22573,22582,0.009479,1.0,52.75,2
22739,22579,0.009479,1.0,52.75,2
85088,22582,0.009479,1.0,52.75,2
22813,22812,0.009479,1.0,52.75,2
21818,21819,0.009479,1.0,52.75,2
82484,22800,0.009479,1.0,52.75,2
22473,22563,0.009479,1.0,52.75,2
22968,22563,0.009479,1.0,52.75,2
72802B,72802A,0.009479,1.0,52.75,2
21811,22579,0.009479,1.0,52.75,2
22895,22966,0.009479,1.0,52.75,2
22937,22966,0.009479,1.0,52.75,2
47310M,21430,0.009479,1.0,52.75,2
21713,21592,0.009479,1.0,52.75,2
21714,21592,0.009479,1.0,52.75,2
23089,23101,0.009479,1.0,52.75,2
23102,23101,0.009479,1.0,52.75,2
23168,23101,0.009479,1.0,52.75,2
23300,23101,0.009479,1.0,52.75,2
23321,23207,0.009479,1.0,52.75,2
23322,23207,0.009479,1.0,52.75,2
23308,22966,0.009479,1.0,52.75,2
23297,23293,0.009479,1.0,52.75,2
22094,23293,0.009479,1.0,52.75,2
23395,35970,0.009479,1.0,52.75,2
23395,84947,0.009479,1.0,52.75,2
22730,22728,0.009479,1.0,52.75,2
21070,22904,0.009479,1.0,52.75,2
23356,21819,0.009479,1.0,52.75,2
23356,35970,0.009479,1.0,52.75,2
23313,23343,0.009479,1.0,52.75,2
51014A,51014L,0.014218,0.75,52.75,3
22563,22562,0.014218,0.75,52.75,3
22520,22524,0.014218,0.75,52.75,3
22521,22524,0.014218,0.75,52.75,3
21063,21061,0.014218,0.75,52.75,3
85049F,85049C,0.014218,0.75,52.75,3
23144,23145,0.014218,0.75,52.75,3
23207,23208,0.014218,0.75,52.75,3
23293,23294,0.014218,0.75,52.75,3
23293,23296,0.014218,0.75,52.75,3
23389,23388,0.014218,0.75,52.75,3
23390,23388,0.014218,0.75,52.75,3
48173C,84875D,0.009479,0.5,52.75,2
22168,85049B,0.009479,0.5,52.75,2
85049F,85049B,0.009479,0.5,52.75,2
48173C,90214K,0.009479,0.5,52.75,2
16235,84670,0.009479,0.5,52.75,2
22207,85034C,0.009479,0.5,52.75,2
51014A,85172,0.009479,0.5,52.75,2
22563,22564,0.009479,0.5,52.75,2
22563,22565,0.009479,0.5,52.75,2
22563,22566,0.009479,0.5,52.75,2
22563,22586,0.009479,0.5,52.75,2
21826,21827,0.009479,0.5,52.75,2
22271,22272,0.009479,0.5,52.75,2
22273,22272,0.009479,0.5,52.75,2
22563,22208,0.009479,0.5,52.75,2
22405,22623,0.009479,0.5,52.75,2
22520,22522,0.009479,0.5,52.75,2
22520,22523,0.009479,0.5,52.75,2
22520,22525,0.009479,0.5,52.75,2
22521,22522,0.009479,0.5,52.75,2
22521,22523,0.009479,0.5,52.75,2
22521,22525,0.009479,0.5,52.75,2
22078,22081,0.009479,0.5,52.75,2
22605,22302,0.009479,0.5,52.75,2
20974,20973,0.009479,0.5,52.75,2
20975,20973,0.009479,0.5,52.75,2
21385,21179,0.009479,0.5,52.75,2
21063,21059,0.009479,0.5,52.75,2
21063,85031C,0.009479,0.5,52.75,2
22029,21207,0.009479,0.5,52.75,2
22712,21207,0.009479,0.5,52.75,2
22029,21507,0.009479,0.5,52.75,2
22712,21507,0.009479,0.5,52.75,2
85049F,21584,0.009479,0.5,52.75,2
22029,85031C,0.009479,0.5,52.75,2
22712,22438,0.009479,0.5,52.75,2
22582,22583,0.009479,0.5,52.75,2
84279P,22299,0.009479,0.5,52.75,2
21592,84988,0.009479,0.5,52.75,2
22621,84992,0.009479,0.5,52.75,2
85178,84988,0.009479,0.5,52.75,2
21892,21703,0.009479,0.5,52.75,2
21704,84715,0.009479,0.5,52.75,2
22429,22357,0.009479,0.5,52.75,2
22029,16169P,0.009479,0.5,52.75,2
22029,16218,0.009479,0.5,52.75,2
22227,85131A,0.009479,0.5,52.75,2
22405,22152,0.009479,0.5,52.75,2
85049F,85049G,0.009479,0.5,52.75,2
21508,22024,0.009479,0.5,52.75,2
22635,21777,0.009479,0.5,52.75,2
21558,22739,0.009479,0.5,52.75,2
22582,22312,0.009479,0.5,52.75,2
22582,22573,0.009479,0.5,52.75,2
22579,22739,0.009479,0.5,52.75,2
22582,85088,0.009479,0.5,52.75,2
22812,22813,0.009479,0.5,52.75,2
21819,21818,0.009479,0.5,52.75,2
22800,82484,0.009479,0.5,52.75,2
22563,22473,0.009479,0.5,52.75,2
22563,22968,0.009479,0.5,52.75,2
72802A,72802B,0.009479,0.5,52.75,2
22579,21811,0.009479,0.5,52.75,2
22966,22895,0.009479,0.5,52.75,2
22966,22937,0.009479,0.5,52.75,2
21430,47310M,0.009479,0.5,52.75,2
21592,21713,0.009479,0.5,52.75,2
21592,21714,0.009479,0.5,52.75,2
23101,23089,0.009479,0.5,52.75,2
23101,23102,0.009479,0.5,52.75,2
23101,23168,0.009479,0.5,52.75,2
23101,23300,0.009479,0.5,52.75,2
23207,23321,0.009479,0.5,52.75,2
23207,23322,0.009479,0.5,52.75,2
22966,23308,0.009479,0.5,52.75,2
23293,23297,0.009479,0.5,52.75,2
23293,22094,0.009479,0.5,52.75,2
35970,23395,0.009479,0.5,52.75,2
84947,23395,0.009479,0.5,52.75,2
22728,22730,0.009479,0.5,52.75,2
22904,21070,0.009479,0.5,52.75,2
21819,23356,0.009479,0.5,52.75,2
35970,23356,0.009479,0.5,52.75,2
23343,23313,0.009479,0.5,52.75,2
21239,21240,0.009479,0.666667,46.888889,2
21240,21239,0.009479,0.666667,46.888889,2
21985,22119,0.009479,0.666667,46.888889,2
22119,21985,0.009479,0.666667,46.888889,2
22562,22587,0.009479,0.666667,46.888889,2
22587,22562,0.009479,0.666667,46.888889,2
20972,21124,0.009479,0.666667,46.888889,2
21124,20972,0.009479,0.666667,46.888889,2
21124,22435,0.009479,0.666667,46.888889,2
22435,21124,0.009479,0.666667,46.888889,2
21982,21983,0.009479,0.666667,46.888889,2
21983,21982,0.009479,0.666667,46.888889,2
22088,22089,0.009479,0.666667,46.888889,2
22089,22088,0.009479,0.666667,46.888889,2
