customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name,purchase,view,favorite,cart,unique_product_count,conversion_rate,cluster_id,cluster_name
12744,2011-10-19 11:18:00,51,1,6068.0599999999995,5,3,5,13,key_development,2,0,0,0,1,0.0,3,growth_potential
12931,2011-08-04 18:07:00,127,2,416.0,4,5,4,13,high_value,2,0,0,0,2,0.0,3,growth_potential
12955,2011-06-24 10:26:00,168,2,500.56,4,5,4,13,high_value,25,0,0,0,20,0.0,3,growth_potential
13027,2011-04-20 09:48:00,233,2,2688.0,3,5,5,13,ordinary,7,0,0,0,6,0.0,3,growth_potential
13089,2011-04-17 11:18:00,236,5,2436.72,3,5,5,13,ordinary,60,0,0,0,58,0.0,3,growth_potential
13093,2011-03-09 12:14:00,275,2,1807.48,3,5,5,13,ordinary,39,0,0,0,37,0.0,3,growth_potential
13267,2011-12-07 11:12:00,2,2,335.20000000000005,5,5,3,13,ordinary,17,0,0,0,17,0.0,3,growth_potential
13408,2011-03-23 12:39:00,261,2,964.0,3,5,5,13,ordinary,24,0,0,0,23,0.0,3,growth_potential
13854,2011-05-18 15:23:00,205,2,602.68,4,5,4,13,high_value,13,0,0,0,13,0.0,3,growth_potential
14040,2011-06-09 13:51:00,183,2,522.5799999999999,4,5,4,13,high_value,13,0,0,0,13,0.0,3,growth_potential
14180,2011-05-18 10:56:00,205,3,556.52,4,5,4,13,high_value,29,0,0,0,25,0.0,3,growth_potential
14507,2011-05-08 14:18:00,215,2,575.82,4,5,4,13,high_value,44,0,0,0,44,0.0,3,growth_potential
14735,2011-07-29 11:25:00,133,2,380.4,4,5,4,13,high_value,17,0,0,0,16,0.0,3,growth_potential
15113,2011-10-16 15:27:00,54,1,2242.69,5,3,5,13,key_development,75,0,0,0,68,0.0,3,growth_potential
15179,2011-04-20 09:03:00,233,2,1340.57,3,5,5,13,ordinary,47,0,0,0,47,0.0,3,growth_potential
15615,2011-02-14 15:35:00,298,2,1217.32,3,5,5,13,ordinary,50,0,0,0,44,0.0,3,growth_potential
15694,2010-12-02 07:49:00,372,2,919.75,3,5,5,13,ordinary,17,0,0,0,11,0.0,3,growth_potential
15738,2011-04-26 12:47:00,227,3,874.37,3,5,5,13,ordinary,35,0,0,0,24,0.0,3,growth_potential
16161,2011-09-13 12:37:00,87,3,669.8,4,5,4,13,high_value,47,0,0,0,32,0.0,3,growth_potential
16353,2011-03-14 12:17:00,270,3,785.82,3,5,5,13,ordinary,20,0,0,0,20,0.0,3,growth_potential
16558,2011-05-31 10:45:00,192,2,628.52,4,5,4,13,high_value,42,0,0,0,42,0.0,3,growth_potential
16607,2011-10-12 11:32:00,58,3,297.9,5,5,3,13,ordinary,15,0,0,0,14,0.0,3,growth_potential
16873,2011-12-05 12:05:00,4,1,1854.83,5,3,5,13,key_development,78,0,0,0,78,0.0,3,growth_potential
17690,2011-11-04 13:04:00,35,2,344.1,5,5,3,13,ordinary,22,0,0,0,21,0.0,3,growth_potential
17850,2010-12-02 15:24:00,372,3,1216.94,3,5,5,13,ordinary,69,0,0,0,36,0.0,3,growth_potential
18168,2010-12-02 18:08:00,372,2,784.22,3,5,5,13,ordinary,76,0,0,0,45,0.0,3,growth_potential
12381,2011-08-12 09:57:00,119,1,1268.74,4,3,5,12,key_development,62,0,0,0,62,0.0,3,growth_potential
12681,2010-11-02 17:24:00,402,3,1497.84,2,5,5,12,sleeping,77,0,0,0,59,0.0,3,growth_potential
12971,2011-11-14 13:32:00,25,3,255.96,5,5,2,12,ordinary,7,0,0,0,7,0.0,3,growth_potential
14060,2010-09-23 10:09:00,442,2,1194.79,2,5,5,12,sleeping,19,0,0,0,19,0.0,3,growth_potential
14134,2010-10-28 14:50:00,407,3,2425.01,2,5,5,12,sleeping,41,0,0,0,39,0.0,3,growth_potential
14211,2011-09-04 10:51:00,96,2,358.83,4,5,3,12,ordinary,22,0,0,0,22,0.0,3,growth_potential
14215,2011-06-06 10:04:00,186,2,336.21000000000004,4,5,3,12,ordinary,19,0,0,0,19,0.0,3,growth_potential
15032,2010-08-10 12:42:00,486,2,2165.4,2,5,5,12,sleeping,9,0,0,0,7,0.0,3,growth_potential
15061,2010-07-14 12:38:00,513,2,1335.28,2,5,5,12,sleeping,11,0,0,0,11,0.0,3,growth_potential
15640,2010-09-03 10:48:00,462,2,1951.04,2,5,5,12,sleeping,33,0,0,0,29,0.0,3,growth_potential
16103,2011-04-27 09:21:00,226,2,580.95,3,5,4,12,ordinary,13,0,0,0,13,0.0,3,growth_potential
16779,2010-09-28 12:26:00,437,2,1456.75,2,5,5,12,sleeping,68,0,0,0,61,0.0,3,growth_potential
17377,2010-11-26 11:47:00,378,2,546.58,3,5,4,12,ordinary,42,0,0,0,40,0.0,3,growth_potential
17800,2011-10-21 13:24:00,49,2,258.76,5,5,2,12,ordinary,22,0,0,0,20,0.0,3,growth_potential
12755,2010-12-09 10:44:00,365,1,7588.799999999999,3,3,5,11,ordinary,2,0,0,0,1,0.0,3,growth_potential
13209,2010-03-28 11:20:00,621,2,1547.5800000000002,1,5,5,11,sleeping,32,0,0,0,32,0.0,3,growth_potential
13450,2010-07-15 14:08:00,512,2,605.9399999999999,2,5,4,11,sleeping,25,0,0,0,19,0.0,3,growth_potential
14307,2010-12-01 11:41:00,373,1,1566.22,3,3,5,11,ordinary,96,0,0,0,48,0.0,3,growth_potential
14680,2010-04-29 12:37:00,589,2,2164.9,1,5,5,11,sleeping,65,0,0,0,48,0.0,3,growth_potential
15321,2010-05-25 09:54:00,563,2,823.13,1,5,5,11,sleeping,48,0,0,0,48,0.0,3,growth_potential
15579,2011-01-30 12:09:00,313,2,313.8,3,5,3,11,ordinary,53,0,0,0,47,0.0,3,growth_potential
15580,2010-11-28 11:00:00,376,2,317.32,3,5,3,11,ordinary,46,0,0,0,41,0.0,3,growth_potential
15805,2010-08-10 09:53:00,486,2,537.85,2,5,4,11,sleeping,32,0,0,0,32,0.0,3,growth_potential
16754,2010-05-28 07:51:00,560,2,3199.92,1,5,5,11,sleeping,15,0,0,0,15,0.0,3,growth_potential
17448,2010-04-21 13:22:00,597,2,708.3,1,5,5,11,sleeping,50,0,0,0,49,0.0,3,growth_potential
17961,2010-12-21 16:08:00,353,3,66.5,3,5,1,9,ordinary,12,0,0,0,12,0.0,3,growth_potential
14911,2011-09-27 11:10:00,73,9,6407.76,5,5,5,15,high_value,162,0,0,0,153,0.0,4,high_value
16029,2011-10-10 12:25:00,60,4,9728.35,5,5,5,15,high_value,7,0,0,0,7,0.0,4,high_value
18102,2011-09-22 13:21:00,78,4,16393.7,4,5,5,14,high_value,46,0,0,0,46,0.0,4,high_value
14646,2010-12-21 15:05:00,353,3,9613.97,3,5,5,13,ordinary,76,0,0,0,70,0.0,4,high_value
17511,2011-02-01 10:38:00,311,4,14582.68,3,5,5,13,ordinary,161,0,0,0,122,0.0,4,high_value
14156,2010-10-18 12:04:00,417,3,9747.63,2,5,5,12,sleeping,91,0,0,0,88,0.0,4,high_value
13340,2011-10-25 13:14:00,45,1,909.26,5,3,5,13,key_development,12,0,0,0,12,0.0,0,ordinary
13629,2011-11-09 09:52:00,30,1,821.0,5,3,5,13,key_development,3,0,0,0,3,0.0,0,ordinary
14305,2011-09-29 15:29:00,71,1,810.51,5,3,5,13,key_development,42,0,0,0,42,0.0,0,ordinary
15478,2011-10-14 11:09:00,56,1,826.83,5,3,5,13,key_development,24,0,0,0,24,0.0,0,ordinary
16934,2011-10-16 12:25:00,54,1,809.98,5,3,5,13,key_development,52,0,0,0,49,0.0,0,ordinary
17354,2011-10-20 10:34:00,50,1,1393.06,5,3,5,13,key_development,16,0,0,0,15,0.0,0,ordinary
17450,2011-11-14 08:41:00,25,1,1314.94,5,3,5,13,key_development,8,0,0,0,8,0.0,0,ordinary
12388,2011-07-14 13:28:00,148,1,902.09,4,3,5,12,key_development,35,0,0,0,35,0.0,0,ordinary
12567,2011-09-04 14:22:00,96,1,891.8199999999999,4,3,5,12,key_development,50,0,0,0,50,0.0,0,ordinary
12598,2011-11-20 12:34:00,19,1,576.29,5,3,4,12,key_development,26,0,0,0,26,0.0,0,ordinary
12739,2011-09-01 17:45:00,99,1,975.54,4,3,5,12,key_development,37,0,0,0,37,0.0,0,ordinary
12783,2011-12-07 15:56:00,2,1,400.58,5,3,4,12,key_development,17,0,0,0,17,0.0,0,ordinary
12840,2011-05-09 14:10:00,214,1,723.9,4,3,5,12,key_development,24,0,0,0,24,0.0,0,ordinary
13001,2011-12-05 14:51:00,4,1,591.01,5,3,4,12,key_development,15,0,0,0,15,0.0,0,ordinary
13319,2011-05-16 09:57:00,207,1,732.9200000000001,4,3,5,12,key_development,31,0,0,0,31,0.0,0,ordinary
13352,2011-10-10 13:55:00,60,1,397.97999999999996,5,3,4,12,key_development,24,0,0,0,24,0.0,0,ordinary
13375,2011-09-12 10:19:00,88,1,778.65,4,3,5,12,key_development,37,0,0,0,37,0.0,0,ordinary
13416,2011-10-27 08:56:00,43,1,437.5,5,3,4,12,key_development,8,0,0,0,8,0.0,0,ordinary
13577,2011-11-14 15:19:00,25,1,493.8,5,3,4,12,key_development,16,0,0,0,16,0.0,0,ordinary
13588,2011-10-21 10:32:00,49,1,425.38,5,3,4,12,key_development,31,0,0,0,31,0.0,0,ordinary
13810,2011-10-14 12:57:00,56,1,653.5,5,3,4,12,key_development,20,0,0,0,20,0.0,0,ordinary
13941,2011-06-21 09:44:00,171,1,712.3,4,3,5,12,key_development,9,0,0,0,9,0.0,0,ordinary
14031,2011-12-02 17:13:00,7,1,507.12,5,3,4,12,key_development,9,0,0,0,9,0.0,0,ordinary
14426,2011-11-16 08:25:00,23,1,361.8,5,3,4,12,key_development,8,0,0,0,8,0.0,0,ordinary
14547,2011-11-20 14:24:00,19,1,507.68,5,3,4,12,key_development,24,0,0,0,24,0.0,0,ordinary
14638,2011-10-20 10:10:00,50,1,443.6,5,3,4,12,key_development,16,0,0,0,16,0.0,0,ordinary
14688,2011-12-02 12:24:00,7,1,567.37,5,3,4,12,key_development,46,0,0,0,45,0.0,0,ordinary
14739,2011-10-05 09:55:00,65,1,609.78,5,3,4,12,key_development,10,0,0,0,10,0.0,0,ordinary
14887,2011-09-21 15:32:00,79,1,1862.0,4,3,5,12,key_development,6,0,0,0,6,0.0,0,ordinary
14893,2011-11-30 12:31:00,9,1,428.73,5,3,4,12,key_development,22,0,0,0,22,0.0,0,ordinary
15116,2011-10-13 12:17:00,57,1,411.78000000000003,5,3,4,12,key_development,13,0,0,0,13,0.0,0,ordinary
15443,2011-09-27 11:58:00,73,1,369.54,5,3,4,12,key_development,47,0,0,0,47,0.0,0,ordinary
15653,2011-09-08 10:49:00,92,1,829.4399999999999,4,3,5,12,key_development,2,0,0,0,2,0.0,0,ordinary
15654,2011-11-13 15:15:00,26,1,595.02,5,3,4,12,key_development,9,0,0,0,9,0.0,0,ordinary
15769,2011-08-24 12:51:00,107,1,2597.0,4,3,5,12,key_development,7,0,0,0,7,0.0,0,ordinary
16059,2011-09-29 11:35:00,71,1,403.26,5,3,4,12,key_development,40,0,0,0,39,0.0,0,ordinary
16079,2011-10-30 13:06:00,40,1,508.22,5,3,4,12,key_development,11,0,0,0,11,0.0,0,ordinary
16191,2011-11-16 15:14:00,23,1,462.28,5,3,4,12,key_development,14,0,0,0,14,0.0,0,ordinary
16497,2011-05-20 13:56:00,203,1,718.64,4,3,5,12,key_development,45,0,0,0,45,0.0,0,ordinary
16574,2011-09-29 13:39:00,71,1,451.44,5,3,4,12,key_development,28,0,0,0,28,0.0,0,ordinary
16667,2011-10-02 15:26:00,68,1,366.78,5,3,4,12,key_development,32,0,0,0,32,0.0,0,ordinary
16684,2011-07-24 13:12:00,138,1,711.84,4,3,5,12,key_development,5,0,0,0,5,0.0,0,ordinary
16843,2011-07-28 14:03:00,134,1,1024.44,4,3,5,12,key_development,53,0,0,0,53,0.0,0,ordinary
16923,2011-10-02 10:55:00,68,1,658.11,5,3,4,12,key_development,40,0,0,0,39,0.0,0,ordinary
17101,2011-10-19 12:30:00,51,1,669.1500000000001,5,3,4,12,key_development,15,0,0,0,15,0.0,0,ordinary
17353,2011-08-02 17:19:00,129,1,870.0,4,3,5,12,key_development,4,0,0,0,4,0.0,0,ordinary
17381,2011-07-11 12:15:00,151,1,1236.48,4,3,5,12,key_development,5,0,0,0,5,0.0,0,ordinary
17434,2011-11-30 15:58:00,9,1,371.56,5,3,4,12,key_development,20,0,0,0,20,0.0,0,ordinary
17621,2011-11-18 17:11:00,21,1,478.12,5,3,4,12,key_development,11,0,0,0,11,0.0,0,ordinary
17735,2011-08-04 10:23:00,127,1,954.0,4,3,5,12,key_development,49,0,0,0,49,0.0,0,ordinary
18016,2011-09-26 14:06:00,74,1,624.55,5,3,4,12,key_development,48,0,0,0,48,0.0,0,ordinary
18272,2011-10-25 11:52:00,45,1,604.25,5,3,4,12,key_development,29,0,0,0,29,0.0,0,ordinary
12347,2011-08-02 08:48:00,129,1,584.9100000000001,4,3,4,11,key_development,22,0,0,0,22,0.0,0,ordinary
12429,2010-12-09 12:05:00,365,1,2563.0,3,3,5,11,ordinary,40,0,0,0,20,0.0,0,ordinary
12455,2011-02-16 09:56:00,296,1,1683.9,3,3,5,11,ordinary,41,0,0,0,41,0.0,0,ordinary
12490,2011-06-20 14:58:00,172,1,484.06,4,3,4,11,key_development,20,0,0,0,20,0.0,0,ordinary
12510,2011-01-18 14:04:00,325,1,681.05,3,3,5,11,ordinary,29,0,0,0,29,0.0,0,ordinary
12553,2011-08-21 14:42:00,110,1,400.21999999999997,4,3,4,11,key_development,22,0,0,0,22,0.0,0,ordinary
12584,2011-10-30 13:13:00,40,1,343.0,5,3,3,11,potential,12,0,0,0,12,0.0,0,ordinary
12615,2011-06-24 13:35:00,168,1,634.74,4,3,4,11,key_development,31,0,0,0,31,0.0,0,ordinary
12633,2011-02-25 08:44:00,287,1,1012.82,3,3,5,11,ordinary,34,0,0,0,34,0.0,0,ordinary
12724,2011-09-19 12:36:00,81,1,542.8100000000001,4,3,4,11,key_development,27,0,0,0,27,0.0,0,ordinary
12830,2011-07-06 10:52:00,156,1,647.9200000000001,4,3,4,11,key_development,3,0,0,0,3,0.0,0,ordinary
13238,2011-11-16 16:26:00,23,1,277.88,5,3,3,11,potential,14,0,0,0,14,0.0,0,ordinary
13308,2011-11-17 09:31:00,22,1,285.88,5,3,3,11,potential,17,0,0,0,17,0.0,0,ordinary
13320,2011-09-22 18:07:00,78,1,567.55,4,3,4,11,key_development,36,0,0,0,35,0.0,0,ordinary
13372,2011-09-11 12:46:00,89,1,378.64,4,3,4,11,key_development,23,0,0,0,23,0.0,0,ordinary
13475,2011-05-06 12:21:00,217,1,371.96,4,3,4,11,key_development,24,0,0,0,24,0.0,0,ordinary
13476,2011-06-14 12:00:00,178,1,510.87,4,3,4,11,key_development,29,0,0,0,29,0.0,0,ordinary
13500,2011-11-03 17:48:00,36,1,342.4,5,3,3,11,potential,18,0,0,0,18,0.0,0,ordinary
13672,2011-02-11 13:53:00,301,2,357.79,3,5,3,11,ordinary,15,0,0,0,13,0.0,0,ordinary
13694,2011-04-01 09:19:00,252,1,888.1999999999999,3,3,5,11,ordinary,19,0,0,0,19,0.0,0,ordinary
13700,2011-11-13 13:00:00,26,1,308.1,5,3,3,11,potential,9,0,0,0,9,0.0,0,ordinary
13862,2011-09-28 09:15:00,72,1,308.4,5,3,3,11,potential,21,0,0,0,21,0.0,0,ordinary
14020,2011-11-23 09:22:00,16,1,311.66,5,3,3,11,potential,21,0,0,0,21,0.0,0,ordinary
14251,2011-11-22 14:10:00,17,1,346.14,5,3,3,11,potential,9,0,0,0,9,0.0,0,ordinary
14262,2011-09-16 14:55:00,84,1,524.3,4,3,4,11,key_development,27,0,0,0,27,0.0,0,ordinary
14448,2011-11-30 13:50:00,9,1,273.0,5,3,3,11,potential,2,0,0,0,2,0.0,0,ordinary
14451,2011-05-29 12:35:00,194,1,360.0,4,3,4,11,key_development,52,0,0,0,52,0.0,0,ordinary
14667,2010-12-06 13:13:00,368,1,1023.12,3,3,5,11,ordinary,48,0,0,0,24,0.0,0,ordinary
14764,2011-10-24 11:54:00,46,1,278.3,5,3,3,11,potential,6,0,0,0,6,0.0,0,ordinary
14916,2011-07-13 10:38:00,149,1,406.22999999999996,4,3,4,11,key_development,27,0,0,0,27,0.0,0,ordinary
14944,2011-06-06 15:06:00,186,1,507.70000000000005,4,3,4,11,key_development,22,0,0,0,22,0.0,0,ordinary
15100,2010-12-08 12:09:00,366,1,700.8,3,3,5,11,ordinary,2,0,0,0,1,0.0,0,ordinary
15189,2011-07-06 12:56:00,156,1,412.2,4,3,4,11,key_development,4,0,0,0,4,0.0,0,ordinary
15227,2011-11-03 11:58:00,36,1,312.58,5,3,3,11,potential,13,0,0,0,13,0.0,0,ordinary
15498,2011-09-16 10:02:00,84,1,373.9,4,3,4,11,key_development,20,0,0,0,20,0.0,0,ordinary
15507,2011-06-21 11:19:00,171,1,492.36,4,3,4,11,key_development,46,0,0,0,41,0.0,0,ordinary
15556,2011-11-15 16:08:00,24,1,279.77,5,3,3,11,potential,31,0,0,0,31,0.0,0,ordinary
15561,2011-07-13 11:20:00,149,2,183.92,4,5,2,11,ordinary,9,0,0,0,9,0.0,0,ordinary
15985,2011-04-17 11:04:00,236,1,899.58,3,3,5,11,ordinary,27,0,0,0,27,0.0,0,ordinary
16116,2011-05-12 12:01:00,211,1,612.78,4,3,4,11,key_development,34,0,0,0,34,0.0,0,ordinary
16119,2011-09-28 10:15:00,72,1,309.48,5,3,3,11,potential,11,0,0,0,11,0.0,0,ordinary
16134,2011-11-18 10:05:00,21,1,334.56,5,3,3,11,potential,19,0,0,0,19,0.0,0,ordinary
16186,2011-08-11 17:00:00,120,1,389.36,4,3,4,11,key_development,19,0,0,0,19,0.0,0,ordinary
16210,2010-12-16 14:29:00,358,1,1722.9,3,3,5,11,ordinary,6,0,0,0,6,0.0,0,ordinary
16306,2011-05-10 12:12:00,213,2,174.0,4,5,2,11,ordinary,7,0,0,0,5,0.0,0,ordinary
16394,2011-09-28 14:21:00,72,1,308.76,5,3,3,11,potential,11,0,0,0,11,0.0,0,ordinary
16525,2011-07-05 13:16:00,157,1,532.94,4,3,4,11,key_development,6,0,0,0,6,0.0,0,ordinary
16539,2010-12-01 15:40:00,373,1,884.6999999999999,3,3,5,11,ordinary,42,0,0,0,21,0.0,0,ordinary
16670,2011-10-13 13:43:00,57,1,341.78,5,3,3,11,potential,21,0,0,0,21,0.0,0,ordinary
16759,2011-11-09 09:07:00,30,1,310.9,5,3,3,11,potential,15,0,0,0,15,0.0,0,ordinary
16818,2011-05-18 11:42:00,205,1,554.42,4,3,4,11,key_development,35,0,0,0,35,0.0,0,ordinary
17041,2011-08-23 09:53:00,108,1,446.39,4,3,4,11,key_development,29,0,0,0,29,0.0,0,ordinary
17238,2011-11-11 12:17:00,28,1,345.99,5,3,3,11,potential,35,0,0,0,34,0.0,0,ordinary
17442,2011-11-03 09:17:00,36,1,326.87,5,3,3,11,potential,20,0,0,0,20,0.0,0,ordinary
17466,2011-09-22 09:16:00,78,1,460.41,4,3,4,11,key_development,23,0,0,0,23,0.0,0,ordinary
17655,2011-10-30 14:15:00,40,1,287.87,5,3,3,11,potential,14,0,0,0,14,0.0,0,ordinary
17730,2011-09-22 10:26:00,78,1,491.56,4,3,4,11,key_development,22,0,0,0,22,0.0,0,ordinary
17774,2011-07-17 12:32:00,145,1,394.88,4,3,4,11,key_development,60,0,0,0,55,0.0,0,ordinary
17809,2010-12-03 12:41:00,371,1,850.0,3,3,5,11,ordinary,2,0,0,0,1,0.0,0,ordinary
17811,2011-09-12 16:23:00,88,2,250.95000000000002,4,5,2,11,ordinary,19,0,0,0,18,0.0,0,ordinary
17863,2011-07-17 13:48:00,145,1,413.38,4,3,4,11,key_development,22,0,0,0,22,0.0,0,ordinary
17923,2011-03-02 15:15:00,282,2,309.5,3,5,3,11,ordinary,2,0,0,0,2,0.0,0,ordinary
18065,2011-09-14 11:36:00,86,2,221.4,4,5,2,11,ordinary,11,0,0,0,11,0.0,0,ordinary
18109,2011-09-28 12:34:00,72,1,311.37,5,3,3,11,potential,22,0,0,0,21,0.0,0,ordinary
18130,2011-11-24 14:40:00,15,1,289.62,5,3,3,11,potential,18,0,0,0,18,0.0,0,ordinary
18229,2011-09-30 11:55:00,70,1,313.8,5,3,3,11,potential,12,0,0,0,12,0.0,0,ordinary
12413,2011-01-06 16:12:00,337,1,479.25,3,3,4,10,ordinary,24,0,0,0,24,0.0,0,ordinary
12430,2011-10-27 15:09:00,43,1,256.4,5,3,2,10,potential,11,0,0,0,11,0.0,0,ordinary
12628,2011-11-06 14:26:00,33,1,237.57,5,3,2,10,potential,11,0,0,0,11,0.0,0,ordinary
12792,2011-03-28 11:36:00,256,1,400.53999999999996,3,3,4,10,ordinary,25,0,0,0,25,0.0,0,ordinary
12827,2011-10-26 15:44:00,44,1,217.75,5,3,2,10,potential,15,0,0,0,15,0.0,0,ordinary
12873,2011-03-02 14:58:00,282,1,374.0,3,3,4,10,ordinary,4,0,0,0,4,0.0,0,ordinary
13013,2011-10-06 10:48:00,64,1,216.81,5,3,2,10,potential,12,0,0,0,12,0.0,0,ordinary
13023,2011-08-02 09:34:00,129,1,336.40000000000003,4,3,3,10,potential,20,0,0,0,20,0.0,0,ordinary
13149,2011-02-23 13:57:00,289,1,376.74,3,3,4,10,ordinary,18,0,0,0,18,0.0,0,ordinary
13265,2011-06-09 09:28:00,183,1,340.78000000000003,4,3,3,10,potential,21,0,0,0,20,0.0,0,ordinary
13630,2011-12-04 15:16:00,5,1,231.99999999999997,5,3,2,10,potential,4,0,0,0,4,0.0,0,ordinary
13704,2011-12-04 15:13:00,5,1,164.68,5,3,2,10,potential,11,0,0,0,11,0.0,0,ordinary
13846,2010-12-14 16:07:00,360,1,411.4,3,3,4,10,ordinary,28,0,0,0,28,0.0,0,ordinary
13848,2011-09-08 12:58:00,92,1,320.0,4,3,3,10,potential,1,0,0,0,1,0.0,0,ordinary
13940,2011-11-22 15:15:00,17,1,222.84,5,3,2,10,potential,8,0,0,0,8,0.0,0,ordinary
13969,2011-08-04 16:31:00,127,1,301.93,4,3,3,10,potential,10,0,0,0,10,0.0,0,ordinary
