antecedent,consequent,support,confidence,lift,support_count
21865,21867,0.007743,0.875,79.1,7
22522,22521,0.007743,0.875,79.1,7
22753,22755,0.007743,0.875,79.1,7
21867,21865,0.007743,0.7,79.1,7
22521,22522,0.007743,0.7,79.1,7
22755,22753,0.007743,0.7,79.1,7
21500,21499,0.007743,1.0,75.333333,7
23172,23171,0.007743,1.0,75.333333,7
22085,22332,0.005531,1.0,75.333333,5
85049G,85049C,0.005531,1.0,75.333333,5
22302,22303,0.006637,0.75,75.333333,6
22303,22302,0.006637,0.666667,75.333333,6
20963,20961,0.004425,0.666667,75.333333,4
85040B,85040A,0.004425,0.666667,75.333333,4
22046,22045,0.004425,0.666667,75.333333,4
21818,21819,0.004425,0.666667,75.333333,4
23393,23395,0.004425,0.666667,75.333333,4
21499,21500,0.007743,0.583333,75.333333,7
23171,23172,0.007743,0.583333,75.333333,7
20961,20963,0.004425,0.5,75.333333,4
85040A,85040B,0.004425,0.5,75.333333,4
22045,22046,0.004425,0.5,75.333333,4
21819,21818,0.004425,0.5,75.333333,4
23395,23393,0.004425,0.5,75.333333,4
22332,22085,0.005531,0.416667,75.333333,5
85049C,85049G,0.005531,0.416667,75.333333,5
22736,22738,0.004425,0.571429,73.795918,4
22738,22736,0.004425,0.571429,73.795918,4
23172,23175,0.004425,0.571429,73.795918,4
23175,23172,0.004425,0.571429,73.795918,4
21990,21993,0.004425,0.571429,73.795918,4
21993,21990,0.004425,0.571429,73.795918,4
22523,22520,0.00885,0.888889,73.050505,8
22520,22523,0.00885,0.727273,73.050505,8
22525,22521,0.004425,0.8,72.32,4
23264,23263,0.004425,0.8,72.32,4
22521,22525,0.004425,0.4,72.32,4
23263,23264,0.004425,0.4,72.32,4
22522,22520,0.007743,0.875,71.909091,7
22520,22522,0.007743,0.636364,71.909091,7
22374,22375,0.005531,0.625,70.625,5
22375,22374,0.005531,0.625,70.625,5
23146,23147,0.005531,0.625,70.625,5
23147,23146,0.005531,0.625,70.625,5
23172,23170,0.006637,0.857143,70.441558,6
23170,23172,0.006637,0.545455,70.441558,6
22747,22746,0.012168,1.0,69.538462,11
22735,22739,0.004425,1.0,69.538462,4
23323,23322,0.004425,1.0,69.538462,4
22746,22747,0.012168,0.846154,69.538462,11
22739,22735,0.004425,0.307692,69.538462,4
23322,23323,0.004425,0.307692,69.538462,4
23005,22998,0.005531,0.833333,68.484848,5
22998,23005,0.005531,0.454545,68.484848,5
22176,22175,0.009956,0.9,67.8,9
22175,22176,0.009956,0.75,67.8,9
22021,85206A,0.006637,0.75,67.8,6
85206A,22021,0.006637,0.6,67.8,6
22745,22747,0.009956,0.818182,67.239669,9
22747,22745,0.009956,0.818182,67.239669,9
20674,20677,0.00885,0.888889,66.962963,8
20677,20674,0.00885,0.666667,66.962963,8
22085,21207,0.004425,0.8,65.745455,4
22525,22520,0.004425,0.8,65.745455,4
85049G,85049E,0.004425,0.8,65.745455,4
22994,22998,0.004425,0.8,65.745455,4
21207,22085,0.004425,0.363636,65.745455,4
22520,22525,0.004425,0.363636,65.745455,4
85049E,85049G,0.004425,0.363636,65.745455,4
22998,22994,0.004425,0.363636,65.745455,4
21123,21122,0.005531,1.0,64.571429,5
22736,22737,0.005531,0.714286,64.571429,5
22738,22737,0.005531,0.714286,64.571429,5
21224,21679,0.004425,0.571429,64.571429,4
22737,22736,0.005531,0.5,64.571429,5
22737,22738,0.005531,0.5,64.571429,5
21679,21224,0.004425,0.5,64.571429,4
21122,21123,0.005531,0.357143,64.571429,5
22421,22419,0.007743,0.777778,63.919192,7
22419,22421,0.007743,0.636364,63.919192,7
22745,22746,0.011062,0.909091,63.216783,10
22746,22745,0.011062,0.769231,63.216783,10
85049F,85049C,0.005531,0.833333,62.777778,5
22209,22208,0.005531,0.625,62.777778,5
22211,22208,0.005531,0.625,62.777778,5
22587,22566,0.005531,0.625,62.777778,5
22813,22812,0.005531,0.625,62.777778,5
22970,22971,0.005531,0.625,62.777778,5
23076,23077,0.005531,0.625,62.777778,5
22208,22209,0.005531,0.555556,62.777778,5
22208,22211,0.005531,0.555556,62.777778,5
22566,22587,0.005531,0.555556,62.777778,5
22812,22813,0.005531,0.555556,62.777778,5
22971,22970,0.005531,0.555556,62.777778,5
23077,23076,0.005531,0.555556,62.777778,5
85049C,85049F,0.005531,0.416667,62.777778,5
22755,22754,0.009956,0.9,62.584615,9
22754,22755,0.009956,0.692308,62.584615,9
23170,23171,0.009956,0.818182,61.636364,9
23171,23170,0.009956,0.75,61.636364,9
22753,22754,0.007743,0.875,60.846154,7
22754,22753,0.007743,0.538462,60.846154,7
22071,22070,0.004425,0.666667,60.266667,4
22186,22187,0.004425,0.666667,60.266667,4
22070,22071,0.004425,0.4,60.266667,4
22187,22186,0.004425,0.4,60.266667,4
22736,22739,0.006637,0.857143,59.604396,6
22739,22736,0.006637,0.461538,59.604396,6
22999,22998,0.005531,0.714286,58.701299,5
22998,22999,0.005531,0.454545,58.701299,5
23294,23295,0.007743,0.7,57.527273,7
23295,23294,0.007743,0.636364,57.527273,7
22713,22421,0.004425,0.571429,57.396825,4
22210,22208,0.004425,0.571429,57.396825,4
23382,23343,0.004425,0.571429,57.396825,4
22421,22713,0.004425,0.444444,57.396825,4
22208,22210,0.004425,0.444444,57.396825,4
23343,23382,0.004425,0.444444,57.396825,4
21988,21987,0.009956,0.818182,56.895105,9
21987,21988,0.009956,0.692308,56.895105,9
21679,22332,0.006637,0.75,56.5,6
21746,21749,0.005531,0.625,56.5,5
22841,22840,0.005531,0.625,56.5,5
84509A,84510A,0.005531,0.625,56.5,5
22332,21679,0.006637,0.5,56.5,6
21749,21746,0.005531,0.5,56.5,5
22840,22841,0.005531,0.5,56.5,5
84510A,84509A,0.005531,0.5,56.5,5
16235,21679,0.004425,0.5,56.5,4
21679,16235,0.004425,0.5,56.5,4
22565,22587,0.004425,0.5,56.5,4
22587,22565,0.004425,0.5,56.5,4
22737,22739,0.00885,0.8,55.630769,8
21241,21238,0.004425,0.8,55.630769,4
22085,21987,0.004425,0.8,55.630769,4
21244,20675,0.004425,0.8,55.630769,4
22081,22082,0.004425,0.8,55.630769,4
23369,22900,0.004425,0.8,55.630769,4
22739,22737,0.00885,0.615385,55.630769,8
21238,21241,0.004425,0.307692,55.630769,4
21987,22085,0.004425,0.307692,55.630769,4
20675,21244,0.004425,0.307692,55.630769,4
22082,22081,0.004425,0.307692,55.630769,4
22900,23369,0.004425,0.307692,55.630769,4
22816,22818,0.006637,0.666667,54.787879,6
23101,23100,0.006637,0.666667,54.787879,6
23000,22996,0.004425,0.666667,54.787879,4
23000,22998,0.004425,0.666667,54.787879,4
22818,22816,0.006637,0.545455,54.787879,6
23100,23101,0.006637,0.545455,54.787879,6
22996,23000,0.004425,0.363636,54.787879,4
22998,23000,0.004425,0.363636,54.787879,4
21124,21122,0.012168,0.846154,54.637363,11
21122,21124,0.012168,0.785714,54.637363,11
22745,22748,0.012168,1.0,53.176471,11
22748,22745,0.012168,0.647059,53.176471,11
84032A,84032B,0.009956,0.818182,52.831169,9
84032B,84032A,0.009956,0.642857,52.831169,9
21241,21240,0.004425,0.8,51.657143,4
37447,37450,0.004425,0.571429,51.657143,4
21224,22437,0.004425,0.571429,51.657143,4
23504,23503,0.004425,0.571429,51.657143,4
37450,37447,0.004425,0.4,51.657143,4
22437,21224,0.004425,0.4,51.657143,4
23503,23504,0.004425,0.4,51.657143,4
21240,21241,0.004425,0.285714,51.657143,4
22635,22634,0.009956,0.9,50.85,9
22634,22635,0.009956,0.5625,50.85,9
22579,22578,0.012168,1.0,50.222222,11
22593,22595,0.007743,1.0,50.222222,7
22664,22380,0.004425,1.0,50.222222,4
21328,21327,0.011062,0.833333,50.222222,10
21327,21328,0.011062,0.666667,50.222222,10
22772,22771,0.006637,0.666667,50.222222,6
22046,22716,0.004425,0.666667,50.222222,4
23163,23171,0.004425,0.666667,50.222222,4
22578,22579,0.012168,0.611111,50.222222,11
22771,22772,0.006637,0.5,50.222222,6
22565,22566,0.004425,0.5,50.222222,4
22535,22536,0.004425,0.5,50.222222,4
22566,22565,0.004425,0.444444,50.222222,4
22536,22535,0.004425,0.444444,50.222222,4
22595,22593,0.007743,0.388889,50.222222,7
22716,22046,0.004425,0.333333,50.222222,4
23171,23163,0.004425,0.333333,50.222222,4
22380,22664,0.004425,0.222222,50.222222,4
22583,22582,0.005531,0.714286,49.67033,5
22582,22583,0.005531,0.384615,49.67033,5
22142,22144,0.009956,0.818182,49.309091,9
22144,22142,0.009956,0.6,49.309091,9
21668,21671,0.006637,0.6,49.309091,6
23296,23295,0.006637,0.6,49.309091,6
21671,21668,0.006637,0.545455,49.309091,6
23295,23296,0.006637,0.545455,49.309091,6
22747,22748,0.011062,0.909091,48.342246,10
22748,22747,0.011062,0.588235,48.342246,10
23296,23293,0.009956,0.9,47.858824,9
23293,23296,0.009956,0.529412,47.858824,9
21431,21429,0.004425,1.0,47.578947,4
21429,21431,0.004425,0.210526,47.578947,4
22712,22028,0.005531,0.625,47.083333,5
23173,23171,0.005531,0.625,47.083333,5
22028,22712,0.005531,0.416667,47.083333,5
23171,23173,0.005531,0.416667,47.083333,5
22593,22579,0.004425,0.571429,46.961039,4
22579,22593,0.004425,0.363636,46.961039,4
20674,20675,0.006637,0.666667,46.358974,6
23505,22900,0.004425,0.666667,46.358974,4
20675,20674,0.006637,0.461538,46.358974,6
22900,23505,0.004425,0.307692,46.358974,4
21504,21544,0.005531,0.555556,45.656566,5
23318,23319,0.005531,0.555556,45.656566,5
21544,21504,0.005531,0.454545,45.656566,5
23319,23318,0.005531,0.454545,45.656566,5
37450,37448,0.006637,0.6,45.2,6
37448,37450,0.006637,0.5,45.2,6
72802C,72802A,0.004425,0.5,45.2,4
22431,22433,0.004425,0.5,45.2,4
22494,21260,0.004425,0.5,45.2,4
22422,21832,0.004425,0.5,45.2,4
72802A,72802C,0.004425,0.4,45.2,4
22433,22431,0.004425,0.4,45.2,4
21260,22494,0.004425,0.4,45.2,4
21832,22422,0.004425,0.4,45.2,4
22746,22748,0.012168,0.846154,44.995475,11
22748,22746,0.012168,0.647059,44.995475,11
22531,22534,0.006637,0.545455,44.826446,6
22534,22531,0.006637,0.545455,44.826446,6
21239,21240,0.009956,0.692308,44.703297,9
22809,22810,0.009956,0.692308,44.703297,9
21240,21239,0.009956,0.642857,44.703297,9
22810,22809,0.009956,0.642857,44.703297,9
22169,22170,0.004425,0.444444,44.641975,4
22170,22169,0.004425,0.444444,44.641975,4
23238,23240,0.004425,0.444444,44.641975,4
23240,23238,0.004425,0.444444,44.641975,4
21716,21715,0.007743,0.636364,44.251748,7
22564,22563,0.007743,0.636364,44.251748,7
21715,21716,0.007743,0.538462,44.251748,7
22563,22564,0.007743,0.538462,44.251748,7
22272,22271,0.007743,0.875,43.944444,7
22271,22272,0.007743,0.388889,43.944444,7
21902,21899,0.012168,0.916667,43.614035,11
21902,21900,0.012168,0.916667,43.614035,11
21902,21901,0.012168,0.916667,43.614035,11
21899,21902,0.012168,0.578947,43.614035,11
21900,21902,0.012168,0.578947,43.614035,11
21901,21902,0.012168,0.578947,43.614035,11
23322,23321,0.011062,0.769231,43.461538,10
23321,23322,0.011062,0.625,43.461538,10
22089,22087,0.006637,0.666667,43.047619,6
37447,37448,0.004425,0.571429,43.047619,4
21361,21363,0.004425,0.571429,43.047619,4
85049D,85049C,0.004425,0.571429,43.047619,4
23175,23171,0.004425,0.571429,43.047619,4
22087,22089,0.006637,0.428571,43.047619,6
37448,37447,0.004425,0.333333,43.047619,4
21363,21361,0.004425,0.333333,43.047619,4
85049C,85049D,0.004425,0.333333,43.047619,4
23171,23175,0.004425,0.333333,43.047619,4
22582,22584,0.00885,0.615385,42.792899,8
22584,22582,0.00885,0.615385,42.792899,8
23294,23293,0.00885,0.8,42.541176,8
21123,21121,0.004425,0.8,42.541176,4
23293,23294,0.00885,0.470588,42.541176,8
21121,21123,0.004425,0.235294,42.541176,4
84596G,84596F,0.006637,0.75,42.375,6
22372,22371,0.006637,0.75,42.375,6
84596F,84596G,0.006637,0.375,42.375,6
22371,22372,0.006637,0.375,42.375,6
21668,21672,0.007743,0.7,42.186667,7
21672,21668,0.007743,0.466667,42.186667,7
22772,21673,0.005531,0.555556,41.851852,5
21673,22772,0.005531,0.416667,41.851852,5
21933,21932,0.009956,0.692308,41.723077,9
21932,21933,0.009956,0.6,41.723077,9
21671,21670,0.007743,0.636364,41.090909,7
22059,37448,0.006637,0.545455,41.090909,6
21670,21671,0.007743,0.5,41.090909,7
37448,22059,0.006637,0.5,41.090909,6
22131,22195,0.005531,0.5,41.090909,5
37450,22059,0.005531,0.5,41.090909,5
84596G,22174,0.004425,0.5,41.090909,4
22712,21078,0.004425,0.5,41.090909,4
22594,22579,0.004425,0.5,41.090909,4
23173,23170,0.004425,0.5,41.090909,4
22195,22131,0.005531,0.454545,41.090909,5
22059,37450,0.005531,0.454545,41.090909,5
22174,84596G,0.004425,0.363636,41.090909,4
21078,22712,0.004425,0.363636,41.090909,4
22579,22594,0.004425,0.363636,41.090909,4
23170,23173,0.004425,0.363636,41.090909,4
84596F,84596B,0.014381,0.8125,40.805556,13
84596B,84596F,0.014381,0.722222,40.805556,13
20677,20675,0.007743,0.583333,40.564103,7
20675,20677,0.007743,0.538462,40.564103,7
22376,22371,0.005531,0.714286,40.357143,5
22371,22376,0.005531,0.3125,40.357143,5
21987,21989,0.012168,0.846154,40.259109,11
21989,21987,0.012168,0.578947,40.259109,11
22035,21507,0.004425,0.8,40.177778,4
21531,21535,0.011062,0.666667,40.177778,10
21535,21531,0.011062,0.666667,40.177778,10
20978,20979,0.004425,0.666667,40.177778,4
22942,22941,0.004425,0.666667,40.177778,4
23318,23294,0.004425,0.444444,40.177778,4
23318,23296,0.004425,0.444444,40.177778,4
23294,23318,0.004425,0.4,40.177778,4
23296,23318,0.004425,0.4,40.177778,4
20979,20978,0.004425,0.266667,40.177778,4
22941,22942,0.004425,0.266667,40.177778,4
21507,22035,0.004425,0.222222,40.177778,4
20967,20969,0.006637,0.75,39.882353,6
20969,20967,0.006637,0.352941,39.882353,6
22563,22562,0.00885,0.615385,39.736264,8
22562,22563,0.00885,0.571429,39.736264,8
85174,22207,0.004425,0.571429,39.736264,4
21718,21715,0.004425,0.571429,39.736264,4
22738,22739,0.004425,0.571429,39.736264,4
23535,23356,0.004425,0.571429,39.736264,4
22207,85174,0.004425,0.307692,39.736264,4
21715,21718,0.004425,0.307692,39.736264,4
22739,22738,0.004425,0.307692,39.736264,4
23356,23535,0.004425,0.307692,39.736264,4
21561,21559,0.006637,0.857143,38.742857,6
21559,21561,0.006637,0.3,38.742857,6
22089,21124,0.005531,0.555556,38.632479,5
21124,22089,0.005531,0.384615,38.632479,5
84839,21164,0.004425,0.8,38.063158,4
22085,21989,0.004425,0.8,38.063158,4
22430,22427,0.004425,0.8,38.063158,4
21164,84839,0.004425,0.210526,38.063158,4
21989,22085,0.004425,0.210526,38.063158,4
22427,22430,0.004425,0.210526,38.063158,4
21242,21238,0.006637,0.545455,37.93007,6
21238,21242,0.006637,0.461538,37.93007,6
20716,20717,0.006637,0.75,37.666667,6
22594,22595,0.006637,0.75,37.666667,6
23343,23344,0.006637,0.666667,37.666667,6
23332,23321,0.004425,0.666667,37.666667,4
23505,23344,0.004425,0.666667,37.666667,4
22331,22333,0.005531,0.5,37.666667,5
21668,21673,0.005531,0.5,37.666667,5
22045,22716,0.004425,0.5,37.666667,4
22711,22716,0.004425,0.5,37.666667,4
22333,22331,0.005531,0.416667,37.666667,5
21673,21668,0.005531,0.416667,37.666667,5
23344,23343,0.006637,0.375,37.666667,6
20717,20716,0.006637,0.333333,37.666667,6
22595,22594,0.006637,0.333333,37.666667,6
22716,22045,0.004425,0.333333,37.666667,4
22716,22711,0.004425,0.333333,37.666667,4
23321,23332,0.004425,0.25,37.666667,4
23344,23505,0.004425,0.25,37.666667,4
21899,21900,0.016593,0.789474,37.562327,15
21900,21899,0.016593,0.789474,37.562327,15
21900,21901,0.016593,0.789474,37.562327,15
21901,21900,0.016593,0.789474,37.562327,15
22579,22577,0.009956,0.818182,36.981818,9
22577,22579,0.009956,0.45,36.981818,9
22530,22534,0.004425,0.444444,36.525253,4
22573,22694,0.004425,0.444444,36.525253,4
22534,22530,0.004425,0.363636,36.525253,4
22694,22573,0.004425,0.363636,36.525253,4
47590A,47590B,0.00885,0.8,36.16,8
22725,22728,0.00885,0.8,36.16,8
22025,22029,0.004425,0.8,36.16,4
47589,47590B,0.004425,0.8,36.16,4
21246,20676,0.004425,0.8,36.16,4
47590B,47590A,0.00885,0.4,36.16,8
22728,22725,0.00885,0.4,36.16,8
21866,21867,0.004425,0.4,36.16,4
21867,21866,0.004425,0.4,36.16,4
22029,22025,0.004425,0.2,36.16,4
47590B,47589,0.004425,0.2,36.16,4
20676,21246,0.004425,0.2,36.16,4
22593,22578,0.005531,0.714286,35.873016,5
22578,22593,0.005531,0.277778,35.873016,5
22698,22699,0.013274,0.75,35.684211,12
20981,20983,0.006637,0.75,35.684211,6
22699,22698,0.013274,0.631579,35.684211,12
20983,20981,0.006637,0.315789,35.684211,6
23200,23199,0.00885,0.666667,35.45098,8
23199,23200,0.00885,0.470588,35.45098,8
22374,22371,0.005531,0.625,35.3125,5
22371,22374,0.005531,0.3125,35.3125,5
22564,22562,0.006637,0.545455,35.220779,6
22562,22564,0.006637,0.428571,35.220779,6
22578,22577,0.015487,0.777778,35.155556,14
20674,20676,0.007743,0.777778,35.155556,7
22577,22578,0.015487,0.7,35.155556,14
21668,21669,0.007743,0.7,35.155556,7
21934,21935,0.007743,0.583333,35.155556,7
21673,21672,0.007743,0.583333,35.155556,7
22141,22144,0.007743,0.583333,35.155556,7
21935,21934,0.007743,0.466667,35.155556,7
21672,21673,0.007743,0.466667,35.155556,7
22144,22141,0.007743,0.466667,35.155556,7
21669,21668,0.007743,0.388889,35.155556,7
20676,20674,0.007743,0.35,35.155556,7
21899,21901,0.015487,0.736842,35.058172,14
21901,21899,0.015487,0.736842,35.058172,14
22749,22750,0.015487,0.736842,35.058172,14
22750,22749,0.015487,0.736842,35.058172,14
20982,20983,0.012168,0.733333,34.891228,11
20983,20982,0.012168,0.578947,34.891228,11
22332,21987,0.006637,0.5,34.769231,6
21328,21329,0.006637,0.5,34.769231,6
21679,21987,0.004425,0.5,34.769231,4
23196,23198,0.004425,0.5,34.769231,4
21987,22332,0.006637,0.461538,34.769231,6
21329,21328,0.006637,0.461538,34.769231,6
21987,21679,0.004425,0.307692,34.769231,4
23198,23196,0.004425,0.307692,34.769231,4
23300,23301,0.016593,0.882353,34.680307,15
23301,23300,0.016593,0.652174,34.680307,15
21988,21989,0.00885,0.727273,34.602871,8
21989,21988,0.00885,0.421053,34.602871,8
22846,22847,0.004425,0.571429,34.438095,4
22847,22846,0.004425,0.266667,34.438095,4
22142,22141,0.005531,0.454545,34.242424,5
21671,21673,0.005531,0.454545,34.242424,5
22141,22142,0.005531,0.416667,34.242424,5
21673,21671,0.005531,0.416667,34.242424,5
22698,22697,0.013274,0.75,33.9,12
22697,22698,0.013274,0.6,33.9,12
22192,22193,0.009956,0.6,33.9,9
22193,22192,0.009956,0.5625,33.9,9
15056P,20679,0.007743,0.636364,33.839572,7
23295,23293,0.007743,0.636364,33.839572,7
20679,15056P,0.007743,0.411765,33.839572,7
23293,23295,0.007743,0.411765,33.839572,7
23302,23301,0.006637,0.857143,33.689441,6
