customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name
16730,2011-10-18 14:11:00,52,2,449.19,5,5,4,14,high_value
18172,2011-11-09 10:27:00,30,2,382.32,5,5,4,14,high_value
14825,2011-11-24 10:07:00,15,2,361.49,5,5,4,14,high_value
17511,2011-02-01 10:38:00,311,4,14582.68,3,5,5,13,ordinary
14646,2010-12-21 15:05:00,353,3,9613.97,3,5,5,13,ordinary
12744,2011-10-19 11:18:00,51,1,6068.0599999999995,5,3,5,13,key_development
14096,2011-09-26 15:28:00,74,1,3671.44,5,3,5,13,key_development
12709,2011-03-01 12:09:00,283,3,2889.23,3,5,5,13,ordinary
13027,2011-04-20 09:48:00,233,2,2688.0,3,5,5,13,ordinary
12358,2010-11-29 10:56:00,375,2,2450.91,3,5,5,13,ordinary
13089,2011-04-17 11:18:00,236,5,2436.72,3,5,5,13,ordinary
15113,2011-10-16 15:27:00,54,1,2242.69,5,3,5,13,key_development
16873,2011-12-05 12:05:00,4,1,1854.83,5,3,5,13,key_development
13093,2011-03-09 12:14:00,275,2,1807.48,3,5,5,13,ordinary
17354,2011-10-20 10:34:00,50,1,1393.06,5,3,5,13,key_development
15179,2011-04-20 09:03:00,233,2,1340.57,3,5,5,13,ordinary
17450,2011-11-14 08:41:00,25,1,1314.94,5,3,5,13,key_development
12359,2011-01-12 12:43:00,331,2,1308.19,3,5,5,13,ordinary
15615,2011-02-14 15:35:00,298,2,1217.32,3,5,5,13,ordinary
17850,2010-12-02 15:24:00,372,3,1216.94,3,5,5,13,ordinary
17611,2011-03-13 15:25:00,271,3,1114.25,3,5,5,13,ordinary
12583,2011-02-10 15:38:00,302,2,1035.56,3,5,5,13,ordinary
13408,2011-03-23 12:39:00,261,2,964.0,3,5,5,13,ordinary
15694,2010-12-02 07:49:00,372,2,919.75,3,5,5,13,ordinary
13340,2011-10-25 13:14:00,45,1,909.26,5,3,5,13,key_development
15738,2011-04-26 12:47:00,227,3,874.37,3,5,5,13,ordinary
15478,2011-10-14 11:09:00,56,1,826.83,5,3,5,13,key_development
13629,2011-11-09 09:52:00,30,1,821.0,5,3,5,13,key_development
14305,2011-09-29 15:29:00,71,1,810.51,5,3,5,13,key_development
16934,2011-10-16 12:25:00,54,1,809.98,5,3,5,13,key_development
16353,2011-03-14 12:17:00,270,3,785.82,3,5,5,13,ordinary
18168,2010-12-02 18:08:00,372,2,784.22,3,5,5,13,ordinary
16161,2011-09-13 12:37:00,87,3,669.8,4,5,4,13,high_value
16558,2011-05-31 10:45:00,192,2,628.52,4,5,4,13,high_value
13854,2011-05-18 15:23:00,205,2,602.68,4,5,4,13,high_value
14507,2011-05-08 14:18:00,215,2,575.82,4,5,4,13,high_value
14180,2011-05-18 10:56:00,205,3,556.52,4,5,4,13,high_value
14040,2011-06-09 13:51:00,183,2,522.5799999999999,4,5,4,13,high_value
12955,2011-06-24 10:26:00,168,2,500.56,4,5,4,13,high_value
12931,2011-08-04 18:07:00,127,2,416.0,4,5,4,13,high_value
14735,2011-07-29 11:25:00,133,2,380.4,4,5,4,13,high_value
17690,2011-11-04 13:04:00,35,2,344.1,5,5,3,13,ordinary
13267,2011-12-07 11:12:00,2,2,335.20000000000005,5,5,3,13,ordinary
16607,2011-10-12 11:32:00,58,3,297.9,5,5,3,13,ordinary
14156,2010-10-18 12:04:00,417,3,9747.63,2,5,5,12,sleeping
15769,2011-08-24 12:51:00,107,1,2597.0,4,3,5,12,key_development
14134,2010-10-28 14:50:00,407,3,2425.01,2,5,5,12,sleeping
15032,2010-08-10 12:42:00,486,2,2165.4,2,5,5,12,sleeping
15640,2010-09-03 10:48:00,462,2,1951.04,2,5,5,12,sleeping
14887,2011-09-21 15:32:00,79,1,1862.0,4,3,5,12,key_development
12681,2010-11-02 17:24:00,402,3,1497.84,2,5,5,12,sleeping
16779,2010-09-28 12:26:00,437,2,1456.75,2,5,5,12,sleeping
15061,2010-07-14 12:38:00,513,2,1335.28,2,5,5,12,sleeping
12381,2011-08-12 09:57:00,119,1,1268.74,4,3,5,12,key_development
17381,2011-07-11 12:15:00,151,1,1236.48,4,3,5,12,key_development
14060,2010-09-23 10:09:00,442,2,1194.79,2,5,5,12,sleeping
16843,2011-07-28 14:03:00,134,1,1024.44,4,3,5,12,key_development
12739,2011-09-01 17:45:00,99,1,975.54,4,3,5,12,key_development
17735,2011-08-04 10:23:00,127,1,954.0,4,3,5,12,key_development
17346,2010-08-31 15:28:00,465,2,925.91,2,5,5,12,sleeping
12388,2011-07-14 13:28:00,148,1,902.09,4,3,5,12,key_development
12567,2011-09-04 14:22:00,96,1,891.8199999999999,4,3,5,12,key_development
17353,2011-08-02 17:19:00,129,1,870.0,4,3,5,12,key_development
15653,2011-09-08 10:49:00,92,1,829.4399999999999,4,3,5,12,key_development
13375,2011-09-12 10:19:00,88,1,778.65,4,3,5,12,key_development
13319,2011-05-16 09:57:00,207,1,732.9200000000001,4,3,5,12,key_development
12840,2011-05-09 14:10:00,214,1,723.9,4,3,5,12,key_development
16497,2011-05-20 13:56:00,203,1,718.64,4,3,5,12,key_development
17861,2010-07-15 18:07:00,512,2,716.16,2,5,5,12,sleeping
13941,2011-06-21 09:44:00,171,1,712.3,4,3,5,12,key_development
16684,2011-07-24 13:12:00,138,1,711.84,4,3,5,12,key_development
17101,2011-10-19 12:30:00,51,1,669.1500000000001,5,3,4,12,key_development
16923,2011-10-02 10:55:00,68,1,658.11,5,3,4,12,key_development
13810,2011-10-14 12:57:00,56,1,653.5,5,3,4,12,key_development
18016,2011-09-26 14:06:00,74,1,624.55,5,3,4,12,key_development
14971,2011-10-27 13:33:00,43,1,616.36,5,3,4,12,key_development
14739,2011-10-05 09:55:00,65,1,609.78,5,3,4,12,key_development
14606,2011-03-07 13:33:00,277,3,606.46,3,5,4,12,ordinary
18272,2011-10-25 11:52:00,45,1,604.25,5,3,4,12,key_development
15654,2011-11-13 15:15:00,26,1,595.02,5,3,4,12,key_development
13001,2011-12-05 14:51:00,4,1,591.01,5,3,4,12,key_development
16103,2011-04-27 09:21:00,226,2,580.95,3,5,4,12,ordinary
12598,2011-11-20 12:34:00,19,1,576.29,5,3,4,12,key_development
14688,2011-12-02 12:24:00,7,1,567.37,5,3,4,12,key_development
17377,2010-11-26 11:47:00,378,2,546.58,3,5,4,12,ordinary
16079,2011-10-30 13:06:00,40,1,508.22,5,3,4,12,key_development
14547,2011-11-20 14:24:00,19,1,507.68,5,3,4,12,key_development
14031,2011-12-02 17:13:00,7,1,507.12,5,3,4,12,key_development
13577,2011-11-14 15:19:00,25,1,493.8,5,3,4,12,key_development
17621,2011-11-18 17:11:00,21,1,478.12,5,3,4,12,key_development
16191,2011-11-16 15:14:00,23,1,462.28,5,3,4,12,key_development
16574,2011-09-29 13:39:00,71,1,451.44,5,3,4,12,key_development
14638,2011-10-20 10:10:00,50,1,443.6,5,3,4,12,key_development
13416,2011-10-27 08:56:00,43,1,437.5,5,3,4,12,key_development
13521,2011-12-04 14:55:00,5,1,436.82,5,3,4,12,key_development
14893,2011-11-30 12:31:00,9,1,428.73,5,3,4,12,key_development
13588,2011-10-21 10:32:00,49,1,425.38,5,3,4,12,key_development
15116,2011-10-13 12:17:00,57,1,411.78000000000003,5,3,4,12,key_development
16059,2011-09-29 11:35:00,71,1,403.26,5,3,4,12,key_development
12783,2011-12-07 15:56:00,2,1,400.58,5,3,4,12,key_development
13352,2011-10-10 13:55:00,60,1,397.97999999999996,5,3,4,12,key_development
17434,2011-11-30 15:58:00,9,1,371.56,5,3,4,12,key_development
15443,2011-09-27 11:58:00,73,1,369.54,5,3,4,12,key_development
16667,2011-10-02 15:26:00,68,1,366.78,5,3,4,12,key_development
14426,2011-11-16 08:25:00,23,1,361.8,5,3,4,12,key_development
14211,2011-09-04 10:51:00,96,2,358.83,4,5,3,12,ordinary
16794,2011-08-23 13:51:00,108,2,350.44,4,5,3,12,ordinary
14215,2011-06-06 10:04:00,186,2,336.21000000000004,4,5,3,12,ordinary
17800,2011-10-21 13:24:00,49,2,258.76,5,5,2,12,ordinary
12971,2011-11-14 13:32:00,25,3,255.96,5,5,2,12,ordinary
12755,2010-12-09 10:44:00,365,1,7588.799999999999,3,3,5,11,ordinary
16754,2010-05-28 07:51:00,560,2,3199.92,1,5,5,11,sleeping
14298,2010-12-14 12:59:00,360,1,2594.7599999999998,3,3,5,11,ordinary
12429,2010-12-09 12:05:00,365,1,2563.0,3,3,5,11,ordinary
14680,2010-04-29 12:37:00,589,2,2164.9,1,5,5,11,sleeping
16210,2010-12-16 14:29:00,358,1,1722.9,3,3,5,11,ordinary
12455,2011-02-16 09:56:00,296,1,1683.9,3,3,5,11,ordinary
14307,2010-12-01 11:41:00,373,1,1566.22,3,3,5,11,ordinary
13209,2010-03-28 11:20:00,621,2,1547.5800000000002,1,5,5,11,sleeping
17406,2011-01-10 14:57:00,333,1,1248.32,3,3,5,11,ordinary
14667,2010-12-06 13:13:00,368,1,1023.12,3,3,5,11,ordinary
12633,2011-02-25 08:44:00,287,1,1012.82,3,3,5,11,ordinary
15985,2011-04-17 11:04:00,236,1,899.58,3,3,5,11,ordinary
13694,2011-04-01 09:19:00,252,1,888.1999999999999,3,3,5,11,ordinary
16539,2010-12-01 15:40:00,373,1,884.6999999999999,3,3,5,11,ordinary
17809,2010-12-03 12:41:00,371,1,850.0,3,3,5,11,ordinary
14573,2010-12-02 19:59:00,371,1,826.2,3,3,5,11,ordinary
15321,2010-05-25 09:54:00,563,2,823.13,1,5,5,11,sleeping
17448,2010-04-21 13:22:00,597,2,708.3,1,5,5,11,sleeping
15100,2010-12-08 12:09:00,366,1,700.8,3,3,5,11,ordinary
12510,2011-01-18 14:04:00,325,1,681.05,3,3,5,11,ordinary
12830,2011-07-06 10:52:00,156,1,647.9200000000001,4,3,4,11,key_development
12615,2011-06-24 13:35:00,168,1,634.74,4,3,4,11,key_development
16116,2011-05-12 12:01:00,211,1,612.78,4,3,4,11,key_development
13450,2010-07-15 14:08:00,512,2,605.9399999999999,2,5,4,11,sleeping
12347,2011-08-02 08:48:00,129,1,584.9100000000001,4,3,4,11,key_development
13320,2011-09-22 18:07:00,78,1,567.55,4,3,4,11,key_development
16818,2011-05-18 11:42:00,205,1,554.42,4,3,4,11,key_development
12724,2011-09-19 12:36:00,81,1,542.8100000000001,4,3,4,11,key_development
15805,2010-08-10 09:53:00,486,2,537.85,2,5,4,11,sleeping
16525,2011-07-05 13:16:00,157,1,532.94,4,3,4,11,key_development
14262,2011-09-16 14:55:00,84,1,524.3,4,3,4,11,key_development
13476,2011-06-14 12:00:00,178,1,510.87,4,3,4,11,key_development
14944,2011-06-06 15:06:00,186,1,507.70000000000005,4,3,4,11,key_development
15507,2011-06-21 11:19:00,171,1,492.36,4,3,4,11,key_development
17730,2011-09-22 10:26:00,78,1,491.56,4,3,4,11,key_development
12490,2011-06-20 14:58:00,172,1,484.06,4,3,4,11,key_development
17466,2011-09-22 09:16:00,78,1,460.41,4,3,4,11,key_development
17041,2011-08-23 09:53:00,108,1,446.39,4,3,4,11,key_development
17863,2011-07-17 13:48:00,145,1,413.38,4,3,4,11,key_development
15189,2011-07-06 12:56:00,156,1,412.2,4,3,4,11,key_development
14916,2011-07-13 10:38:00,149,1,406.22999999999996,4,3,4,11,key_development
12553,2011-08-21 14:42:00,110,1,400.21999999999997,4,3,4,11,key_development
17774,2011-07-17 12:32:00,145,1,394.88,4,3,4,11,key_development
16549,2010-09-10 17:19:00,455,2,392.43,2,5,4,11,sleeping
16186,2011-08-11 17:00:00,120,1,389.36,4,3,4,11,key_development
13372,2011-09-11 12:46:00,89,1,378.64,4,3,4,11,key_development
15498,2011-09-16 10:02:00,84,1,373.9,4,3,4,11,key_development
13475,2011-05-06 12:21:00,217,1,371.96,4,3,4,11,key_development
14451,2011-05-29 12:35:00,194,1,360.0,4,3,4,11,key_development
13672,2011-02-11 13:53:00,301,2,357.79,3,5,3,11,ordinary
14251,2011-11-22 14:10:00,17,1,346.14,5,3,3,11,potential
17238,2011-11-11 12:17:00,28,1,345.99,5,3,3,11,potential
12584,2011-10-30 13:13:00,40,1,343.0,5,3,3,11,potential
13500,2011-11-03 17:48:00,36,1,342.4,5,3,3,11,potential
16670,2011-10-13 13:43:00,57,1,341.78,5,3,3,11,potential
16134,2011-11-18 10:05:00,21,1,334.56,5,3,3,11,potential
17442,2011-11-03 09:17:00,36,1,326.87,5,3,3,11,potential
15580,2010-11-28 11:00:00,376,2,317.32,3,5,3,11,ordinary
15579,2011-01-30 12:09:00,313,2,313.8,3,5,3,11,ordinary
18229,2011-09-30 11:55:00,70,1,313.8,5,3,3,11,potential
15227,2011-11-03 11:58:00,36,1,312.58,5,3,3,11,potential
14020,2011-11-23 09:22:00,16,1,311.66,5,3,3,11,potential
18109,2011-09-28 12:34:00,72,1,311.37,5,3,3,11,potential
16759,2011-11-09 09:07:00,30,1,310.9,5,3,3,11,potential
17923,2011-03-02 15:15:00,282,2,309.5,3,5,3,11,ordinary
16119,2011-09-28 10:15:00,72,1,309.48,5,3,3,11,potential
16394,2011-09-28 14:21:00,72,1,308.76,5,3,3,11,potential
13862,2011-09-28 09:15:00,72,1,308.4,5,3,3,11,potential
13700,2011-11-13 13:00:00,26,1,308.1,5,3,3,11,potential
18130,2011-11-24 14:40:00,15,1,289.62,5,3,3,11,potential
17655,2011-10-30 14:15:00,40,1,287.87,5,3,3,11,potential
13308,2011-11-17 09:31:00,22,1,285.88,5,3,3,11,potential
15556,2011-11-15 16:08:00,24,1,279.77,5,3,3,11,potential
14764,2011-10-24 11:54:00,46,1,278.3,5,3,3,11,potential
13238,2011-11-16 16:26:00,23,1,277.88,5,3,3,11,potential
14448,2011-11-30 13:50:00,9,1,273.0,5,3,3,11,potential
17811,2011-09-12 16:23:00,88,2,250.95000000000002,4,5,2,11,ordinary
18065,2011-09-14 11:36:00,86,2,221.4,4,5,2,11,ordinary
15561,2011-07-13 11:20:00,149,2,183.92,4,5,2,11,ordinary
16306,2011-05-10 12:12:00,213,2,174.0,4,5,2,11,ordinary
13881,2010-10-13 11:39:00,422,1,2485.48,2,3,5,10,sleeping
17084,2010-11-08 14:20:00,396,1,2253.22,2,3,5,10,sleeping
15481,2010-11-03 14:52:00,401,1,1993.34,2,3,5,10,sleeping
15980,2010-08-06 12:33:00,490,1,1496.6399999999999,2,3,5,10,sleeping
16253,2010-06-16 12:01:00,541,1,1253.86,2,3,5,10,sleeping
13680,2010-07-29 14:00:00,498,1,1166.46,2,3,5,10,sleeping
15202,2010-10-15 12:39:00,420,1,1108.44,2,3,5,10,sleeping
17044,2010-08-25 11:40:00,471,1,1092.72,2,3,5,10,sleeping
16012,2010-06-28 11:39:00,529,1,975.33,2,3,5,10,sleeping
12425,2010-09-17 14:10:00,448,1,964.21,2,3,5,10,sleeping
16912,2010-09-16 12:20:00,449,1,848.79,2,3,5,10,sleeping
17694,2010-07-16 10:22:00,511,1,801.98,2,3,5,10,sleeping
14493,2010-06-21 13:18:00,536,1,765.6,2,3,5,10,sleeping
14309,2010-10-22 13:18:00,413,1,764.04,2,3,5,10,sleeping
16279,2010-07-15 12:09:00,512,1,752.84,2,3,5,10,sleeping
13707,2010-06-21 11:57:00,536,1,720.5,2,3,5,10,sleeping
12592,2010-07-08 14:18:00,519,1,715.02,2,3,5,10,sleeping
14952,2010-09-23 17:13:00,442,1,690.0,2,3,5,10,sleeping
14729,2010-12-01 12:43:00,373,1,626.98,3,3,4,10,ordinary
14057,2011-02-18 11:27:00,294,1,623.78,3,3,4,10,ordinary
13824,2010-05-28 08:29:00,560,2,591.3,1,5,4,10,sleeping
15394,2010-12-16 12:46:00,358,1,587.66,3,3,4,10,ordinary
16745,2011-03-10 12:16:00,274,1,541.1,3,3,4,10,ordinary
14854,2011-04-26 12:29:00,227,1,535.97,3,3,4,10,ordinary
15448,2011-01-31 10:42:00,312,1,494.64,3,3,4,10,ordinary
14672,2011-04-19 10:19:00,234,1,480.27,3,3,4,10,ordinary
12413,2011-01-06 16:12:00,337,1,479.25,3,3,4,10,ordinary
16701,2010-12-13 11:51:00,361,1,476.76,3,3,4,10,ordinary
17421,2010-11-18 16:57:00,386,1,464.75,3,3,4,10,ordinary
15641,2011-03-02 13:03:00,282,1,453.79,3,3,4,10,ordinary
17975,2011-01-04 13:50:00,339,1,431.88000000000005,3,3,4,10,ordinary
17135,2010-12-03 09:31:00,371,1,431.15999999999997,3,3,4,10,ordinary
14640,2011-04-26 12:31:00,227,1,413.45000000000005,3,3,4,10,ordinary
13846,2010-12-14 16:07:00,360,1,411.4,3,3,4,10,ordinary
13996,2010-11-18 16:27:00,386,1,403.38,3,3,4,10,ordinary
12792,2011-03-28 11:36:00,256,1,400.53999999999996,3,3,4,10,ordinary
16146,2011-04-21 15:25:00,232,1,385.69,3,3,4,10,ordinary
15527,2010-03-29 11:49:00,620,2,385.65,1,5,4,10,sleeping
13149,2011-02-23 13:57:00,289,1,376.74,3,3,4,10,ordinary
12873,2011-03-02 14:58:00,282,1,374.0,3,3,4,10,ordinary
17306,2011-03-08 16:31:00,276,1,367.20000000000005,3,3,4,10,ordinary
18144,2011-03-15 16:29:00,269,1,363.4,3,3,4,10,ordinary
18119,2010-12-07 11:59:00,367,1,362.24,3,3,4,10,ordinary
17722,2011-06-03 12:39:00,189,1,357.3,4,3,3,10,potential
14356,2011-09-21 09:18:00,79,1,356.2,4,3,3,10,potential
17858,2010-06-10 16:58:00,547,2,350.47,2,5,3,10,sleeping
16609,2011-07-12 10:02:00,150,1,347.29,4,3,3,10,potential
14733,2011-05-19 14:56:00,204,1,347.26,4,3,3,10,potential
17932,2011-06-19 10:39:00,173,1,345.5,4,3,3,10,potential
16618,2011-05-13 10:35:00,210,1,341.52,4,3,3,10,potential
13265,2011-06-09 09:28:00,183,1,340.78000000000003,4,3,3,10,potential
13023,2011-08-02 09:34:00,129,1,336.40000000000003,4,3,3,10,potential
16966,2011-06-22 15:06:00,170,1,332.16,4,3,3,10,potential
16153,2011-08-16 09:34:00,115,1,323.44,4,3,3,10,potential
18097,2011-08-05 10:32:00,126,1,320.3,4,3,3,10,potential
13848,2011-09-08 12:58:00,92,1,320.0,4,3,3,10,potential
14755,2011-08-19 12:49:00,112,1,315.5,4,3,3,10,potential
15194,2011-05-06 16:17:00,217,1,313.3,4,3,3,10,potential
16214,2011-06-22 11:30:00,170,1,313.08000000000004,4,3,3,10,potential
18136,2011-05-12 11:59:00,211,1,311.86,4,3,3,10,potential
16333,2011-05-31 13:39:00,192,1,310.8,4,3,3,10,potential
16945,2011-06-28 08:38:00,164,1,310.0,4,3,3,10,potential
16841,2011-06-07 14:38:00,185,1,306.68,4,3,3,10,potential
15129,2011-08-25 10:45:00,106,1,306.0,4,3,3,10,potential
17490,2011-06-16 09:15:00,176,1,305.2,4,3,3,10,potential
13969,2011-08-04 16:31:00,127,1,301.93,4,3,3,10,potential
15608,2011-08-11 09:56:00,120,1,285.68,4,3,3,10,potential
18142,2011-05-08 12:31:00,215,1,282.48,4,3,3,10,potential
14997,2011-09-12 13:34:00,88,1,278.4,4,3,3,10,potential
14133,2011-08-02 11:33:00,129,1,267.71999999999997,4,3,3,10,potential
16657,2011-11-16 12:18:00,23,1,258.24,5,3,2,10,potential
12430,2011-10-27 15:09:00,43,1,256.4,5,3,2,10,potential
15429,2011-09-25 13:42:00,75,1,243.06,5,3,2,10,potential
17088,2011-11-11 14:23:00,28,1,239.28,5,3,2,10,potential
12628,2011-11-06 14:26:00,33,1,237.57,5,3,2,10,potential
15621,2011-12-05 13:40:00,4,1,235.57,5,3,2,10,potential
13630,2011-12-04 15:16:00,5,1,231.99999999999997,5,3,2,10,potential
15058,2011-11-14 14:39:00,25,1,231.8,5,3,2,10,potential
13940,2011-11-22 15:15:00,17,1,222.84,5,3,2,10,potential
16895,2011-10-06 12:15:00,64,1,219.14,5,3,2,10,potential
15993,2011-12-01 10:44:00,8,1,218.94,5,3,2,10,potential
17236,2011-11-27 12:00:00,12,1,218.4,5,3,2,10,potential
12827,2011-10-26 15:44:00,44,1,217.75,5,3,2,10,potential
13013,2011-10-06 10:48:00,64,1,216.81,5,3,2,10,potential
14419,2011-11-29 11:22:00,10,1,216.75,5,3,2,10,potential
17530,2011-12-08 18:42:00,1,1,215.81,5,3,2,10,potential
16243,2011-10-16 12:09:00,54,1,214.95,5,3,2,10,potential
14527,2011-02-28 13:25:00,284,2,204.05,3,5,2,10,ordinary
15971,2011-11-22 12:50:00,17,1,204.0,5,3,2,10,potential
14178,2011-10-04 12:39:00,66,1,198.74,5,3,2,10,potential
14666,2011-11-15 12:57:00,24,1,195.25,5,3,2,10,potential
17293,2011-12-01 14:37:00,8,1,194.13,5,3,2,10,potential
17913,2011-10-12 10:45:00,58,1,193.54999999999998,5,3,2,10,potential
15206,2011-11-29 13:41:00,10,1,183.6,5,3,2,10,potential
16442,2011-12-08 11:43:00,1,1,179.76,5,3,2,10,potential
18274,2011-11-09 17:03:00,30,1,175.92,5,3,2,10,potential
18221,2011-10-06 17:51:00,64,1,171.8,5,3,2,10,potential
13704,2011-12-04 15:13:00,5,1,164.68,5,3,2,10,potential
17668,2011-11-01 14:45:00,38,1,161.85,5,3,2,10,potential
14089,2011-10-14 10:38:00,56,1,161.0,5,3,2,10,potential
14028,2010-06-07 12:09:00,550,1,3610.5,1,3,5,9,sleeping
15251,2010-02-17 12:03:00,660,1,3157.06,1,3,5,9,sleeping
15413,2010-01-17 11:33:00,691,1,1568.87,1,3,5,9,sleeping
17706,2010-01-19 12:13:00,689,1,1537.31,1,3,5,9,sleeping
14439,2010-01-25 09:48:00,683,1,1432.02,1,3,5,9,sleeping
15812,2010-06-03 08:49:00,554,1,1352.24,1,3,5,9,sleeping
12377,2010-04-29 15:34:00,589,1,1210.96,1,3,5,9,sleeping
16276,2010-04-11 12:02:00,607,1,1057.3600000000001,1,3,5,9,sleeping
13953,2010-05-20 09:39:00,568,1,1000.0,1,3,5,9,sleeping
12843,2010-06-08 14:22:00,549,1,965.04,1,3,5,9,sleeping
15808,2009-12-01 16:30:00,738,1,896.5400000000001,1,3,5,9,sleeping
12482,2010-04-21 10:33:00,597,1,874.84,1,3,5,9,sleeping
17553,2010-04-08 09:44:00,610,1,816.0,1,3,5,9,sleeping
16556,2010-05-05 14:52:00,583,1,804.76,1,3,5,9,sleeping
12727,2010-02-23 09:54:00,654,1,759.32,1,3,5,9,sleeping
13373,2009-12-06 12:34:00,733,1,748.42,1,3,5,9,sleeping
17920,2010-06-06 15:22:00,551,1,741.52,1,3,5,9,sleeping
15673,2010-02-22 14:28:00,655,1,737.5600000000001,1,3,5,9,sleeping
13192,2010-01-22 08:37:00,686,1,724.92,1,3,5,9,sleeping
16860,2010-06-21 15:51:00,536,1,662.2,2,3,4,9,sleeping
14257,2010-09-28 13:20:00,437,1,620.8100000000001,2,3,4,9,sleeping
12647,2010-09-05 11:58:00,460,1,619.14,2,3,4,9,sleeping
18084,2010-11-16 08:09:00,388,1,616.25,2,3,4,9,sleeping
14800,2010-10-24 10:41:00,411,1,586.58,2,3,4,9,sleeping
18075,2010-10-13 10:46:00,422,1,579.39,2,3,4,9,sleeping
17862,2010-11-11 17:55:00,393,1,577.39,2,3,4,9,sleeping
14922,2010-07-20 09:45:00,507,1,540.29,2,3,4,9,sleeping
13797,2010-09-29 10:34:00,436,1,512.58,2,3,4,9,sleeping
15389,2010-11-04 19:23:00,399,1,500.0,2,3,4,9,sleeping
16110,2010-07-05 13:04:00,522,1,481.79,2,3,4,9,sleeping
17673,2010-08-03 11:32:00,493,1,474.31,2,3,4,9,sleeping
18083,2010-11-07 11:44:00,397,1,470.72999999999996,2,3,4,9,sleeping
12933,2010-11-04 10:13:00,400,1,469.55,2,3,4,9,sleeping
13201,2010-07-08 10:31:00,519,1,467.13,2,3,4,9,sleeping
