customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name
371606,2015-07-19 19:31:54.774,61,38,42.0,3,5,5,13,ordinary
836635,2015-07-04 18:03:45.689,76,29,30.0,3,5,5,13,ordinary
974226,2015-07-17 02:16:19.013,64,11,23.0,3,5,5,13,ordinary
519839,2015-07-12 02:51:42.534,68,17,20.0,3,5,5,13,ordinary
548772,2015-06-26 15:13:07.093,84,17,19.0,3,5,5,13,ordinary
952246,2015-07-14 20:51:58.170,66,17,18.0,3,5,5,13,ordinary
765630,2015-06-25 02:40:29.050,86,11,17.0,3,5,5,13,ordinary
1075423,2015-06-27 23:43:30.599,83,12,14.0,3,5,5,13,ordinary
248679,2015-07-02 21:21:25.631,78,12,12.0,3,5,5,13,ordinary
996879,2015-07-01 22:53:44.452,79,10,12.0,3,5,5,13,ordinary
48820,2015-07-23 02:20:16.808,58,4,11.0,4,4,5,13,high_value
863219,2015-07-14 19:45:12.773,66,11,11.0,3,5,5,13,ordinary
1108631,2015-08-13 16:56:58.122,36,9,9.0,4,5,4,13,high_value
686012,2015-08-16 15:53:32.259,33,9,9.0,4,5,4,13,high_value
896347,2015-08-24 13:51:33.804,25,6,9.0,5,4,4,13,high_value
316850,2015-08-24 16:38:35.429,25,7,7.0,5,4,4,13,high_value
686854,2015-08-27 22:56:51.241,22,4,7.0,5,4,4,13,high_value
1336835,2015-09-14 19:43:04.109,4,4,6.0,5,4,4,13,high_value
1352044,2015-08-28 23:15:39.412,21,5,6.0,5,4,4,13,high_value
1365706,2015-08-24 18:39:47.794,25,4,5.0,5,4,4,13,high_value
42552,2015-09-07 04:08:50.345,11,3,5.0,5,4,4,13,high_value
76757,2015-06-24 00:08:25.775,87,68,77.0,2,5,5,12,sleeping
1161163,2015-06-18 18:05:07.000,92,49,51.0,2,5,5,12,sleeping
350566,2015-06-02 01:29:27.481,109,41,46.0,2,5,5,12,sleeping
163561,2015-06-03 16:27:19.131,107,29,31.0,2,5,5,12,sleeping
286616,2015-06-06 19:46:50.602,104,26,29.0,2,5,5,12,sleeping
438441,2015-06-04 23:48:19.004,106,17,24.0,2,5,5,12,sleeping
1143383,2015-06-14 19:51:08.953,96,22,23.0,2,5,5,12,sleeping
1093035,2015-06-10 21:44:52.154,100,20,22.0,2,5,5,12,sleeping
371604,2015-06-18 00:31:00.003,93,19,19.0,2,5,5,12,sleeping
404403,2015-06-01 19:34:43.751,109,13,16.0,2,5,5,12,sleeping
892355,2015-06-15 18:13:02.335,95,15,15.0,2,5,5,12,sleeping
1065255,2015-06-17 16:17:01.389,93,14,14.0,2,5,5,12,sleeping
57905,2015-06-03 17:53:27.678,107,13,13.0,2,5,5,12,sleeping
841939,2015-06-09 23:52:57.641,101,12,13.0,2,5,5,12,sleeping
748040,2015-06-13 00:03:10.869,98,10,11.0,2,5,5,12,sleeping
1134975,2015-07-28 00:45:40.868,53,8,8.0,4,4,4,12,high_value
964794,2015-08-09 23:28:38.144,40,7,8.0,4,4,4,12,high_value
101175,2015-08-17 19:00:16.861,32,4,7.0,4,4,4,12,high_value
1076366,2015-07-26 07:38:46.727,54,4,7.0,4,4,4,12,high_value
1197343,2015-08-13 19:37:26.012,36,3,7.0,4,4,4,12,high_value
174972,2015-07-27 09:19:21.293,53,6,7.0,4,4,4,12,high_value
729150,2015-09-16 21:26:24.073,2,2,7.0,5,3,4,12,key_development
904351,2015-08-19 16:05:02.360,30,6,7.0,4,4,4,12,high_value
1403769,2015-08-10 23:09:43.993,39,6,6.0,4,4,4,12,high_value
175801,2015-07-24 21:18:25.840,56,5,6.0,4,4,4,12,high_value
1178073,2015-08-08 20:36:16.129,41,4,5.0,4,4,4,12,high_value
1376763,2015-07-23 01:56:58.559,58,4,5.0,4,4,4,12,high_value
177211,2015-09-01 05:01:43.575,17,2,5.0,5,3,4,12,key_development
416496,2015-07-21 18:06:31.353,59,5,5.0,4,4,4,12,high_value
1363612,2015-09-10 15:25:32.514,8,3,4.0,5,4,3,12,ordinary
198153,2015-09-03 22:56:50.110,15,4,4.0,5,4,3,12,ordinary
971454,2015-09-16 23:47:14.467,2,3,4.0,5,4,3,12,ordinary
1122870,2015-09-11 19:00:14.951,7,3,3.0,5,4,3,12,ordinary
1210136,2015-08-31 21:21:52.559,18,3,3.0,5,4,3,12,ordinary
1313381,2015-09-01 22:23:34.081,17,3,3.0,5,4,3,12,ordinary
643768,2015-09-04 21:52:53.871,14,3,3.0,5,4,3,12,ordinary
724618,2015-09-11 18:59:09.136,7,3,3.0,5,4,3,12,ordinary
53842,2015-05-21 01:31:18.453,121,27,29.0,1,5,5,11,sleeping
809822,2015-05-27 00:53:42.827,115,27,28.0,1,5,5,11,sleeping
750601,2015-05-26 23:16:25.584,115,17,19.0,1,5,5,11,sleeping
389532,2015-05-21 17:40:49.855,120,12,16.0,1,5,5,11,sleeping
1167457,2015-06-20 14:37:42.180,90,8,15.0,2,4,5,11,sleeping
227091,2015-05-22 19:27:10.015,119,15,15.0,1,5,5,11,sleeping
1035814,2015-05-13 22:55:50.103,128,11,12.0,1,5,5,11,sleeping
1212999,2015-06-08 17:25:06.396,102,3,11.0,2,4,5,11,sleeping
1190855,2015-06-15 06:57:56.630,95,3,10.0,2,4,5,11,sleeping
222046,2015-07-03 17:04:13.694,77,7,9.0,3,4,4,11,ordinary
1255456,2015-07-07 01:13:51.985,74,7,8.0,3,4,4,11,ordinary
582933,2015-07-20 23:00:31.082,60,8,8.0,3,4,4,11,ordinary
1015139,2015-07-09 17:43:00.858,71,6,6.0,3,4,4,11,ordinary
254328,2015-07-16 05:32:43.916,64,3,6.0,3,4,4,11,ordinary
85734,2015-07-14 18:08:15.402,66,6,6.0,3,4,4,11,ordinary
346597,2015-07-01 18:58:17.963,79,3,5.0,3,4,4,11,ordinary
457547,2015-07-10 13:29:22.913,70,3,5.0,3,4,4,11,ordinary
547506,2015-07-07 20:01:14.342,73,4,5.0,3,4,4,11,ordinary
475172,2015-08-31 14:45:38.705,18,2,4.0,5,3,3,11,potential
615132,2015-08-08 01:08:59.044,42,3,3.0,4,4,3,11,ordinary
761482,2015-05-14 18:05:25.116,127,3,28.0,1,4,5,10,sleeping
213145,2015-06-08 21:12:00.980,102,7,8.0,2,4,4,10,sleeping
824842,2015-06-11 18:50:01.962,99,6,8.0,2,4,4,10,sleeping
1179005,2015-07-27 04:12:25.970,53,1,7.0,4,2,4,10,key_development
503857,2015-06-04 22:00:51.534,106,7,7.0,2,4,4,10,sleeping
1341202,2015-06-05 22:52:25.271,105,5,6.0,2,4,4,10,sleeping
723092,2015-06-02 21:39:50.513,108,3,6.0,2,4,4,10,sleeping
1124964,2015-07-09 21:42:22.983,71,2,5.0,3,3,4,10,ordinary
1336520,2015-06-22 18:12:49.861,88,5,5.0,2,4,4,10,sleeping
673572,2015-06-02 19:13:03.650,108,5,5.0,2,4,4,10,sleeping
150651,2015-07-30 00:48:53.707,51,2,3.0,4,3,3,10,potential
152693,2015-08-19 23:35:50.142,30,2,3.0,4,3,3,10,potential
429035,2015-08-12 21:45:16.964,37,2,3.0,4,3,3,10,potential
475479,2015-07-22 22:13:34.534,58,2,3.0,4,3,3,10,potential
972071,2015-07-30 04:03:18.812,50,2,3.0,4,3,3,10,potential
1188952,2015-08-26 17:39:38.172,23,2,2.0,5,3,2,10,potential
1378697,2015-09-07 19:50:45.494,11,2,2.0,5,3,2,10,potential
541474,2015-08-27 16:36:59.237,22,2,2.0,5,3,2,10,potential
737053,2015-09-13 15:07:44.715,5,2,2.0,5,3,2,10,potential
748562,2015-09-17 15:17:41.050,1,2,2.0,5,3,2,10,potential
794751,2015-08-25 16:37:04.235,24,2,2.0,5,3,2,10,potential
824082,2015-09-13 16:52:49.342,5,2,2.0,5,3,2,10,potential
829289,2015-05-26 21:32:22.696,115,8,9.0,1,4,4,9,sleeping
1116948,2015-05-13 21:59:43.816,128,7,7.0,1,4,4,9,sleeping
1352334,2015-05-17 21:19:09.509,124,4,7.0,1,4,4,9,sleeping
379932,2015-05-05 23:20:50.498,136,6,7.0,1,4,4,9,sleeping
710338,2015-05-07 20:53:24.312,134,6,6.0,1,4,4,9,sleeping
819547,2015-05-27 15:03:32.372,114,4,6.0,1,4,4,9,sleeping
935325,2015-05-07 15:39:59.036,134,5,6.0,1,4,4,9,sleeping
115257,2015-08-07 07:28:05.795,42,1,4.0,4,2,3,9,potential
1169689,2015-08-07 19:05:16.611,42,1,4.0,4,2,3,9,potential
1254379,2015-08-05 22:28:32.405,44,1,4.0,4,2,3,9,potential
345276,2015-06-17 23:32:03.926,93,4,4.0,2,4,3,9,sleeping
536804,2015-07-07 16:19:03.490,73,2,4.0,3,3,3,9,ordinary
6958,2015-07-10 01:18:58.320,71,2,4.0,3,3,3,9,ordinary
820159,2015-06-01 21:31:56.927,109,3,4.0,2,4,3,9,sleeping
1169956,2015-07-05 22:50:23.019,75,2,3.0,3,3,3,9,ordinary
1248805,2015-07-07 01:30:40.918,74,2,3.0,3,3,3,9,ordinary
1350190,2015-07-19 20:12:07.205,61,2,3.0,3,3,3,9,ordinary
1367426,2015-08-11 22:44:46.650,38,1,3.0,4,2,3,9,potential
331925,2015-08-18 16:22:21.023,31,1,3.0,4,2,3,9,potential
565903,2015-07-25 18:39:52.236,55,1,3.0,4,2,3,9,potential
805204,2015-07-10 16:52:44.937,70,2,3.0,3,3,3,9,ordinary
837377,2015-07-26 04:39:07.455,54,1,3.0,4,2,3,9,potential
1129614,2015-09-11 20:40:08.626,7,1,2.0,5,2,2,9,potential
1187986,2015-08-22 20:16:30.487,27,1,2.0,5,2,2,9,potential
1220372,2015-07-26 02:54:12.624,54,2,2.0,4,3,2,9,potential
1243262,2015-08-07 01:19:55.949,43,2,2.0,4,3,2,9,potential
227781,2015-09-11 05:47:54.911,7,1,2.0,5,2,2,9,potential
262357,2015-08-15 01:29:50.231,35,2,2.0,4,3,2,9,potential
485689,2015-07-28 15:49:49.376,52,2,2.0,4,3,2,9,potential
546086,2015-08-26 00:38:53.500,24,1,2.0,5,2,2,9,potential
566009,2015-07-27 23:52:29.396,53,2,2.0,4,3,2,9,potential
693709,2015-08-13 17:35:03.947,36,2,2.0,4,3,2,9,potential
75424,2015-08-20 15:58:33.701,29,1,2.0,5,2,2,9,potential
760430,2015-09-05 20:17:26.172,13,1,2.0,5,2,2,9,potential
895969,2015-07-22 20:07:54.261,58,2,2.0,4,3,2,9,potential
109357,2015-05-29 23:56:29.791,112,2,9.0,1,3,4,8,sleeping
233979,2015-06-17 19:13:47.370,93,1,7.0,2,2,4,8,churn_risk
379058,2015-06-14 20:05:50.165,96,1,6.0,2,2,4,8,churn_risk
822310,2015-06-11 20:35:46.209,99,1,6.0,2,2,4,8,churn_risk
269127,2015-05-22 21:26:56.317,119,2,5.0,1,3,4,8,sleeping
1358147,2015-05-24 01:11:41.357,118,4,4.0,1,4,3,8,sleeping
591869,2015-05-31 22:29:28.852,110,4,4.0,1,4,3,8,sleeping
1005558,2015-05-15 19:28:54.109,126,3,3.0,1,4,3,8,sleeping
1161968,2015-05-09 16:02:28.916,132,3,3.0,1,4,3,8,sleeping
1185234,2015-05-15 23:06:20.829,126,3,3.0,1,4,3,8,sleeping
21712,2015-06-27 21:36:01.288,83,1,3.0,3,2,3,8,ordinary
528074,2015-06-16 14:22:43.210,94,2,3.0,2,3,3,8,sleeping
542702,2015-05-15 22:46:58.391,126,3,3.0,1,4,3,8,sleeping
547852,2015-05-27 23:13:31.510,114,3,3.0,1,4,3,8,sleeping
55389,2015-05-19 01:54:02.572,123,3,3.0,1,4,3,8,sleeping
915126,2015-05-25 20:03:18.437,116,3,3.0,1,4,3,8,sleeping
927838,2015-05-26 15:29:22.310,115,3,3.0,1,4,3,8,sleeping
103637,2015-07-20 04:36:05.010,60,2,2.0,3,3,2,8,ordinary
1101747,2015-07-30 02:53:18.170,50,1,2.0,4,2,2,8,potential
1357083,2015-06-26 18:19:48.110,84,2,2.0,3,3,2,8,ordinary
166590,2015-07-07 23:37:52.461,73,2,2.0,3,3,2,8,ordinary
244468,2015-07-19 23:18:35.930,61,2,2.0,3,3,2,8,ordinary
407882,2015-07-17 12:51:28.162,63,2,2.0,3,3,2,8,ordinary
672218,2015-07-23 23:13:26.136,57,1,2.0,4,2,2,8,potential
771571,2015-06-27 06:47:18.851,83,2,2.0,3,3,2,8,ordinary
1000306,2015-08-28 18:42:07.114,21,1,1.0,5,2,1,8,potential
1003939,2015-08-24 16:28:05.528,25,1,1.0,5,2,1,8,potential
1076479,2015-09-03 05:31:53.628,15,1,1.0,5,2,1,8,potential
1340078,2015-08-30 12:43:31.194,19,1,1.0,5,2,1,8,potential
1353280,2015-08-27 18:00:12.138,22,1,1.0,5,2,1,8,potential
191637,2015-08-24 15:45:26.332,25,1,1.0,5,2,1,8,potential
218828,2015-08-27 20:09:22.368,22,1,1.0,5,2,1,8,potential
244756,2015-08-23 02:20:54.592,27,1,1.0,5,2,1,8,potential
283553,2015-09-06 09:02:06.661,12,1,1.0,5,2,1,8,potential
339526,2015-08-26 03:38:13.332,23,1,1.0,5,2,1,8,potential
427504,2015-09-02 05:00:24.342,16,1,1.0,5,2,1,8,potential
509017,2015-09-01 17:53:51.839,17,1,1.0,5,2,1,8,potential
565978,2015-08-31 21:20:47.924,18,1,1.0,5,2,1,8,potential
658626,2015-09-05 13:51:46.527,13,1,1.0,5,2,1,8,potential
896066,2015-09-11 16:30:39.539,7,1,1.0,5,2,1,8,potential
478054,2015-05-27 21:53:42.235,114,1,5.0,1,2,4,7,churn_risk
763257,2015-05-28 03:42:17.418,113,1,5.0,1,2,4,7,churn_risk
1235292,2015-06-01 18:40:18.951,109,1,4.0,2,2,3,7,churn_risk
1254716,2015-06-03 01:24:40.187,108,1,3.0,2,2,3,7,churn_risk
22990,2015-05-31 22:17:22.500,110,2,3.0,1,3,3,7,sleeping
529925,2015-06-17 16:57:51.826,93,1,3.0,2,2,3,7,churn_risk
1103914,2015-07-18 19:11:57.333,62,1,2.0,3,2,2,7,ordinary
1287670,2015-06-17 02:38:00.602,94,2,2.0,2,3,2,7,sleeping
1301173,2015-07-14 00:21:28.545,67,1,2.0,3,2,2,7,ordinary
1356496,2015-06-23 17:02:11.235,87,2,2.0,2,3,2,7,sleeping
168685,2015-06-03 02:39:18.897,108,2,2.0,2,3,2,7,sleeping
358516,2015-06-08 17:17:05.298,102,2,2.0,2,3,2,7,sleeping
524146,2015-07-04 06:47:36.359,76,1,2.0,3,2,2,7,ordinary
530033,2015-06-05 02:47:31.996,105,2,2.0,2,3,2,7,sleeping
531661,2015-06-07 22:40:24.966,103,2,2.0,2,3,2,7,sleeping
947389,2015-07-01 05:26:30.163,79,1,2.0,3,2,2,7,ordinary
960004,2015-06-06 23:16:38.049,104,2,2.0,2,3,2,7,sleeping
1008739,2015-07-29 20:42:12.092,51,1,1.0,4,2,1,7,potential
1104027,2015-07-24 18:00:48.552,56,1,1.0,4,2,1,7,potential
1170165,2015-07-30 03:12:04.213,50,1,1.0,4,2,1,7,potential
1229029,2015-08-19 23:10:28.490,30,1,1.0,4,2,1,7,potential
12356,2015-07-30 04:36:35.775,50,1,1.0,4,2,1,7,potential
1243048,2015-08-15 03:47:00.248,34,1,1.0,4,2,1,7,potential
1369328,2015-08-09 03:44:56.337,40,1,1.0,4,2,1,7,potential
234593,2015-08-09 11:34:50.085,40,1,1.0,4,2,1,7,potential
331366,2015-07-24 15:41:28.168,56,1,1.0,4,2,1,7,potential
341900,2015-07-22 23:53:33.747,58,1,1.0,4,2,1,7,potential
361041,2015-08-19 15:15:48.102,30,1,1.0,4,2,1,7,potential
481437,2015-07-23 01:52:27.608,58,1,1.0,4,2,1,7,potential
572806,2015-07-31 18:04:48.108,49,1,1.0,4,2,1,7,potential
894153,2015-07-23 19:16:36.710,57,1,1.0,4,2,1,7,potential
98071,2015-05-29 14:02:52.719,112,1,4.0,1,2,3,6,churn_risk
480744,2015-05-26 02:56:35.842,115,1,3.0,1,2,3,6,churn_risk
754218,2015-05-15 06:39:17.849,126,1,3.0,1,2,3,6,churn_risk
1010711,2015-06-21 21:19:45.443,89,1,2.0,2,2,2,6,churn_risk
1317721,2015-06-04 16:44:58.968,106,1,2.0,2,2,2,6,churn_risk
285368,2015-06-20 01:14:35.870,91,1,2.0,2,2,2,6,churn_risk
460601,2015-06-13 00:18:32.526,98,1,2.0,2,2,2,6,churn_risk
527815,2015-05-10 22:37:21.691,131,2,2.0,1,3,2,6,sleeping
664763,2015-06-17 05:16:46.766,93,1,2.0,2,2,2,6,churn_risk
6699,2015-05-08 02:58:51.976,133,2,2.0,1,3,2,6,sleeping
746939,2015-06-05 20:21:12.333,105,1,2.0,2,2,2,6,churn_risk
855728,2015-05-09 02:53:15.288,132,2,2.0,1,3,2,6,sleeping
937463,2015-05-19 19:58:02.190,122,2,2.0,1,3,2,6,sleeping
953371,2015-05-21 15:22:39.685,120,2,2.0,1,3,2,6,sleeping
983395,2015-06-04 02:54:29.656,106,1,2.0,2,2,2,6,churn_risk
1071308,2015-06-26 04:54:18.767,84,1,1.0,3,2,1,6,ordinary
1176826,2015-07-10 17:35:05.012,70,1,1.0,3,2,1,6,ordinary
1260481,2015-07-16 17:34:21.113,64,1,1.0,3,2,1,6,ordinary
1262190,2015-07-13 10:40:56.757,67,1,1.0,3,2,1,6,ordinary
1330764,2015-06-28 22:41:46.929,82,1,1.0,3,2,1,6,ordinary
1369915,2015-07-19 19:39:28.464,61,1,1.0,3,2,1,6,ordinary
241145,2015-07-18 22:45:55.824,62,1,1.0,3,2,1,6,ordinary
264190,2015-07-19 17:31:30.313,61,1,1.0,3,2,1,6,ordinary
340753,2015-07-01 16:43:31.446,79,1,1.0,3,2,1,6,ordinary
433583,2015-06-26 17:10:59.002,84,1,1.0,3,2,1,6,ordinary
496313,2015-07-20 23:40:54.040,60,1,1.0,3,2,1,6,ordinary
539043,2015-07-12 18:09:43.385,68,1,1.0,3,2,1,6,ordinary
719153,2015-07-07 05:02:40.098,73,1,1.0,3,2,1,6,ordinary
770983,2015-07-03 05:41:17.076,77,1,1.0,3,2,1,6,ordinary
776534,2015-07-01 14:22:32.354,79,1,1.0,3,2,1,6,ordinary
791750,2015-07-14 15:56:57.139,66,1,1.0,3,2,1,6,ordinary
805200,2015-07-06 03:57:18.887,74,1,1.0,3,2,1,6,ordinary
813971,2015-07-17 23:33:15.443,63,1,1.0,3,2,1,6,ordinary
825321,2015-06-24 17:13:06.340,86,1,1.0,3,2,1,6,ordinary
835779,2015-07-08 04:52:21.880,72,1,1.0,3,2,1,6,ordinary
861638,2015-06-29 03:01:52.295,81,1,1.0,3,2,1,6,ordinary
929807,2015-07-03 01:48:58.791,78,1,1.0,3,2,1,6,ordinary
962131,2015-07-19 00:05:33.294,62,1,1.0,3,2,1,6,ordinary
969827,2015-06-26 01:57:21.314,85,1,1.0,3,2,1,6,ordinary
985837,2015-07-07 19:34:54.823,73,1,1.0,3,2,1,6,ordinary
469410,2015-05-27 18:36:36.505,114,1,2.0,1,2,2,5,churn_risk
1140886,2015-06-19 23:56:39.438,91,1,1.0,2,2,1,5,churn_risk
1142436,2015-06-17 03:57:10.074,93,1,1.0,2,2,1,5,churn_risk
1216079,2015-06-06 03:57:24.815,104,1,1.0,2,2,1,5,churn_risk
1381830,2015-06-08 11:40:12.658,102,1,1.0,2,2,1,5,churn_risk
1385029,2015-06-22 04:47:51.485,88,1,1.0,2,2,1,5,churn_risk
1398811,2015-06-06 02:03:03.373,105,1,1.0,2,2,1,5,churn_risk
343137,2015-06-11 00:38:45.722,100,1,1.0,2,2,1,5,churn_risk
434418,2015-06-04 17:34:06.631,106,1,1.0,2,2,1,5,churn_risk
45018,2015-06-11 13:07:18.881,99,1,1.0,2,2,1,5,churn_risk
460599,2015-06-10 19:38:57.447,100,1,1.0,2,2,1,5,churn_risk
46535,2015-06-16 16:24:50.628,94,1,1.0,2,2,1,5,churn_risk
491323,2015-06-21 03:36:49.558,89,1,1.0,2,2,1,5,churn_risk
516261,2015-06-15 20:24:56.970,95,1,1.0,2,2,1,5,churn_risk
792741,2015-06-10 17:09:05.523,100,1,1.0,2,2,1,5,churn_risk
917036,2015-06-07 02:57:52.661,103,1,1.0,2,2,1,5,churn_risk
1018974,2015-05-07 17:27:06.707,134,1,1.0,1,2,1,4,churn_risk
1048533,2015-05-21 15:23:13.237,120,1,1.0,1,2,1,4,churn_risk
104974,2015-05-20 04:29:45.229,121,1,1.0,1,2,1,4,churn_risk
1271652,2015-05-05 16:46:32.698,136,1,1.0,1,2,1,4,churn_risk
1288024,2015-05-25 21:05:58.351,116,1,1.0,1,2,1,4,churn_risk
1311615,2015-05-17 04:11:14.861,124,1,1.0,1,2,1,4,churn_risk
229157,2015-05-29 20:04:47.859,112,1,1.0,1,2,1,4,churn_risk
259928,2015-05-12 00:16:52.436,130,1,1.0,1,2,1,4,churn_risk
279406,2015-05-24 22:57:35.332,117,1,1.0,1,2,1,4,churn_risk
321381,2015-05-28 18:00:54.042,113,1,1.0,1,2,1,4,churn_risk
388612,2015-05-22 06:11:54.122,119,1,1.0,1,2,1,4,churn_risk
391066,2015-05-17 19:15:27.394,124,1,1.0,1,2,1,4,churn_risk
417312,2015-05-18 14:13:50.140,123,1,1.0,1,2,1,4,churn_risk
454690,2015-05-27 17:29:16.065,114,1,1.0,1,2,1,4,churn_risk
483471,2015-05-26 01:15:09.815,116,1,1.0,1,2,1,4,churn_risk
509109,2015-05-26 21:15:30.853,115,1,1.0,1,2,1,4,churn_risk
556819,2015-05-04 16:37:56.324,137,1,1.0,1,2,1,4,churn_risk
564199,2015-05-23 04:56:39.724,118,1,1.0,1,2,1,4,churn_risk
607090,2015-05-21 08:10:53.498,120,1,1.0,1,2,1,4,churn_risk
617101,2015-05-28 03:39:34.639,113,1,1.0,1,2,1,4,churn_risk
625795,2015-05-29 20:42:18.144,112,1,1.0,1,2,1,4,churn_risk
649511,2015-05-06 20:04:41.822,135,1,1.0,1,2,1,4,churn_risk
856909,2015-05-24 16:15:03.507,117,1,1.0,1,2,1,4,churn_risk
868057,2015-05-05 18:25:52.897,136,1,1.0,1,2,1,4,churn_risk
868541,2015-05-04 18:57:08.330,137,1,1.0,1,2,1,4,churn_risk
929638,2015-05-27 22:53:02.698,114,1,1.0,1,2,1,4,churn_risk
98499,2015-05-06 00:52:18.986,136,1,1.0,1,2,1,4,churn_risk
