antecedent,consequent,support,confidence,lift,support_count
218177,96813,0.003584,1.0,279.0,1
96813,218177,0.003584,1.0,279.0,1
275705,465606,0.003584,1.0,279.0,1
465606,275705,0.003584,1.0,279.0,1
275705,96813,0.003584,1.0,279.0,1
96813,275705,0.003584,1.0,279.0,1
465606,96813,0.003584,1.0,279.0,1
96813,465606,0.003584,1.0,279.0,1
102614,281710,0.003584,1.0,279.0,1
281710,102614,0.003584,1.0,279.0,1
188233,209688,0.003584,1.0,279.0,1
209688,188233,0.003584,1.0,279.0,1
134108,210408,0.003584,1.0,279.0,1
210408,134108,0.003584,1.0,279.0,1
337512,372834,0.003584,1.0,279.0,1
372834,337512,0.003584,1.0,279.0,1
192043,266965,0.003584,1.0,279.0,1
266965,192043,0.003584,1.0,279.0,1
192043,362495,0.003584,1.0,279.0,1
362495,192043,0.003584,1.0,279.0,1
266965,362495,0.003584,1.0,279.0,1
362495,266965,0.003584,1.0,279.0,1
188830,346598,0.003584,1.0,279.0,1
346598,188830,0.003584,1.0,279.0,1
219833,273652,0.003584,1.0,279.0,1
273652,219833,0.003584,1.0,279.0,1
219833,297669,0.003584,1.0,279.0,1
297669,219833,0.003584,1.0,279.0,1
219833,358482,0.003584,1.0,279.0,1
358482,219833,0.003584,1.0,279.0,1
219833,387570,0.003584,1.0,279.0,1
387570,219833,0.003584,1.0,279.0,1
219833,437051,0.003584,1.0,279.0,1
437051,219833,0.003584,1.0,279.0,1
273652,297669,0.003584,1.0,279.0,1
297669,273652,0.003584,1.0,279.0,1
273652,358482,0.003584,1.0,279.0,1
358482,273652,0.003584,1.0,279.0,1
273652,387570,0.003584,1.0,279.0,1
387570,273652,0.003584,1.0,279.0,1
273652,437051,0.003584,1.0,279.0,1
437051,273652,0.003584,1.0,279.0,1
297669,358482,0.003584,1.0,279.0,1
358482,297669,0.003584,1.0,279.0,1
297669,387570,0.003584,1.0,279.0,1
387570,297669,0.003584,1.0,279.0,1
297669,437051,0.003584,1.0,279.0,1
437051,297669,0.003584,1.0,279.0,1
358482,387570,0.003584,1.0,279.0,1
387570,358482,0.003584,1.0,279.0,1
358482,437051,0.003584,1.0,279.0,1
437051,358482,0.003584,1.0,279.0,1
387570,437051,0.003584,1.0,279.0,1
437051,387570,0.003584,1.0,279.0,1
167866,211299,0.003584,1.0,279.0,1
211299,167866,0.003584,1.0,279.0,1
167866,254813,0.003584,1.0,279.0,1
254813,167866,0.003584,1.0,279.0,1
167866,446522,0.003584,1.0,279.0,1
446522,167866,0.003584,1.0,279.0,1
167866,46130,0.003584,1.0,279.0,1
46130,167866,0.003584,1.0,279.0,1
211299,254813,0.003584,1.0,279.0,1
254813,211299,0.003584,1.0,279.0,1
211299,446522,0.003584,1.0,279.0,1
446522,211299,0.003584,1.0,279.0,1
211299,46130,0.003584,1.0,279.0,1
46130,211299,0.003584,1.0,279.0,1
254813,446522,0.003584,1.0,279.0,1
446522,254813,0.003584,1.0,279.0,1
254813,46130,0.003584,1.0,279.0,1
46130,254813,0.003584,1.0,279.0,1
446522,46130,0.003584,1.0,279.0,1
46130,446522,0.003584,1.0,279.0,1
11250,14671,0.003584,1.0,279.0,1
14671,11250,0.003584,1.0,279.0,1
119972,148433,0.003584,1.0,279.0,1
148433,119972,0.003584,1.0,279.0,1
119972,384605,0.003584,1.0,279.0,1
384605,119972,0.003584,1.0,279.0,1
119972,460607,0.003584,1.0,279.0,1
460607,119972,0.003584,1.0,279.0,1
119972,63380,0.003584,1.0,279.0,1
63380,119972,0.003584,1.0,279.0,1
148433,384605,0.003584,1.0,279.0,1
384605,148433,0.003584,1.0,279.0,1
148433,460607,0.003584,1.0,279.0,1
460607,148433,0.003584,1.0,279.0,1
148433,63380,0.003584,1.0,279.0,1
63380,148433,0.003584,1.0,279.0,1
384605,460607,0.003584,1.0,279.0,1
460607,384605,0.003584,1.0,279.0,1
384605,63380,0.003584,1.0,279.0,1
63380,384605,0.003584,1.0,279.0,1
460607,63380,0.003584,1.0,279.0,1
63380,460607,0.003584,1.0,279.0,1
38083,8015,0.003584,1.0,279.0,1
8015,38083,0.003584,1.0,279.0,1
109239,185082,0.003584,1.0,279.0,1
185082,109239,0.003584,1.0,279.0,1
109239,192003,0.003584,1.0,279.0,1
192003,109239,0.003584,1.0,279.0,1
109239,211975,0.003584,1.0,279.0,1
211975,109239,0.003584,1.0,279.0,1
109239,252023,0.003584,1.0,279.0,1
252023,109239,0.003584,1.0,279.0,1
109239,259647,0.003584,1.0,279.0,1
259647,109239,0.003584,1.0,279.0,1
109239,93829,0.003584,1.0,279.0,1
93829,109239,0.003584,1.0,279.0,1
185082,192003,0.003584,1.0,279.0,1
192003,185082,0.003584,1.0,279.0,1
185082,211975,0.003584,1.0,279.0,1
211975,185082,0.003584,1.0,279.0,1
185082,252023,0.003584,1.0,279.0,1
252023,185082,0.003584,1.0,279.0,1
185082,259647,0.003584,1.0,279.0,1
259647,185082,0.003584,1.0,279.0,1
185082,93829,0.003584,1.0,279.0,1
93829,185082,0.003584,1.0,279.0,1
192003,211975,0.003584,1.0,279.0,1
211975,192003,0.003584,1.0,279.0,1
192003,252023,0.003584,1.0,279.0,1
252023,192003,0.003584,1.0,279.0,1
192003,259647,0.003584,1.0,279.0,1
259647,192003,0.003584,1.0,279.0,1
192003,93829,0.003584,1.0,279.0,1
93829,192003,0.003584,1.0,279.0,1
211975,252023,0.003584,1.0,279.0,1
252023,211975,0.003584,1.0,279.0,1
211975,259647,0.003584,1.0,279.0,1
259647,211975,0.003584,1.0,279.0,1
211975,93829,0.003584,1.0,279.0,1
93829,211975,0.003584,1.0,279.0,1
252023,259647,0.003584,1.0,279.0,1
259647,252023,0.003584,1.0,279.0,1
252023,93829,0.003584,1.0,279.0,1
93829,252023,0.003584,1.0,279.0,1
259647,93829,0.003584,1.0,279.0,1
93829,259647,0.003584,1.0,279.0,1
133247,240004,0.003584,1.0,279.0,1
240004,133247,0.003584,1.0,279.0,1
133247,50577,0.003584,1.0,279.0,1
50577,133247,0.003584,1.0,279.0,1
240004,50577,0.003584,1.0,279.0,1
50577,240004,0.003584,1.0,279.0,1
142076,156436,0.003584,1.0,279.0,1
156436,142076,0.003584,1.0,279.0,1
142076,164121,0.003584,1.0,279.0,1
164121,142076,0.003584,1.0,279.0,1
142076,351641,0.003584,1.0,279.0,1
351641,142076,0.003584,1.0,279.0,1
156436,164121,0.003584,1.0,279.0,1
164121,156436,0.003584,1.0,279.0,1
156436,351641,0.003584,1.0,279.0,1
351641,156436,0.003584,1.0,279.0,1
164121,351641,0.003584,1.0,279.0,1
351641,164121,0.003584,1.0,279.0,1
34269,433543,0.003584,1.0,279.0,1
433543,34269,0.003584,1.0,279.0,1
34269,79801,0.003584,1.0,279.0,1
79801,34269,0.003584,1.0,279.0,1
433543,79801,0.003584,1.0,279.0,1
79801,433543,0.003584,1.0,279.0,1
271889,345156,0.003584,1.0,279.0,1
345156,271889,0.003584,1.0,279.0,1
1653,237147,0.003584,1.0,279.0,1
237147,1653,0.003584,1.0,279.0,1
465231,465522,0.003584,1.0,279.0,1
465522,465231,0.003584,1.0,279.0,1
174724,360378,0.003584,1.0,279.0,1
360378,174724,0.003584,1.0,279.0,1
220140,33775,0.003584,1.0,279.0,1
33775,220140,0.003584,1.0,279.0,1
327134,407202,0.003584,1.0,279.0,1
407202,327134,0.003584,1.0,279.0,1
425746,6731,0.003584,1.0,279.0,1
6731,425746,0.003584,1.0,279.0,1
321089,434811,0.003584,1.0,279.0,1
434811,321089,0.003584,1.0,279.0,1
381352,448413,0.003584,1.0,279.0,1
448413,381352,0.003584,1.0,279.0,1
111122,98020,0.003584,1.0,279.0,1
98020,111122,0.003584,1.0,279.0,1
132057,46910,0.003584,1.0,279.0,1
46910,132057,0.003584,1.0,279.0,1
122585,439586,0.003584,1.0,279.0,1
439586,122585,0.003584,1.0,279.0,1
15327,282528,0.003584,1.0,279.0,1
282528,15327,0.003584,1.0,279.0,1
15327,458501,0.003584,1.0,279.0,1
458501,15327,0.003584,1.0,279.0,1
282528,458501,0.003584,1.0,279.0,1
458501,282528,0.003584,1.0,279.0,1
314942,445351,0.003584,1.0,279.0,1
445351,314942,0.003584,1.0,279.0,1
105334,36995,0.003584,1.0,279.0,1
36995,105334,0.003584,1.0,279.0,1
130113,189818,0.003584,1.0,279.0,1
189818,130113,0.003584,1.0,279.0,1
130113,369158,0.003584,1.0,279.0,1
369158,130113,0.003584,1.0,279.0,1
189818,369158,0.003584,1.0,279.0,1
369158,189818,0.003584,1.0,279.0,1
250301,75510,0.003584,1.0,279.0,1
75510,250301,0.003584,1.0,279.0,1
128569,457045,0.003584,1.0,279.0,1
457045,128569,0.003584,1.0,279.0,1
227309,348254,0.003584,1.0,279.0,1
348254,227309,0.003584,1.0,279.0,1
227309,389118,0.003584,1.0,279.0,1
389118,227309,0.003584,1.0,279.0,1
348254,389118,0.003584,1.0,279.0,1
389118,348254,0.003584,1.0,279.0,1
312130,354176,0.003584,1.0,279.0,1
354176,312130,0.003584,1.0,279.0,1
312130,424512,0.003584,1.0,279.0,1
424512,312130,0.003584,1.0,279.0,1
354176,424512,0.003584,1.0,279.0,1
424512,354176,0.003584,1.0,279.0,1
362191,407687,0.003584,1.0,279.0,1
407687,362191,0.003584,1.0,279.0,1
253574,326609,0.003584,1.0,279.0,1
326609,253574,0.003584,1.0,279.0,1
333681,44890,0.003584,1.0,279.0,1
44890,333681,0.003584,1.0,279.0,1
352230,463804,0.003584,1.0,279.0,1
463804,352230,0.003584,1.0,279.0,1
383864,98962,0.003584,1.0,279.0,1
98962,383864,0.003584,1.0,279.0,1
308851,316031,0.003584,1.0,279.0,1
316031,308851,0.003584,1.0,279.0,1
34278,391515,0.003584,1.0,279.0,1
391515,34278,0.003584,1.0,279.0,1
101722,3914,0.003584,1.0,279.0,1
3914,101722,0.003584,1.0,279.0,1
207430,377981,0.003584,1.0,279.0,1
377981,207430,0.003584,1.0,279.0,1
358348,376008,0.003584,1.0,279.0,1
376008,358348,0.003584,1.0,279.0,1
115258,176385,0.003584,1.0,279.0,1
176385,115258,0.003584,1.0,279.0,1
115258,220540,0.003584,1.0,279.0,1
220540,115258,0.003584,1.0,279.0,1
176385,220540,0.003584,1.0,279.0,1
220540,176385,0.003584,1.0,279.0,1
168717,51556,0.003584,1.0,279.0,1
51556,168717,0.003584,1.0,279.0,1
380484,395823,0.003584,1.0,279.0,1
395823,380484,0.003584,1.0,279.0,1
180009,287467,0.003584,1.0,279.0,1
287467,180009,0.003584,1.0,279.0,1
380971,86691,0.003584,1.0,279.0,1
86691,380971,0.003584,1.0,279.0,1
449220,85771,0.003584,1.0,279.0,1
85771,449220,0.003584,1.0,279.0,1
122449,422494,0.003584,1.0,279.0,1
422494,122449,0.003584,1.0,279.0,1
133764,343475,0.003584,1.0,279.0,1
343475,133764,0.003584,1.0,279.0,1
348326,377868,0.003584,1.0,279.0,1
377868,348326,0.003584,1.0,279.0,1
348326,4067,0.003584,1.0,279.0,1
4067,348326,0.003584,1.0,279.0,1
377868,4067,0.003584,1.0,279.0,1
4067,377868,0.003584,1.0,279.0,1
236376,405380,0.003584,1.0,279.0,1
405380,236376,0.003584,1.0,279.0,1
21198,44845,0.003584,1.0,279.0,1
44845,21198,0.003584,1.0,279.0,1
349470,372617,0.003584,1.0,279.0,1
372617,349470,0.003584,1.0,279.0,1
349470,395273,0.003584,1.0,279.0,1
395273,349470,0.003584,1.0,279.0,1
372617,395273,0.003584,1.0,279.0,1
395273,372617,0.003584,1.0,279.0,1
121865,222119,0.003584,1.0,279.0,1
222119,121865,0.003584,1.0,279.0,1
121865,367726,0.003584,1.0,279.0,1
367726,121865,0.003584,1.0,279.0,1
222119,367726,0.003584,1.0,279.0,1
367726,222119,0.003584,1.0,279.0,1
115958,23489,0.003584,1.0,279.0,1
23489,115958,0.003584,1.0,279.0,1
287796,322551,0.003584,1.0,279.0,1
322551,287796,0.003584,1.0,279.0,1
173223,245810,0.003584,1.0,279.0,1
245810,173223,0.003584,1.0,279.0,1
173223,398397,0.003584,1.0,279.0,1
398397,173223,0.003584,1.0,279.0,1
173223,433697,0.003584,1.0,279.0,1
433697,173223,0.003584,1.0,279.0,1
173223,442150,0.003584,1.0,279.0,1
442150,173223,0.003584,1.0,279.0,1
245810,398397,0.003584,1.0,279.0,1
398397,245810,0.003584,1.0,279.0,1
245810,433697,0.003584,1.0,279.0,1
433697,245810,0.003584,1.0,279.0,1
245810,442150,0.003584,1.0,279.0,1
442150,245810,0.003584,1.0,279.0,1
398397,433697,0.003584,1.0,279.0,1
433697,398397,0.003584,1.0,279.0,1
398397,442150,0.003584,1.0,279.0,1
442150,398397,0.003584,1.0,279.0,1
433697,442150,0.003584,1.0,279.0,1
442150,433697,0.003584,1.0,279.0,1
150540,279310,0.003584,1.0,279.0,1
279310,150540,0.003584,1.0,279.0,1
178176,203444,0.003584,1.0,279.0,1
203444,178176,0.003584,1.0,279.0,1
178176,35403,0.003584,1.0,279.0,1
35403,178176,0.003584,1.0,279.0,1
178176,395656,0.003584,1.0,279.0,1
395656,178176,0.003584,1.0,279.0,1
203444,35403,0.003584,1.0,279.0,1
35403,203444,0.003584,1.0,279.0,1
203444,395656,0.003584,1.0,279.0,1
395656,203444,0.003584,1.0,279.0,1
35403,395656,0.003584,1.0,279.0,1
395656,35403,0.003584,1.0,279.0,1
192288,307941,0.003584,1.0,279.0,1
307941,192288,0.003584,1.0,279.0,1
287696,346655,0.003584,1.0,279.0,1
346655,287696,0.003584,1.0,279.0,1
287696,83569,0.003584,1.0,279.0,1
83569,287696,0.003584,1.0,279.0,1
346655,83569,0.003584,1.0,279.0,1
83569,346655,0.003584,1.0,279.0,1
272527,40870,0.003584,1.0,279.0,1
40870,272527,0.003584,1.0,279.0,1
32267,70929,0.003584,1.0,279.0,1
70929,32267,0.003584,1.0,279.0,1
331490,651,0.003584,1.0,279.0,1
651,331490,0.003584,1.0,279.0,1
19142,23246,0.003584,1.0,279.0,1
23246,19142,0.003584,1.0,279.0,1
172103,78268,0.003584,1.0,279.0,1
78268,172103,0.003584,1.0,279.0,1
122604,32361,0.003584,1.0,279.0,1
32361,122604,0.003584,1.0,279.0,1
112259,253315,0.003584,1.0,279.0,1
253315,112259,0.003584,1.0,279.0,1
133472,220355,0.003584,1.0,279.0,1
220355,133472,0.003584,1.0,279.0,1
133472,453427,0.003584,1.0,279.0,1
453427,133472,0.003584,1.0,279.0,1
220355,453427,0.003584,1.0,279.0,1
453427,220355,0.003584,1.0,279.0,1
331980,79956,0.003584,1.0,279.0,1
79956,331980,0.003584,1.0,279.0,1
442725,94344,0.003584,1.0,279.0,1
94344,442725,0.003584,1.0,279.0,1
170262,332721,0.003584,1.0,279.0,1
332721,170262,0.003584,1.0,279.0,1
170262,442131,0.003584,1.0,279.0,1
442131,170262,0.003584,1.0,279.0,1
332721,442131,0.003584,1.0,279.0,1
442131,332721,0.003584,1.0,279.0,1
354881,90487,0.003584,1.0,279.0,1
90487,354881,0.003584,1.0,279.0,1
125799,18717,0.003584,1.0,279.0,1
18717,125799,0.003584,1.0,279.0,1
125799,368360,0.003584,1.0,279.0,1
368360,125799,0.003584,1.0,279.0,1
18717,368360,0.003584,1.0,279.0,1
368360,18717,0.003584,1.0,279.0,1
318051,388897,0.003584,1.0,279.0,1
388897,318051,0.003584,1.0,279.0,1
305016,428072,0.003584,1.0,279.0,1
428072,305016,0.003584,1.0,279.0,1
305016,441256,0.003584,1.0,279.0,1
441256,305016,0.003584,1.0,279.0,1
428072,441256,0.003584,1.0,279.0,1
441256,428072,0.003584,1.0,279.0,1
150215,95426,0.003584,1.0,279.0,1
95426,150215,0.003584,1.0,279.0,1
235748,422481,0.003584,1.0,279.0,1
422481,235748,0.003584,1.0,279.0,1
234199,416187,0.003584,1.0,279.0,1
416187,234199,0.003584,1.0,279.0,1
124006,234207,0.003584,1.0,279.0,1
234207,124006,0.003584,1.0,279.0,1
242905,65000,0.003584,1.0,279.0,1
65000,242905,0.003584,1.0,279.0,1
211718,272318,0.003584,1.0,279.0,1
272318,211718,0.003584,1.0,279.0,1
211718,331552,0.003584,1.0,279.0,1
331552,211718,0.003584,1.0,279.0,1
272318,331552,0.003584,1.0,279.0,1
331552,272318,0.003584,1.0,279.0,1
307981,58233,0.003584,1.0,279.0,1
58233,307981,0.003584,1.0,279.0,1
234384,258901,0.003584,1.0,279.0,1
258901,234384,0.003584,1.0,279.0,1
64852,70370,0.003584,1.0,279.0,1
70370,64852,0.003584,1.0,279.0,1
214190,61632,0.003584,1.0,279.0,1
61632,214190,0.003584,1.0,279.0,1
372389,390582,0.003584,1.0,279.0,1
390582,372389,0.003584,1.0,279.0,1
372389,399697,0.003584,1.0,279.0,1
399697,372389,0.003584,1.0,279.0,1
390582,399697,0.003584,1.0,279.0,1
399697,390582,0.003584,1.0,279.0,1
145503,444931,0.003584,1.0,279.0,1
444931,145503,0.003584,1.0,279.0,1
248455,391484,0.003584,1.0,279.0,1
391484,248455,0.003584,1.0,279.0,1
202920,33487,0.003584,1.0,279.0,1
33487,202920,0.003584,1.0,279.0,1
202920,390799,0.003584,1.0,279.0,1
390799,202920,0.003584,1.0,279.0,1
202920,395845,0.003584,1.0,279.0,1
395845,202920,0.003584,1.0,279.0,1
202920,57788,0.003584,1.0,279.0,1
57788,202920,0.003584,1.0,279.0,1
33487,390799,0.003584,1.0,279.0,1
390799,33487,0.003584,1.0,279.0,1
33487,395845,0.003584,1.0,279.0,1
395845,33487,0.003584,1.0,279.0,1
33487,57788,0.003584,1.0,279.0,1
57788,33487,0.003584,1.0,279.0,1
390799,395845,0.003584,1.0,279.0,1
395845,390799,0.003584,1.0,279.0,1
390799,57788,0.003584,1.0,279.0,1
57788,390799,0.003584,1.0,279.0,1
395845,57788,0.003584,1.0,279.0,1
57788,395845,0.003584,1.0,279.0,1
324759,429962,0.003584,1.0,279.0,1
429962,324759,0.003584,1.0,279.0,1
324759,49466,0.003584,1.0,279.0,1
49466,324759,0.003584,1.0,279.0,1
429962,49466,0.003584,1.0,279.0,1
49466,429962,0.003584,1.0,279.0,1
10572,251040,0.003584,1.0,279.0,1
251040,10572,0.003584,1.0,279.0,1
10572,341869,0.003584,1.0,279.0,1
341869,10572,0.003584,1.0,279.0,1
10572,357529,0.003584,1.0,279.0,1
357529,10572,0.003584,1.0,279.0,1
10572,382130,0.003584,1.0,279.0,1
382130,10572,0.003584,1.0,279.0,1
251040,341869,0.003584,1.0,279.0,1
341869,251040,0.003584,1.0,279.0,1
251040,357529,0.003584,1.0,279.0,1
357529,251040,0.003584,1.0,279.0,1
251040,382130,0.003584,1.0,279.0,1
382130,251040,0.003584,1.0,279.0,1
341869,357529,0.003584,1.0,279.0,1
357529,341869,0.003584,1.0,279.0,1
341869,382130,0.003584,1.0,279.0,1
382130,341869,0.003584,1.0,279.0,1
357529,382130,0.003584,1.0,279.0,1
382130,357529,0.003584,1.0,279.0,1
196658,267236,0.003584,1.0,279.0,1
267236,196658,0.003584,1.0,279.0,1
196658,326846,0.003584,1.0,279.0,1
326846,196658,0.003584,1.0,279.0,1
196658,336850,0.003584,1.0,279.0,1
336850,196658,0.003584,1.0,279.0,1
196658,372395,0.003584,1.0,279.0,1
372395,196658,0.003584,1.0,279.0,1
267236,326846,0.003584,1.0,279.0,1
326846,267236,0.003584,1.0,279.0,1
267236,336850,0.003584,1.0,279.0,1
336850,267236,0.003584,1.0,279.0,1
267236,372395,0.003584,1.0,279.0,1
372395,267236,0.003584,1.0,279.0,1
326846,336850,0.003584,1.0,279.0,1
336850,326846,0.003584,1.0,279.0,1
326846,372395,0.003584,1.0,279.0,1
372395,326846,0.003584,1.0,279.0,1
336850,372395,0.003584,1.0,279.0,1
372395,336850,0.003584,1.0,279.0,1
214461,330305,0.003584,1.0,279.0,1
330305,214461,0.003584,1.0,279.0,1
188809,203187,0.003584,1.0,279.0,1
203187,188809,0.003584,1.0,279.0,1
389722,393767,0.003584,1.0,279.0,1
393767,389722,0.003584,1.0,279.0,1
154385,362339,0.003584,1.0,279.0,1
362339,154385,0.003584,1.0,279.0,1
222604,312781,0.003584,1.0,279.0,1
312781,222604,0.003584,1.0,279.0,1
194892,344388,0.003584,1.0,279.0,1
344388,194892,0.003584,1.0,279.0,1
194892,396603,0.003584,1.0,279.0,1
396603,194892,0.003584,1.0,279.0,1
344388,396603,0.003584,1.0,279.0,1
396603,344388,0.003584,1.0,279.0,1
117788,87221,0.003584,1.0,279.0,1
87221,117788,0.003584,1.0,279.0,1
232768,34977,0.003584,1.0,279.0,1
34977,232768,0.003584,1.0,279.0,1
400321,429704,0.003584,1.0,279.0,1
429704,400321,0.003584,1.0,279.0,1
400321,50626,0.003584,1.0,279.0,1
50626,400321,0.003584,1.0,279.0,1
429704,50626,0.003584,1.0,279.0,1
50626,429704,0.003584,1.0,279.0,1
14520,409804,0.003584,1.0,279.0,1
409804,14520,0.003584,1.0,279.0,1
241555,406296,0.003584,1.0,279.0,1
406296,241555,0.003584,1.0,279.0,1
21013,333792,0.003584,1.0,279.0,1
333792,21013,0.003584,1.0,279.0,1
118914,16813,0.003584,1.0,279.0,1
16813,118914,0.003584,1.0,279.0,1
255908,259710,0.003584,1.0,279.0,1
259710,255908,0.003584,1.0,279.0,1
255908,58123,0.003584,1.0,279.0,1
58123,255908,0.003584,1.0,279.0,1
259710,58123,0.003584,1.0,279.0,1
58123,259710,0.003584,1.0,279.0,1
430965,435624,0.003584,1.0,279.0,1
435624,430965,0.003584,1.0,279.0,1
116205,276821,0.003584,1.0,279.0,1
276821,116205,0.003584,1.0,279.0,1
219755,380747,0.003584,1.0,279.0,1
380747,219755,0.003584,1.0,279.0,1
128182,242981,0.003584,1.0,279.0,1
242981,128182,0.003584,1.0,279.0,1
322342,89775,0.003584,1.0,279.0,1
89775,322342,0.003584,1.0,279.0,1
1267,149735,0.003584,1.0,279.0,1
149735,1267,0.003584,1.0,279.0,1
1267,70148,0.003584,1.0,279.0,1
70148,1267,0.003584,1.0,279.0,1
149735,70148,0.003584,1.0,279.0,1
70148,149735,0.003584,1.0,279.0,1
181462,241826,0.003584,1.0,279.0,1
241826,181462,0.003584,1.0,279.0,1
181462,353965,0.003584,1.0,279.0,1
353965,181462,0.003584,1.0,279.0,1
181462,409426,0.003584,1.0,279.0,1
409426,181462,0.003584,1.0,279.0,1
181462,60888,0.003584,1.0,279.0,1
60888,181462,0.003584,1.0,279.0,1
241826,353965,0.003584,1.0,279.0,1
353965,241826,0.003584,1.0,279.0,1
241826,409426,0.003584,1.0,279.0,1
409426,241826,0.003584,1.0,279.0,1
241826,60888,0.003584,1.0,279.0,1
60888,241826,0.003584,1.0,279.0,1
353965,409426,0.003584,1.0,279.0,1
409426,353965,0.003584,1.0,279.0,1
353965,60888,0.003584,1.0,279.0,1
60888,353965,0.003584,1.0,279.0,1
409426,60888,0.003584,1.0,279.0,1
60888,409426,0.003584,1.0,279.0,1
275339,355707,0.003584,1.0,279.0,1
355707,275339,0.003584,1.0,279.0,1
198784,434247,0.003584,1.0,279.0,1
434247,198784,0.003584,1.0,279.0,1
75392,90910,0.003584,1.0,279.0,1
90910,75392,0.003584,1.0,279.0,1
117096,60317,0.003584,1.0,279.0,1
60317,117096,0.003584,1.0,279.0,1
279585,318117,0.003584,1.0,279.0,1
318117,279585,0.003584,1.0,279.0,1
213376,249016,0.003584,1.0,279.0,1
249016,213376,0.003584,1.0,279.0,1
213376,312827,0.003584,1.0,279.0,1
312827,213376,0.003584,1.0,279.0,1
249016,312827,0.003584,1.0,279.0,1
312827,249016,0.003584,1.0,279.0,1
121680,175907,0.003584,1.0,279.0,1
175907,121680,0.003584,1.0,279.0,1
102802,275692,0.003584,1.0,279.0,1
275692,102802,0.003584,1.0,279.0,1
163890,466443,0.003584,1.0,279.0,1
466443,163890,0.003584,1.0,279.0,1
184011,187200,0.003584,1.0,279.0,1
187200,184011,0.003584,1.0,279.0,1
184011,431417,0.003584,1.0,279.0,1
431417,184011,0.003584,1.0,279.0,1
187200,431417,0.003584,1.0,279.0,1
431417,187200,0.003584,1.0,279.0,1
225028,43487,0.003584,1.0,279.0,1
43487,225028,0.003584,1.0,279.0,1
342366,74789,0.003584,1.0,279.0,1
74789,342366,0.003584,1.0,279.0,1
136329,449559,0.003584,1.0,279.0,1
449559,136329,0.003584,1.0,279.0,1
127722,273747,0.003584,1.0,279.0,1
273747,127722,0.003584,1.0,279.0,1
