product_id,popular_score,behavior_count
177695,7.2008,4
372855,7.198201,13
22913,7.193388,14
283115,7.188305,35
433213,7.177751,9
315543,7.159992,62
268755,7.156222,11
121680,7.149644,13
139909,7.141478,2
401896,7.129664,10
332721,7.120363,17
377868,7.100682,8
78163,7.094147,22
370395,7.087527,27
411373,7.057631,44
268243,7.049756,13
425726,7.037424,14
29757,7.02929,10
236266,7.025364,4
78265,7.010103,30
355464,6.970897,4
289170,6.931482,4
349516,6.929681,12
340375,6.909385,9
431276,6.89519,31
173847,6.877896,4
277065,6.871472,20
449391,6.866797,18
131745,6.857088,9
363206,6.852887,4
133867,6.834401,8
461614,6.833622,9
290999,6.80572,22
2463,6.797106,15
390984,6.763422,5
183511,6.761976,20
2980,6.756393,9
75959,6.753054,14
369933,6.752216,14
45644,6.719287,3
378517,6.691849,5
419761,6.686937,12
272331,6.679181,3
193146,6.653643,17
233734,6.64588,13
232325,6.645829,4
416850,6.643042,11
115258,6.635365,12
462070,6.616155,8
128745,6.614534,21
267236,6.6127,16
173921,6.597592,7
122604,6.585421,24
326697,6.581894,10
19648,6.581816,34
43590,6.573974,14
224605,6.551706,7
434682,6.540765,5
330305,6.538139,5
46130,6.521219,10
359547,6.518858,8
301843,6.509261,9
354881,6.488683,31
51275,6.482602,18
433759,6.476028,4
151125,6.434068,5
272324,6.432067,16
276559,6.418488,8
196629,6.41825,6
314579,6.416956,9
8588,6.392397,4
277833,6.391607,4
227311,6.385335,13
152120,6.370352,19
74634,6.357575,9
214461,6.356063,4
175914,6.355429,4
466135,6.35451,8
352788,6.352885,14
207178,6.342255,4
415062,6.339642,11
373107,6.311458,6
389158,6.305842,21
101288,6.301801,10
131734,6.297356,10
303058,6.290365,14
368488,6.288492,8
355707,6.28426,9
444190,6.27337,8
60317,6.273288,9
12217,6.265343,35
243355,6.262405,17
452361,6.249854,8
34278,6.239509,5
49257,6.233592,9
283761,6.225336,3
408907,6.210045,32
303161,6.205205,14
8070,6.201519,6
440128,6.201219,6
417927,6.195782,34
266710,6.193407,3
389135,6.186148,15
125275,6.168057,15
186820,6.166753,14
404934,6.145753,7
365411,6.136534,3
194562,6.134747,4
207430,6.128878,9
232172,6.124867,19
228229,6.120481,4
350629,6.116228,27
179601,6.103215,24
389814,6.091125,28
444948,6.085667,12
301344,6.08418,6
140527,6.059471,28
215363,6.038123,17
315309,6.035093,8
379013,6.022845,19
422709,6.012803,7
449819,5.997026,5
390591,5.994144,16
114149,5.979998,6
57928,5.97397,4
67889,5.965946,6
465522,5.952763,20
171878,5.951319,18
346892,5.944723,8
22436,5.928666,20
236376,5.923784,3
255919,5.918101,2
17108,5.917501,6
276762,5.91041,7
137697,5.885961,22
179749,5.882132,7
252991,5.880582,12
395952,5.871265,6
226776,5.861803,6
134992,5.854443,8
185167,5.85068,6
303573,5.847852,5
57723,5.845935,7
420355,5.824041,7
389860,5.819588,3
39854,5.816979,13
338660,5.809008,23
5281,5.798777,12
55164,5.788419,5
270383,5.784648,9
42146,5.780821,8
252622,5.777465,4
169389,5.775479,4
273872,5.772121,18
170262,5.766194,30
28501,5.75728,7
398907,5.748804,9
264846,5.746482,3
421227,5.745539,10
396286,5.74305,3
251396,5.741647,8
98422,5.741238,4
50648,5.737688,28
280802,5.72774,2
355741,5.702452,7
139447,5.698551,10
214895,5.692788,7
869,5.646637,23
78729,5.643116,13
357212,5.642507,7
117096,5.630697,9
387832,5.609561,3
266900,5.604734,10
294109,5.603832,7
331027,5.597916,4
319196,5.597809,3
110720,5.596265,7
43267,5.589663,7
386947,5.587225,18
403576,5.579572,11
282064,5.578125,3
399192,5.574119,13
269953,5.573155,9
208244,5.570031,2
11279,5.56766,16
407402,5.567636,5
368132,5.544189,4
2567,5.542967,9
140452,5.530938,2
450156,5.518655,5
366177,5.516537,40
373842,5.51101,10
116624,5.506263,24
397371,5.489174,6
295023,5.487987,6
384157,5.482173,7
233132,5.463863,9
244834,5.453214,3
157150,5.444126,4
436034,5.444042,15
242981,5.442486,12
335331,5.434051,16
31791,5.433523,9
3656,5.433145,14
380738,5.41821,5
257040,5.414695,32
239058,5.410308,25
314801,5.406186,10
151178,5.385115,10
400442,5.383101,24
216597,5.376037,2
138427,5.374686,14
287413,5.369683,2
331514,5.368492,6
303715,5.353606,14
408933,5.349736,13
184199,5.347261,12
37115,5.338309,33
167337,5.307359,13
165030,5.290583,35
85774,5.289053,9
57788,5.275782,24
306289,5.271858,134
453618,5.261186,12
306034,5.257951,8
199874,5.256964,9
32701,5.244229,30
322501,5.231825,7
260621,5.228592,11
114724,5.214627,4
20010,5.20854,3
19629,5.206368,6
134839,5.201323,10
25857,5.193727,4
436837,5.183564,9
9172,5.175962,2
442131,5.175509,27
415562,5.171813,7
237255,5.169187,3
416399,5.156849,9
465824,5.150874,7
187649,5.149789,3
176669,5.147398,5
463122,5.145416,10
272969,5.13734,10
275339,5.136215,5
164828,5.12898,26
450726,5.127592,13
256769,5.090358,11
133764,5.088053,14
116205,5.086815,5
50626,5.084231,10
229532,5.077381,7
242548,5.07487,27
13925,5.074637,9
289103,5.070511,14
241826,5.066292,7
99187,5.066082,6
90579,5.063812,7
228863,5.047583,3
100095,5.043963,2
442286,5.036576,7
131696,5.034391,9
350764,5.02984,5
59254,5.013294,2
96904,5.013178,26
340927,5.000246,4
380196,4.994543,3
449435,4.988129,15
438603,4.974491,4
198833,4.969844,8
86691,4.960365,4
239581,4.956969,7
428065,4.947869,8
458271,4.945037,26
222422,4.944731,10
279225,4.940751,1
122435,4.937785,1
56762,4.929091,4
363210,4.926225,11
288652,4.919582,4
28134,4.919109,9
406727,4.918227,4
429704,4.915796,6
90065,4.912509,3
151538,4.911582,5
455638,4.910917,5
247420,4.908312,9
441653,4.907697,14
158498,4.895306,28
353965,4.891268,5
314990,4.890593,8
434277,4.882208,3
96940,4.870931,4
233770,4.86933,7
16789,4.864625,19
413310,4.851679,4
241752,4.849857,6
1531,4.848227,4
245342,4.848122,8
279585,4.846315,8
291964,4.842384,9
189853,4.841479,6
319723,4.840475,9
276527,4.840105,3
431278,4.835976,37
218126,4.833785,9
111201,4.828451,5
174409,4.827868,7
90910,4.825814,6
73311,4.824166,7
202920,4.82285,12
175907,4.821302,10
45089,4.819493,11
410515,4.814478,1
421198,4.814102,3
373403,4.810538,34
362868,4.803216,9
338427,4.799366,21
5379,4.794999,8
174724,4.793059,50
242007,4.790953,5
328476,4.784424,9
385921,4.77592,11
205231,4.771415,13
416017,4.77002,27
115958,4.76836,2
192138,4.762395,11
260415,4.741979,17
404927,4.735619,5
445059,4.721404,10
130865,4.718529,10
211592,4.718251,5
220066,4.699717,8
51556,4.696572,6
182785,4.695404,9
392583,4.695129,12
132683,4.690954,11
112828,4.684471,8
234960,4.68117,4
185348,4.678072,10
312827,4.6767,4
404264,4.671983,2
253615,4.669826,16
217884,4.669728,3
205702,4.665694,6
308263,4.665541,12
385857,4.663815,7
90219,4.653209,28
45175,4.652219,11
224231,4.649038,8
87127,4.636098,5
132338,4.632496,2
277328,4.619572,6
162046,4.617528,10
185863,4.613928,2
103003,4.61131,12
80299,4.602047,2
360825,4.600103,15
330370,4.598661,5
462394,4.593093,15
260194,4.588844,6
304839,4.5884,5
351481,4.586723,17
121086,4.58444,7
413125,4.583093,5
282385,4.580646,25
286731,4.572638,25
214264,4.56555,5
309778,4.562828,36
32398,4.548732,13
450082,4.547946,18
431417,4.547226,17
355671,4.546813,4
231243,4.546807,19
129774,4.537397,2
132772,4.534256,12
240558,4.527889,15
387164,4.527804,6
401529,4.511771,2
381941,4.510756,19
435618,4.508445,9
207825,4.508258,7
86031,4.502202,2
105933,4.492238,4
179013,4.490983,5
427641,4.490014,12
278272,4.489477,10
250151,4.485809,3
228392,4.484731,12
100282,4.483242,27
181680,4.480638,5
206218,4.475127,11
19934,4.470212,4
136524,4.469227,12
57301,4.465273,6
394883,4.463787,1
361499,4.46371,7
168927,4.459848,15
269085,4.45678,9
240088,4.450767,50
120098,4.447321,19
392921,4.446598,9
258508,4.439889,5
310944,4.433093,13
331567,4.432852,7
368060,4.42983,7
99601,4.427499,7
363663,4.421894,15
197723,4.409619,17
129643,4.400968,12
158273,4.395479,18
238224,4.394505,10
434247,4.391287,4
208501,4.387369,28
233203,4.385158,9
235796,4.384734,11
96233,4.384669,12
332108,4.384548,2
390900,4.375349,3
444931,4.357158,16
318871,4.351844,4
265571,4.350756,23
410582,4.345002,8
199026,4.329707,7
356475,4.326295,7
114070,4.323321,9
24734,4.322451,33
79378,4.321936,8
17443,4.319344,6
361483,4.314236,3
406025,4.312612,7
245158,4.309965,6
339822,4.305831,15
303833,4.305582,17
288340,4.299701,15
98020,4.294257,3
47298,4.28859,3
298056,4.278424,10
322887,4.274852,11
222164,4.272021,5
362191,4.271402,6
375730,4.268688,9
63012,4.262725,3
92466,4.262634,26
302959,4.258471,3
445447,4.257346,3
255689,4.25498,8
308648,4.238595,18
80858,4.229753,9
11711,4.227071,5
43830,4.222969,5
190732,4.219407,5
234207,4.217029,3
279656,4.215374,3
143293,4.213396,25
103127,4.212954,41
383504,4.206135,3
430050,4.204787,4
342264,4.203336,18
271801,4.197542,5
338188,4.189013,5
167399,4.188476,52
239006,4.188183,20
123176,4.188073,11
330506,4.186657,12
360673,4.185896,5
86430,4.183585,12
130094,4.176334,5
118823,4.174992,7
71733,4.173358,42
223958,4.168294,3
367102,4.16689,5
236862,4.164019,2
168717,4.154661,4
75272,4.150254,2
207368,4.150109,2
151707,4.15005,2
410995,4.140436,6
61303,4.123038,12
394678,4.117203,10
69917,4.116364,11
422494,4.112607,10
176869,4.1083,9
418759,4.09782,3
422992,4.096602,5
20388,4.096474,66
313163,4.092492,11
148707,4.082163,6
244756,4.080547,3
335193,4.074491,4
428648,4.073187,36
276821,4.062167,8
274374,4.060572,1
145868,4.05332,1
380212,4.053151,14
133157,4.045114,6
262920,4.039095,3
275625,4.038858,10
170239,4.036464,8
67486,4.030041,8
123448,4.026385,1
121311,4.022536,3
463617,4.021857,20
345529,4.017544,5
414428,4.01594,5
372395,4.012973,8
152861,4.004062,3
224700,4.001988,12
276013,3.995708,9
27020,3.994053,8
340825,3.991191,11
170390,3.988274,7
446411,3.98574,6
336753,3.985167,2
417912,3.981796,4
372169,3.978012,27
23489,3.975571,1
354153,3.974065,10
85334,3.973962,8
267660,3.973363,5
161571,3.971445,4
321089,3.963527,25
176301,3.963143,6
172277,3.956979,1
236927,3.956105,3
225095,3.954377,2
200202,3.952821,9
73760,3.950728,6
220472,3.949319,6
77055,3.947963,2
335975,3.945451,14
81033,3.942713,1
188558,3.938174,7
115213,3.93382,2
382437,3.932477,6
44465,3.931774,14
409426,3.928277,4
163309,3.925245,29
273761,3.916958,4
424245,3.915657,4
371965,3.910818,6
126252,3.907507,1
346424,3.907356,1
202580,3.902365,1
213376,3.902212,4
336903,3.900361,10
55779,3.896997,1
427319,3.881084,4
37583,3.879166,9
342154,3.871138,2
15938,3.865101,7
431472,3.864279,4
262707,3.864276,9
444712,3.863473,9
104864,3.862107,6
14606,3.861854,7
299005,3.858921,6
231514,3.858758,2
188669,3.85774,4
318117,3.853861,9
285608,3.850696,16
430042,3.850248,4
200536,3.849682,7
223739,3.848088,14
287356,3.847924,13
226669,3.834809,17
359251,3.833409,8
185668,3.830195,6
206880,3.828686,10
215378,3.825395,4
83822,3.82407,5
55395,3.820981,15
382885,3.818207,50
299164,3.81795,2
447848,3.816012,7
460187,3.815726,6
159822,3.814763,25
181462,3.81264,2
363125,3.807309,6
117044,3.801648,3
417156,3.799788,5
251594,3.795243,2
424506,3.785783,16
251945,3.782992,2
110666,3.776573,1
184011,3.769356,13
307832,3.769274,3
129299,3.763204,10
412622,3.761132,27
294242,3.75636,17
281717,3.753433,15
183435,3.75271,6
390799,3.745868,14
180199,3.745496,3
277380,3.742802,7
176484,3.739376,13
375058,3.738464,44
256721,3.737644,5
375693,3.732931,4
309665,3.732183,6
241674,3.726148,12
357446,3.724208,7
219583,3.723752,3
386523,3.719882,2
114851,3.715008,2
291409,3.709725,8
309273,3.708972,4
426926,3.708438,5
372002,3.703968,2
289096,3.703717,5
70662,3.70134,3
149582,3.699125,17
146471,3.696337,23
411271,3.69622,6
272604,3.695724,3
326775,3.695665,2
60419,3.693183,4
283269,3.692086,1
418560,3.691771,9
163780,3.689994,35
70928,3.68799,4
397157,3.685841,51
375332,3.685819,3
37197,3.671364,3
29167,3.668475,10
109001,3.667581,6
431728,3.665498,9
98178,3.662901,10
119868,3.660235,3
217605,3.660095,8
164035,3.65492,8
322489,3.653201,8
375854,3.651892,4
301483,3.643252,5
432842,3.641743,6
372728,3.640017,6
73019,3.639644,4
464315,3.63954,4
270886,3.637637,7
197642,3.636755,13
220950,3.63661,3
301602,3.628015,5
316753,3.62709,39
258012,3.626196,5
147955,3.624651,9
315484,3.624003,4
315084,3.620264,2
306291,3.618553,3
436217,3.616609,3
221561,3.611444,6
21728,3.608417,3
444500,3.60714,7
390380,3.600382,2
68787,3.598241,7
67615,3.596978,2
211451,3.58673,15
37930,3.58636,5
152655,3.584571,3
102255,3.581674,2
108083,3.580745,6
103782,3.579738,6
208595,3.578673,10
352230,3.57821,9
161623,3.577423,18
292136,3.576612,2
463804,3.576565,7
408203,3.576184,12
192721,3.575781,9
88098,3.575489,13
223998,3.574166,3
229205,3.572906,9
359567,3.569787,2
194165,3.563255,14
349318,3.561009,17
82377,3.560384,21
290197,3.547718,3
179714,3.546161,4
237524,3.545831,9
108486,3.545684,7
459936,3.54552,8
254418,3.543122,13
270950,3.541781,10
91888,3.539448,10
213239,3.538512,5
167543,3.536576,8
98425,3.533672,14
65000,3.530774,5
458265,3.528933,5
118754,3.526888,10
464731,3.526837,26
124006,3.524544,2
411934,3.51348,3
461091,3.507913,13
97010,3.507821,7
220540,3.504829,5
163133,3.499264,7
110914,3.498611,3
446820,3.495996,38
283386,3.490723,6
2641,3.480197,13
308438,3.478682,6
396042,3.472988,9
49676,3.464839,4
36166,3.462176,6
353111,3.459162,10
206000,3.455961,5
290269,3.455079,15
34269,3.454972,13
331937,3.450128,8
324858,3.450059,6
300075,3.448254,5
191203,3.442279,7
206317,3.437113,5
381375,3.433894,6
109700,3.432272,3
453192,3.431096,8
355598,3.42853,4
296536,3.425867,13
251515,3.423945,5
322810,3.418908,6
361591,3.418543,4
168367,3.417224,11
27766,3.412212,4
315393,3.41159,7
103265,3.409813,3
115788,3.406614,4
208922,3.405612,13
20542,3.40481,4
212917,3.398852,20
450760,3.398832,4
188227,3.39349,5
457970,3.392087,7
459659,3.389313,5
216768,3.387899,6
98835,3.384724,4
95519,3.383799,3
209050,3.383334,4
373690,3.382961,5
191480,3.378558,6
419231,3.378013,8
259962,3.377179,12
249016,3.370426,4
46910,3.370185,3
400077,3.367462,19
247909,3.366722,12
178355,3.362076,6
102478,3.361248,10
414755,3.356049,4
81998,3.351902,6
248605,3.351357,14
458178,3.349735,4
382315,3.347261,3
290003,3.346944,15
4001,3.345067,14
173313,3.345063,5
377216,3.3411,8
268336,3.339963,16
130800,3.337188,7
90487,3.332652,9
114814,3.330389,3
265113,3.328131,7
98341,3.327661,9
390182,3.327324,1
289704,3.327164,4
339976,3.325506,5
428891,3.322541,12
37322,3.319611,3
22067,3.319443,4
323484,3.318318,1
16813,3.313795,4
289006,3.312539,2
219718,3.310791,14
406543,3.309898,6
323641,3.309409,5
396124,3.309262,3
253315,3.304978,3
358021,3.301864,5
104560,3.30175,10
441248,3.301676,11
346292,3.301437,8
154638,3.300053,5
135856,3.299473,3
64529,3.296236,5
239529,3.294488,10
155188,3.290362,7
400946,3.290199,25
143860,3.289731,8
405950,3.289528,3
426958,3.287476,6
260042,3.284653,3
407202,3.283605,11
459546,3.283085,5
152433,3.282067,6
268972,3.272841,16
271019,3.272239,7
86532,3.268665,9
407687,3.268525,5
272770,3.267382,30
212006,3.266707,17
285069,3.265006,8
397168,3.263542,6
308704,3.262272,4
66146,3.261938,5
246532,3.261131,9
316280,3.260247,3
148090,3.260164,20
319651,3.259347,2
376008,3.252407,3
53081,3.251556,2
382099,3.248168,2
396560,3.247922,4
386635,3.246987,11
387377,3.244186,3
183068,3.243423,8
215016,3.2407,7
720,3.23892,3
31591,3.237159,4
92670,3.237022,2
426566,3.236203,11
204057,3.23331,24
55709,3.229825,7
318897,3.228179,16
445105,3.22796,12
77573,3.221646,10
291877,3.219449,46
172178,3.216867,2
319239,3.216547,2
104634,3.214583,10
79846,3.206927,4
63846,3.206427,3
317844,3.205827,1
186155,3.199352,3
307931,3.197838,3
137189,3.197501,5
244315,3.187447,5
437778,3.183077,23
424806,3.180913,4
289250,3.180876,2
387652,3.179613,10
266843,3.176398,7
259357,3.176193,8
127080,3.175443,13
125937,3.17455,3
316243,3.174524,5
226567,3.172583,7
357474,3.168006,8
213102,3.167209,43
330647,3.163487,6
50385,3.16312,3
187934,3.162773,17
81548,3.162332,4
179856,3.161722,20
218385,3.158147,9
216293,3.156917,6
409770,3.155684,3
210087,3.152924,22
326686,3.151165,9
214282,3.148729,3
316007,3.148623,3
379810,3.140938,5
111122,3.135105,9
119630,3.135102,5
172309,3.134021,5
60788,3.129946,5
219782,3.128977,3
272455,3.12861,9
18252,3.125732,9
122449,3.122538,8
133907,3.121283,21
361288,3.119942,12
330469,3.117539,14
362697,3.117214,5
394518,3.111326,16
270183,3.110664,4
274499,3.11057,3
210848,3.108499,5
253072,3.107579,6
412326,3.10614,4
175885,3.105063,8
244010,3.104692,3
159624,3.103614,11
187026,3.102377,6
10864,3.100675,4
176363,3.099753,7
3020,3.094785,9
333792,3.090625,7
10516,3.088217,17
279310,3.085775,7
143418,3.084584,14
387265,3.079775,9
163350,3.079026,3
237244,3.075638,11
31605,3.073327,4
28687,3.07239,14
114342,3.072367,10
288249,3.070711,10
172547,3.069471,5
26228,3.06933,5
246589,3.067661,9
75392,3.067585,2
117075,3.066939,9
305656,3.065144,7
358565,3.061531,15
257070,3.059444,15
231656,3.057169,4
204403,3.053548,6
284312,3.051502,6
325652,3.05009,13
204494,3.047593,24
54982,3.046634,2
158601,3.044434,2
159477,3.043915,9
132057,3.041732,1
59865,3.041154,4
20968,3.036085,11
283923,3.035821,9
336069,3.035659,4
182498,3.032708,6
464895,3.032019,28
306590,3.031233,10
365044,3.029261,15
69325,3.028814,2
445060,3.024515,6
125530,3.023435,2
136014,3.021433,8
109474,3.019036,6
263086,3.016259,2
136053,3.016024,1
20918,3.015936,2
201816,3.015774,6
168884,3.013979,4
159780,3.013604,10
386724,3.013162,11
434487,3.013009,3
165789,3.012639,6
316031,3.011761,2
190606,3.011575,5
251954,3.006575,2
53113,3.005461,1
44890,3.004367,3
362495,3.004012,7
298560,2.996665,14
119383,2.996414,6
127631,2.995947,8
408888,2.99453,5
255732,2.994221,7
52733,2.990856,6
358482,2.984976,9
428268,2.983787,13
130628,2.981627,8
128602,2.981177,3
200854,2.978807,1
417559,2.97808,12
43941,2.976884,5
147879,2.976729,12
181186,2.976694,3
79956,2.976584,19
209662,2.974642,1
255599,2.973182,2
461916,2.972587,2
181912,2.971927,2
390542,2.97075,4
185122,2.969919,8
317199,2.969659,4
286022,2.969542,3
205136,2.969468,4
145159,2.9689,4
358984,2.966661,13
73593,2.965346,11
248601,2.964825,15
147555,2.961129,7
408737,2.960343,5
315176,2.958653,9
199647,2.9582,5
288846,2.957865,8
234409,2.956503,3
369000,2.956095,10
466259,2.955921,13
25025,2.955169,4
50458,2.95407,5
195958,2.953234,8
405729,2.952811,5
364590,2.952564,2
326846,2.952138,8
222656,2.950537,6
56483,2.949147,4
447397,2.948616,8
130815,2.947701,19
71825,2.947634,5
82451,2.946307,5
205872,2.946252,4
119267,2.94441,4
110768,2.944392,3
109924,2.942798,12
49621,2.942163,9
364017,2.94206,10
235720,2.941994,5
439956,2.940999,6
164121,2.94017,9
25515,2.937673,4
49446,2.935704,7
236997,2.935132,5
304877,2.933955,11
123175,2.93187,5
393511,2.93163,5
384222,2.931467,6
352541,2.930012,7
107162,2.921651,2
264379,2.919936,4
451312,2.919356,11
238804,2.91849,3
460607,2.917904,3
308283,2.916925,7
103952,2.916536,8
58086,2.916209,26
459721,2.913805,3
461220,2.912045,5
48003,2.911976,5
398336,2.911367,3
408504,2.909529,6
423248,2.906147,5
346436,2.905177,7
444677,2.903823,1
287962,2.902334,4
458637,2.898111,17
188830,2.897627,7
384758,2.897608,4
441697,2.895646,1
396445,2.893962,16
27283,2.892229,6
105338,2.891568,9
252319,2.890145,21
180018,2.890091,15
278792,2.889611,10
451837,2.889256,3
136840,2.887517,3
86727,2.886581,2
325706,2.885651,5
346213,2.885571,6
340154,2.885254,1
441813,2.881376,18
401368,2.880262,1
254101,2.879183,6
267081,2.878783,4
296795,2.878578,13
358064,2.878148,5
163297,2.875212,6
447539,2.87169,24
355200,2.87119,12
218817,2.870602,6
29879,2.870423,15
35201,2.869509,4
47586,2.866258,11
65633,2.865963,14
70387,2.865775,3
73123,2.864036,5
457045,2.863866,11
450414,2.863538,4
282528,2.863486,6
275487,2.863464,1
280974,2.863277,3
129010,2.85971,4
289021,2.85758,3
159542,2.857407,5
116299,2.856216,14
223162,2.856141,3
401765,2.853639,7
130352,2.853585,6
27248,2.853047,11
463663,2.853038,9
105114,2.852104,7
350140,2.850334,7
186256,2.848123,13
290014,2.845688,10
268210,2.842078,13
333867,2.839934,4
340960,2.83819,12
280720,2.837762,4
443344,2.837642,9
276402,2.83361,10
434959,2.829875,2
25655,2.828785,2
383307,2.825087,3
20098,2.824523,6
388338,2.8209,5
339901,2.819097,5
67304,2.816492,29
244027,2.815845,12
180751,2.815789,7
455804,2.815341,11
56782,2.814891,25
52815,2.814601,7
65927,2.812239,6
260093,2.810128,8
62825,2.809977,2
30383,2.808794,5
411567,2.806948,2
348728,2.804828,3
278586,2.804799,12
406413,2.803697,2
214138,2.803236,2
208175,2.802787,6
428644,2.800357,3
317051,2.799972,4
224481,2.798242,7
121053,2.796237,2
356384,2.795837,2
15327,2.791797,5
82437,2.78836,11
333880,2.787811,7
366451,2.787704,6
163287,2.786357,3
249027,2.784247,1
198111,2.781357,1
163743,2.781316,1
400871,2.781288,1
253620,2.781272,1
327732,2.781175,1
321688,2.780851,1
214610,2.780829,1
102892,2.78073,1
328578,2.780052,3
244717,2.779628,5
111257,2.778992,4
249543,2.778988,1
264322,2.778952,3
47649,2.77886,1
187993,2.778803,1
218704,2.777843,1
451370,2.777831,1
308510,2.777577,7
89901,2.776296,3
91168,2.776212,2
269626,2.774591,2
171555,2.773892,5
54765,2.773239,5
456868,2.771379,1
111530,2.769509,40
373455,2.769313,3
354627,2.769192,2
206219,2.76646,3
129116,2.765262,9
388536,2.764842,6
326849,2.762583,3
356668,2.76074,8
54698,2.760613,15
283766,2.757814,16
332592,2.753041,4
392355,2.751964,3
234215,2.751119,10
415263,2.750787,7
367900,2.750654,7
275434,2.750346,3
295345,2.746451,9
40635,2.746348,11
49029,2.743677,5
295184,2.743578,4
66648,2.743458,4
283896,2.738995,3
430622,2.73849,10
92078,2.738196,6
183439,2.736949,5
218626,2.736637,13
360831,2.735025,2
322873,2.734344,7
82173,2.732472,6
33947,2.730345,42
21790,2.729817,4
102467,2.729581,5
216241,2.725632,6
313462,2.72434,2
