customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name,cart,purchase,view,favorite,unique_product_count,conversion_rate,cluster_id,cluster_name
841939,2015-06-09 23:52:57.641,101.0,12.0,13.0,2.0,5.0,5.0,12.0,sleeping,18,13,88,0,93,0.14772727272727273,1,sleeping_or_churn
892355,2015-06-15 18:13:02.335,95.0,15.0,15.0,2.0,5.0,5.0,12.0,sleeping,20,15,130,0,108,0.11538461538461539,1,sleeping_or_churn
904351,2015-08-19 16:05:02.360,30.0,6.0,7.0,4.0,4.0,4.0,12.0,high_value,14,7,75,0,69,0.09333333333333334,1,sleeping_or_churn
964794,2015-08-09 23:28:38.144,40.0,7.0,8.0,4.0,4.0,4.0,12.0,high_value,5,8,58,0,59,0.13793103448275862,1,sleeping_or_churn
971454,2015-09-16 23:47:14.467,2.0,3.0,4.0,5.0,4.0,3.0,12.0,ordinary,4,4,235,0,199,0.01702127659574468,1,sleeping_or_churn
1015139,2015-07-09 17:43:00.858,71.0,6.0,6.0,3.0,4.0,4.0,11.0,ordinary,4,6,181,0,162,0.03314917127071823,1,sleeping_or_churn
1035814,2015-05-13 22:55:50.103,128.0,11.0,12.0,1.0,5.0,5.0,11.0,sleeping,16,12,87,0,95,0.13793103448275862,1,sleeping_or_churn
1255456,2015-07-07 01:13:51.985,74.0,7.0,8.0,3.0,4.0,4.0,11.0,ordinary,11,8,76,0,76,0.10526315789473684,1,sleeping_or_churn
222046,2015-07-03 17:04:13.694,77.0,7.0,9.0,3.0,4.0,4.0,11.0,ordinary,7,9,38,0,22,0.23684210526315788,1,sleeping_or_churn
227091,2015-05-22 19:27:10.015,119.0,15.0,15.0,1.0,5.0,5.0,11.0,sleeping,32,15,215,0,202,0.06976744186046512,1,sleeping_or_churn
254328,2015-07-16 05:32:43.916,64.0,3.0,6.0,3.0,4.0,4.0,11.0,ordinary,5,6,36,0,31,0.16666666666666666,1,sleeping_or_churn
346597,2015-07-01 18:58:17.963,79.0,3.0,5.0,3.0,4.0,4.0,11.0,ordinary,4,5,63,0,55,0.07936507936507936,1,sleeping_or_churn
389532,2015-05-21 17:40:49.855,120.0,12.0,16.0,1.0,5.0,5.0,11.0,sleeping,15,16,305,0,259,0.05245901639344262,1,sleeping_or_churn
457547,2015-07-10 13:29:22.913,70.0,3.0,5.0,3.0,4.0,4.0,11.0,ordinary,16,5,68,0,44,0.07352941176470588,1,sleeping_or_churn
475172,2015-08-31 14:45:38.705,18.0,2.0,4.0,5.0,3.0,3.0,11.0,potential,6,4,41,0,46,0.0975609756097561,1,sleeping_or_churn
547506,2015-07-07 20:01:14.342,73.0,4.0,5.0,3.0,4.0,4.0,11.0,ordinary,14,5,85,0,75,0.058823529411764705,1,sleeping_or_churn
582933,2015-07-20 23:00:31.082,60.0,8.0,8.0,3.0,4.0,4.0,11.0,ordinary,3,8,79,0,75,0.10126582278481013,1,sleeping_or_churn
615132,2015-08-08 01:08:59.044,42.0,3.0,3.0,4.0,4.0,3.0,11.0,ordinary,6,3,176,0,149,0.017045454545454544,1,sleeping_or_churn
750601,2015-05-26 23:16:25.584,115.0,17.0,19.0,1.0,5.0,5.0,11.0,sleeping,20,19,124,0,120,0.1532258064516129,1,sleeping_or_churn
85734,2015-07-14 18:08:15.402,66.0,6.0,6.0,3.0,4.0,4.0,11.0,ordinary,10,6,583,0,518,0.010291595197255575,1,sleeping_or_churn
1124964,2015-07-09 21:42:22.983,71.0,2.0,5.0,3.0,3.0,4.0,10.0,ordinary,8,5,33,0,29,0.15151515151515152,1,sleeping_or_churn
1188952,2015-08-26 17:39:38.172,23.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,5,2,38,0,40,0.05263157894736842,1,sleeping_or_churn
1336520,2015-06-22 18:12:49.861,88.0,5.0,5.0,2.0,4.0,4.0,10.0,sleeping,6,5,65,0,61,0.07692307692307693,1,sleeping_or_churn
1341202,2015-06-05 22:52:25.271,105.0,5.0,6.0,2.0,4.0,4.0,10.0,sleeping,7,6,29,0,32,0.20689655172413793,1,sleeping_or_churn
1378697,2015-09-07 19:50:45.494,11.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,3,2,23,0,13,0.08695652173913043,1,sleeping_or_churn
150651,2015-07-30 00:48:53.707,51.0,2.0,3.0,4.0,3.0,3.0,10.0,potential,6,3,17,0,19,0.17647058823529413,1,sleeping_or_churn
152693,2015-08-19 23:35:50.142,30.0,2.0,3.0,4.0,3.0,3.0,10.0,potential,1,3,77,0,69,0.03896103896103896,1,sleeping_or_churn
213145,2015-06-08 21:12:00.980,102.0,7.0,8.0,2.0,4.0,4.0,10.0,sleeping,24,8,132,0,122,0.06060606060606061,1,sleeping_or_churn
429035,2015-08-12 21:45:16.964,37.0,2.0,3.0,4.0,3.0,3.0,10.0,potential,12,3,26,0,21,0.11538461538461539,1,sleeping_or_churn
475479,2015-07-22 22:13:34.534,58.0,2.0,3.0,4.0,3.0,3.0,10.0,potential,7,3,164,0,137,0.018292682926829267,1,sleeping_or_churn
503857,2015-06-04 22:00:51.534,106.0,7.0,7.0,2.0,4.0,4.0,10.0,sleeping,14,7,70,0,72,0.1,1,sleeping_or_churn
541474,2015-08-27 16:36:59.237,22.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,2,2,12,0,10,0.16666666666666666,1,sleeping_or_churn
673572,2015-06-02 19:13:03.650,108.0,5.0,5.0,2.0,4.0,4.0,10.0,sleeping,6,5,159,0,143,0.031446540880503145,1,sleeping_or_churn
737053,2015-09-13 15:07:44.715,5.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,5,2,395,0,321,0.005063291139240506,1,sleeping_or_churn
748562,2015-09-17 15:17:41.050,1.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,9,2,37,0,41,0.05405405405405406,1,sleeping_or_churn
794751,2015-08-25 16:37:04.235,24.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,3,2,31,0,25,0.06451612903225806,1,sleeping_or_churn
824082,2015-09-13 16:52:49.342,5.0,2.0,2.0,5.0,3.0,2.0,10.0,potential,2,2,32,0,24,0.0625,1,sleeping_or_churn
824842,2015-06-11 18:50:01.962,99.0,6.0,8.0,2.0,4.0,4.0,10.0,sleeping,45,8,148,0,98,0.05405405405405406,1,sleeping_or_churn
972071,2015-07-30 04:03:18.812,50.0,2.0,3.0,4.0,3.0,3.0,10.0,potential,6,3,20,0,17,0.15,1,sleeping_or_churn
1116948,2015-05-13 21:59:43.816,128.0,7.0,7.0,1.0,4.0,4.0,9.0,sleeping,9,7,133,0,116,0.05263157894736842,1,sleeping_or_churn
1129614,2015-09-11 20:40:08.626,7.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,3,2,28,0,26,0.07142857142857142,1,sleeping_or_churn
115257,2015-08-07 07:28:05.795,42.0,1.0,4.0,4.0,2.0,3.0,9.0,potential,2,4,25,0,17,0.16,1,sleeping_or_churn
1169689,2015-08-07 19:05:16.611,42.0,1.0,4.0,4.0,2.0,3.0,9.0,potential,5,4,22,0,18,0.18181818181818182,1,sleeping_or_churn
1169956,2015-07-05 22:50:23.019,75.0,2.0,3.0,3.0,3.0,3.0,9.0,ordinary,2,3,23,0,17,0.13043478260869565,1,sleeping_or_churn
1187986,2015-08-22 20:16:30.487,27.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,4,2,24,0,15,0.08333333333333333,1,sleeping_or_churn
1220372,2015-07-26 02:54:12.624,54.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,3,2,33,0,29,0.06060606060606061,1,sleeping_or_churn
1243262,2015-08-07 01:19:55.949,43.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,0,2,44,0,22,0.045454545454545456,1,sleeping_or_churn
1248805,2015-07-07 01:30:40.918,74.0,2.0,3.0,3.0,3.0,3.0,9.0,ordinary,2,3,16,0,14,0.1875,1,sleeping_or_churn
1254379,2015-08-05 22:28:32.405,44.0,1.0,4.0,4.0,2.0,3.0,9.0,potential,6,4,26,0,22,0.15384615384615385,1,sleeping_or_churn
1350190,2015-07-19 20:12:07.205,61.0,2.0,3.0,3.0,3.0,3.0,9.0,ordinary,1,3,19,0,16,0.15789473684210525,1,sleeping_or_churn
1367426,2015-08-11 22:44:46.650,38.0,1.0,3.0,4.0,2.0,3.0,9.0,potential,6,3,52,0,39,0.057692307692307696,1,sleeping_or_churn
227781,2015-09-11 05:47:54.911,7.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,7,2,21,0,24,0.09523809523809523,1,sleeping_or_churn
262357,2015-08-15 01:29:50.231,35.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,3,2,54,0,24,0.037037037037037035,1,sleeping_or_churn
345276,2015-06-17 23:32:03.926,93.0,4.0,4.0,2.0,4.0,3.0,9.0,sleeping,7,4,72,0,71,0.05555555555555555,1,sleeping_or_churn
379932,2015-05-05 23:20:50.498,136.0,6.0,7.0,1.0,4.0,4.0,9.0,sleeping,8,7,40,0,47,0.175,1,sleeping_or_churn
485689,2015-07-28 15:49:49.376,52.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,3,2,169,0,143,0.011834319526627219,1,sleeping_or_churn
546086,2015-08-26 00:38:53.500,24.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,2,2,95,0,91,0.021052631578947368,1,sleeping_or_churn
565903,2015-07-25 18:39:52.236,55.0,1.0,3.0,4.0,2.0,3.0,9.0,potential,7,3,14,0,20,0.21428571428571427,1,sleeping_or_churn
566009,2015-07-27 23:52:29.396,53.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,5,2,59,0,55,0.03389830508474576,1,sleeping_or_churn
693709,2015-08-13 17:35:03.947,36.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,5,2,151,0,133,0.013245033112582781,1,sleeping_or_churn
6958,2015-07-10 01:18:58.320,71.0,2.0,4.0,3.0,3.0,3.0,9.0,ordinary,79,4,29,0,24,0.13793103448275862,1,sleeping_or_churn
710338,2015-05-07 20:53:24.312,134.0,6.0,6.0,1.0,4.0,4.0,9.0,sleeping,6,6,102,0,94,0.058823529411764705,1,sleeping_or_churn
75424,2015-08-20 15:58:33.701,29.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,4,2,28,0,17,0.07142857142857142,1,sleeping_or_churn
760430,2015-09-05 20:17:26.172,13.0,1.0,2.0,5.0,2.0,2.0,9.0,potential,2,2,45,0,34,0.044444444444444446,1,sleeping_or_churn
805204,2015-07-10 16:52:44.937,70.0,2.0,3.0,3.0,3.0,3.0,9.0,ordinary,5,3,28,0,23,0.10714285714285714,1,sleeping_or_churn
819547,2015-05-27 15:03:32.372,114.0,4.0,6.0,1.0,4.0,4.0,9.0,sleeping,5,6,32,0,24,0.1875,1,sleeping_or_churn
820159,2015-06-01 21:31:56.927,109.0,3.0,4.0,2.0,4.0,3.0,9.0,sleeping,3,4,55,0,50,0.07272727272727272,1,sleeping_or_churn
829289,2015-05-26 21:32:22.696,115.0,8.0,9.0,1.0,4.0,4.0,9.0,sleeping,8,9,101,0,89,0.0891089108910891,1,sleeping_or_churn
837377,2015-07-26 04:39:07.455,54.0,1.0,3.0,4.0,2.0,3.0,9.0,potential,2,3,18,0,21,0.16666666666666666,1,sleeping_or_churn
895969,2015-07-22 20:07:54.261,58.0,2.0,2.0,4.0,3.0,2.0,9.0,potential,0,2,24,0,15,0.08333333333333333,1,sleeping_or_churn
935325,2015-05-07 15:39:59.036,134.0,5.0,6.0,1.0,4.0,4.0,9.0,sleeping,10,6,118,0,104,0.05084745762711865,1,sleeping_or_churn
1000306,2015-08-28 18:42:07.114,21.0,1.0,1.0,5.0,2.0,1.0,8.0,potential,10,1,151,0,109,0.006622516556291391,1,sleeping_or_churn
1003939,2015-08-24 16:28:05.528,25.0,1.0,1.0,5.0,2.0,1.0,8.0,potential,0,1,28,0,22,0.03571428571428571,1,sleeping_or_churn
1005558,2015-05-15 19:28:54.109,126.0,3.0,3.0,1.0,4.0,3.0,8.0,sleeping,4,3,15,0,13,0.2,1,sleeping_or_churn
